galid,ra,dec,mag,sed_name,z,spatialmodel,majorAxis,minorAxis,positionAngle,sindex,catsim_id
131890463604763,52.9422243,-27.1813974,25.7927713,galaxySED/Inst.12E07.02Z.spec.gz,1.49,sersic2d,0.121270701,0.0324941985,293.538727,1,128799280864
131890463605787,52.9417492,-27.181069,25.9272238,galaxySED/Inst.12E07.02Z.spec.gz,1.49,sersic2d,0.121270701,0.0324941985,293.538727,1,128799280865
131890463606811,52.9425586,-27.1808377,26.7152302,galaxySED/Inst.12E07.02Z.spec.gz,1.49,sersic2d,0.121270701,0.0324941985,293.538727,1,128799280866
131890463607835,52.9418609,-27.1805622,25.872828,galaxySED/Inst.12E07.02Z.spec.gz,1.49,sersic2d,0.121270701,0.0324941985,293.538727,1,128799280867
132935998562331,53.0330959,-27.1522864,25.2250501,galaxySED/Burst.25E09.02Z.spec.gz,1.57,sersic2d,0.29133141,0.106146201,75.7038651,1,129820311096
132935998563355,53.0331741,-27.151746,26.2602103,galaxySED/Burst.25E09.02Z.spec.gz,1.57,sersic2d,0.29133141,0.106146201,75.7038651,1,129820311097
133211127869467,53.1203976,-27.6698545,24.3259896,galaxySED/Inst.20E09.02Z.spec.gz,1.44,sersic2d,0.26732561,0.0966423973,150.582565,1,130088992060
133211127870491,53.1203102,-27.6696683,24.7612094,galaxySED/Inst.20E09.02Z.spec.gz,1.44,sersic2d,0.26732561,0.0966423973,150.582565,1,130088992061
138902847549467,52.7852827,-27.4268645,24.3355893,galaxySED/Burst.25E09.02Z.spec.gz,1.44,sersic2d,0.290149897,0.136749402,15.6442595,1,135647312060
138902847550491,52.7851954,-27.4266782,24.7708091,galaxySED/Burst.25E09.02Z.spec.gz,1.44,sersic2d,0.290149897,0.136749402,15.6442595,1,135647312061
141768028647451,53.1715731,-27.1833527,23.5784856,galaxySED/Burst.16E09.04Z.spec.gz,1.56,sersic2d,0.370314002,0.308275908,121.567413,1,138445340476
141768028648475,53.1721591,-27.1829797,23.7482906,galaxySED/Burst.16E09.04Z.spec.gz,1.56,sersic2d,0.370314002,0.308275908,121.567413,1,138445340477
144466309607451,52.7963598,-27.2665006,23.8426152,galaxySED/Burst.16E09.04Z.spec.gz,1.56,sersic2d,0.520096719,0.500382781,12.1315594,1,141080380476
144466309608475,52.7969462,-27.2661277,24.0124203,galaxySED/Burst.16E09.04Z.spec.gz,1.56,sersic2d,0.520096719,0.500382781,12.1315594,1,141080380477
145443666014235,53.2277329,-27.4630247,25.2051644,galaxySED/Burst.25E09.02Z.spec.gz,1.23,sersic2d,0.133413702,0.0483295992,165.436691,1,142034830092
145443666015259,53.2282383,-27.4629622,23.7933978,galaxySED/Burst.25E09.02Z.spec.gz,1.23,sersic2d,0.133413702,0.0483295992,165.436691,1,142034830093
149641298862107,52.8765057,-27.2716454,26.8276746,galaxySED/Inst.19E07.25Z.spec.gz,3.44,sersic2d,0.138288602,0.0310624,193.34938,1,146134080920
149641298863131,52.8769532,-27.2713148,25.8679719,galaxySED/Inst.19E07.25Z.spec.gz,3.44,sersic2d,0.138288602,0.0310624,193.34938,1,146134080921
150889544654875,52.9689487,-27.6410683,25.3098654,galaxySED/Inst.16E09.04Z.spec.gz,1.37,sersic2d,0.1342123,0.0419238992,11.870553,1,147353070952
150889544655899,52.9688146,-27.640809,24.4927385,galaxySED/Inst.16E09.04Z.spec.gz,1.37,sersic2d,0.1342123,0.0419238992,11.870553,1,147353070953
153965959839771,52.9364024,-27.6453783,26.5998376,galaxySED/Const.40E07.02Z.spec.gz,5.41,sersic2d,0.677884519,0.229645103,243.876205,1,150357382656
153965959840795,52.9363616,-27.6449027,26.4951301,galaxySED/Const.40E07.02Z.spec.gz,5.41,sersic2d,0.677884519,0.229645103,243.876205,1,150357382657
154985217032219,53.0681307,-27.2232235,25.59218,galaxySED/Inst.20E09.04Z.spec.gz,0.89,sersic2d,0.1014065,0.0204371996,280.95816,1,151352751008
154985217033243,53.0682171,-27.2230592,24.8826519,galaxySED/Inst.20E09.04Z.spec.gz,0.89,sersic2d,0.1014065,0.0204371996,280.95816,1,151352751009
159991399436315,53.0384911,-27.521074,26.9700564,galaxySED/Burst.10E09.1Z.spec.gz,2.28,sersic2d,0.187483996,0.137105197,282.842743,1,156241601012
159991399437339,53.0384692,-27.520632,28.4860899,galaxySED/Burst.10E09.1Z.spec.gz,2.28,sersic2d,0.187483996,0.137105197,282.842743,1,156241601013
160945040359451,53.072219,-27.3762286,25.2949159,galaxySED/Burst.20E09.02Z.spec.gz,1.74,sersic2d,0.33260411,0.201216295,207.060013,1,157172890976
160945040360475,53.0718745,-27.3761976,26.192836,galaxySED/Burst.20E09.02Z.spec.gz,1.74,sersic2d,0.33260411,0.201216295,207.060013,1,157172890977
161040025980955,52.8424002,-27.4623477,25.3395456,galaxySED/Burst.20E09.02Z.spec.gz,1.27,sersic2d,0.344934314,0.248393193,163.058563,1,157265650372
161040025981979,52.8425902,-27.4619537,24.8969895,galaxySED/Burst.20E09.02Z.spec.gz,1.27,sersic2d,0.344934314,0.248393193,163.058563,1,157265650373
161051556495387,53.2047783,-27.4108506,25.2892525,galaxySED/Burst.20E09.02Z.spec.gz,1.81,sersic2d,0.360078394,0.240778401,125.375755,1,157276910640
161051556496411,53.2048957,-27.4104836,25.1955962,galaxySED/Burst.20E09.02Z.spec.gz,1.81,sersic2d,0.360078394,0.240778401,125.375755,1,157276910641
165109474336795,52.9603994,-27.6715232,25.7468548,galaxySED/Inst.80E08.04Z.spec.gz,1.86,sersic2d,0.511384189,0.392631412,33.2839241,1,161239721032
165109474337819,52.9599331,-27.6714654,24.5609161,galaxySED/Inst.80E08.04Z.spec.gz,1.86,sersic2d,0.511384189,0.392631412,33.2839241,1,161239721033
166744771297307,52.9540771,-27.5469622,24.6875108,galaxySED/Inst.16E09.02Z.spec.gz,1.63,sersic2d,0.270796388,0.124556899,166.41507,1,162836690720
166744771298331,52.9545314,-27.5468738,24.2121576,galaxySED/Inst.16E09.02Z.spec.gz,1.63,sersic2d,0.270796388,0.124556899,166.41507,1,162836690721
167196550471707,52.9668738,-27.1664439,24.8931158,galaxySED/Burst.25E09.02Z.spec.gz,1.25,sersic2d,0.2481668,0.0945520028,4.85947704,1,163277881320
167196550472731,52.9667474,-27.1661028,25.4462148,galaxySED/Burst.25E09.02Z.spec.gz,1.25,sersic2d,0.2481668,0.0945520028,4.85947704,1,163277881321
169407695691803,53.2989966,-27.325062,23.9351863,galaxySED/Inst.80E08.1Z.spec.gz,2.71,sersic2d,0.219638497,0.0489677005,146.482574,1,165437202824
169407695692827,53.2987156,-27.3245623,24.639319,galaxySED/Inst.80E08.1Z.spec.gz,2.71,sersic2d,0.219638497,0.0489677005,146.482574,1,165437202825
169407695693851,53.299344,-27.3247486,23.3523782,galaxySED/Inst.80E08.1Z.spec.gz,2.71,sersic2d,0.219638497,0.0489677005,146.482574,1,165437202826
169407695694875,53.2992796,-27.32447,23.4408366,galaxySED/Inst.80E08.1Z.spec.gz,2.71,sersic2d,0.219638497,0.0489677005,146.482574,1,165437202827
171688625274907,53.1149294,-27.4875321,25.4933532,galaxySED/Inst.64E07.02Z.spec.gz,4.68,sersic2d,0.238866299,0.0830373019,46.2452774,1,167664673120
171688625275931,53.114747,-27.4875178,26.2264387,galaxySED/Inst.64E07.02Z.spec.gz,4.68,sersic2d,0.238866299,0.0830373019,46.2452774,1,167664673121
174349292019739,52.8487044,-27.2930912,25.5784266,galaxySED/Inst.16E09.02Z.spec.gz,1.42,sersic2d,0.255587697,0.0964870974,121.26281,1,170262980488
174349292020763,52.8489654,-27.2930065,25.2260889,galaxySED/Inst.16E09.02Z.spec.gz,1.42,sersic2d,0.255587697,0.0964870974,121.26281,1,170262980489
176018904162331,53.0994411,-27.2696286,25.7480604,galaxySED/Inst.16E09.02Z.spec.gz,1.57,sersic2d,0.235038906,0.0991524011,84.284317,1,171893461096
176018904163355,53.0995194,-27.2690882,26.7832205,galaxySED/Inst.16E09.02Z.spec.gz,1.57,sersic2d,0.235038906,0.0991524011,84.284317,1,171893461097
176504803450907,52.9877243,-27.1900495,25.1933518,galaxySED/Inst.80E08.04Z.spec.gz,2.34,sersic2d,0.380172998,0.229612797,325.170166,1,172367972120
176504803451931,52.9879461,-27.1899221,25.2924485,galaxySED/Inst.80E08.04Z.spec.gz,2.34,sersic2d,0.380172998,0.229612797,325.170166,1,172367972121
177389578547227,53.0463631,-27.6003484,23.3412216,galaxySED/Burst.16E09.04Z.spec.gz,2.4,sersic2d,0.309149295,0.135093004,77.4544754,1,173232010300
177389578548251,53.0467837,-27.6006294,23.438325,galaxySED/Burst.16E09.04Z.spec.gz,2.4,sersic2d,0.309149295,0.135093004,77.4544754,1,173232010301
177712499732507,52.9972114,-27.6128262,25.0728852,galaxySED/Burst.16E09.04Z.spec.gz,2.37,sersic2d,0.326145798,0.296600789,144.028427,1,173547363020
177712499733531,52.9970335,-27.6132206,23.0659871,galaxySED/Burst.16E09.04Z.spec.gz,2.37,sersic2d,0.326145798,0.296600789,144.028427,1,173547363021
177712499734555,52.9976025,-27.6131294,24.7282543,galaxySED/Burst.16E09.04Z.spec.gz,2.37,sersic2d,0.326145798,0.296600789,144.028427,1,173547363022
177712499735579,52.9971086,-27.6132764,23.100557,galaxySED/Burst.16E09.04Z.spec.gz,2.37,sersic2d,0.326145798,0.296600789,144.028427,1,173547363023
177821594337307,53.1370599,-27.6597166,24.7956422,galaxySED/Inst.12E09.02Z.spec.gz,1.63,sersic2d,0.0500757992,0.0174745005,334.815247,1,173653900720
177821594338331,53.1375147,-27.6596282,24.320289,galaxySED/Inst.12E09.02Z.spec.gz,1.63,sersic2d,0.0500757992,0.0174745005,334.815247,1,173653900721
178117408071707,53.0515818,-27.5091962,24.6406954,galaxySED/Burst.20E09.04Z.spec.gz,1.25,sersic2d,0.0970161036,0.0246821996,288.265503,1,173942781320
178117408072731,53.0514549,-27.5088551,25.1937944,galaxySED/Burst.20E09.04Z.spec.gz,1.25,sersic2d,0.0970161036,0.0246821996,288.265503,1,173942781321
178118290722843,53.0827408,-27.4320864,26.2126072,galaxySED/Exp.40E09.25Z.spec.gz,2.73,sersic2d,0.0944432989,0.0666807964,296.446472,1,173943643284
178118290723867,53.082916,-27.4320299,26.9653652,galaxySED/Exp.40E09.25Z.spec.gz,2.73,sersic2d,0.0944432989,0.0666807964,296.446472,1,173943643285
178187275890715,52.9781375,-27.275857,28.2665075,galaxySED/Inst.64E07.02Z.spec.gz,3.3,sersic2d,0.206889704,0.0575718991,200.649033,1,174011011612
178187275891739,52.9779826,-27.275742,26.5455318,galaxySED/Inst.64E07.02Z.spec.gz,3.3,sersic2d,0.206889704,0.0575718991,200.649033,1,174011011613
178197309653019,52.765546,-27.2393009,25.0346439,galaxySED/Inst.80E08.04Z.spec.gz,2.01,sersic2d,0.319746614,0.229345098,314.944183,1,174020810208
178197309654043,52.7660108,-27.2382918,24.7585788,galaxySED/Inst.80E08.04Z.spec.gz,2.01,sersic2d,0.319746614,0.229345098,314.944183,1,174020810209
178226780418075,53.0995474,-27.6783625,29.6846483,galaxySED/Inst.79E06.04Z.spec.gz,4.13,sersic2d,0.468934804,0.263931006,56.8022003,1,174049590252
178226780419099,53.0987005,-27.6780907,28.2542152,galaxySED/Inst.79E06.04Z.spec.gz,4.13,sersic2d,0.468934804,0.263931006,56.8022003,1,174049590253
178233396305947,53.292025,-27.5619895,24.4422754,galaxySED/Inst.80E08.04Z.spec.gz,2.26,sersic2d,2.27460909,1.73130739,49.8944016,1,174056051080
178233396306971,53.2916718,-27.5610637,23.6913722,galaxySED/Inst.80E08.04Z.spec.gz,2.26,sersic2d,2.27460909,1.73130739,49.8944016,1,174056051081
178233426133019,52.7224054,-27.2956008,25.065955,galaxySED/Inst.80E08.04Z.spec.gz,2.01,sersic2d,2.27460909,1.73130739,49.8944016,1,174056080208
178233426134043,52.7228703,-27.2945917,24.7898898,galaxySED/Inst.80E08.04Z.spec.gz,2.01,sersic2d,2.27460909,1.73130739,49.8944016,1,174056080209
178320868311067,52.7285738,-27.3343952,26.379269,galaxySED/Inst.64E07.02Z.spec.gz,4.13,sersic2d,0.159149706,0.0435751006,135.619583,1,174141472960
178320868312091,52.7283966,-27.3346808,25.2091492,galaxySED/Inst.64E07.02Z.spec.gz,4.13,sersic2d,0.159149706,0.0435751006,135.619583,1,174141472961
178345718829083,53.0116475,-27.5605428,26.1085774,galaxySED/Inst.80E08.04Z.spec.gz,1.76,sersic2d,0.283424288,0.189239904,290.51767,1,174165741044
178345718830107,53.0113934,-27.5608946,24.5524723,galaxySED/Inst.80E08.04Z.spec.gz,1.76,sersic2d,0.283424288,0.189239904,290.51767,1,174165741045
178353685905435,53.0156458,-27.3640977,26.0392025,galaxySED/Inst.80E08.04Z.spec.gz,1.87,sersic2d,0.227651507,0.154089794,52.1611137,1,174173521392
178353685906459,53.0151847,-27.3641381,27.8697074,galaxySED/Inst.80E08.04Z.spec.gz,1.87,sersic2d,0.227651507,0.154089794,52.1611137,1,174173521393
178373039185947,53.3131392,-27.3920663,24.6123347,galaxySED/Inst.20E09.1Z.spec.gz,2.26,sersic2d,0.146017894,0.108578503,178.984665,1,174192421080
178373039186971,53.3127865,-27.3911405,23.8614314,galaxySED/Inst.20E09.1Z.spec.gz,2.26,sersic2d,0.146017894,0.108578503,178.984665,1,174192421081
178409524486171,53.0439173,-27.6210008,26.3149079,galaxySED/Burst.16E09.04Z.spec.gz,2.47,sersic2d,0.163262904,0.152489096,354.255524,1,174228051256
178409524487195,53.0436152,-27.6206508,26.5734826,galaxySED/Burst.16E09.04Z.spec.gz,2.47,sersic2d,0.163262904,0.152489096,354.255524,1,174228051257
178446623199259,52.7593869,-27.3684755,26.7275005,galaxySED/Inst.80E08.04Z.spec.gz,2.39,sersic2d,0.33901149,0.255113214,160.088165,1,174264280468
178446623200283,52.7584175,-27.368767,25.3363643,galaxySED/Inst.80E08.04Z.spec.gz,2.39,sersic2d,0.33901149,0.255113214,160.088165,1,174264280469
178446665371675,53.1696124,-27.3927103,28.2864066,galaxySED/Inst.80E08.04Z.spec.gz,2.45,sersic2d,0.33901149,0.255113214,160.088165,1,174264321652
178446665372699,53.1700175,-27.3925962,27.217467,galaxySED/Inst.80E08.04Z.spec.gz,2.45,sersic2d,0.33901149,0.255113214,160.088165,1,174264321653
178446665373723,53.1695104,-27.3924231,26.5678884,galaxySED/Inst.80E08.04Z.spec.gz,2.45,sersic2d,0.33901149,0.255113214,160.088165,1,174264321654
178446665374747,53.1696926,-27.3923722,26.9895272,galaxySED/Inst.80E08.04Z.spec.gz,2.45,sersic2d,0.33901149,0.255113214,160.088165,1,174264321655
