galid,ra,dec,mag,sed_name,z,spatialmodel,majorAxis,minorAxis,positionAngle,sindex,catsim_id
32073279550491,52.9700969,-27.5545448,22.7585391,galaxySED/Inst.50E07.1Z.spec.gz,1.44,sersic2d,0.270570904,0.0701839998,178.437225,1,31321562061
32540838379547,52.9327677,-27.2868119,25.040419,galaxySED/Inst.50E07.02Z.spec.gz,1.97,sersic2d,0.3330926,0.147748798,244.435486,1,31778162480
32540838380571,52.9325826,-27.2866817,23.5517316,galaxySED/Inst.50E07.02Z.spec.gz,1.97,sersic2d,0.3330926,0.147748798,244.435486,1,31778162481
32540838381595,52.9330086,-27.2866148,24.056488,galaxySED/Inst.50E07.02Z.spec.gz,1.97,sersic2d,0.3330926,0.147748798,244.435486,1,31778162482
32540838382619,52.9327022,-27.2865589,24.2466042,galaxySED/Inst.50E07.02Z.spec.gz,1.97,sersic2d,0.3330926,0.147748798,244.435486,1,31778162483
32904880582683,53.0130789,-27.2385208,23.3180873,galaxySED/Inst.16E09.04Z.spec.gz,1.36,sersic2d,0.310936511,0.119438201,225.448441,1,32133672444
32904880583707,53.013168,-27.2384758,23.8367784,galaxySED/Inst.16E09.04Z.spec.gz,1.36,sersic2d,0.310936511,0.119438201,225.448441,1,32133672445
32904880584731,53.0130761,-27.2384246,24.2250361,galaxySED/Inst.16E09.04Z.spec.gz,1.36,sersic2d,0.310936511,0.119438201,225.448441,1,32133672446
32904880585755,53.0131629,-27.2384025,23.1043365,galaxySED/Inst.16E09.04Z.spec.gz,1.36,sersic2d,0.310936511,0.119438201,225.448441,1,32133672447
32932589236251,52.9229932,-27.4562194,25.5405839,galaxySED/Const.12E10.25Z.spec.gz,1.19,sersic2d,0.0308633,0.00703730015,73.3955536,1,32160731676
32932589237275,52.9231654,-27.4558867,27.0707821,galaxySED/Const.12E10.25Z.spec.gz,1.19,sersic2d,0.0308633,0.00703730015,73.3955536,1,32160731677
32932598698011,52.9247643,-27.6833125,27.0984283,galaxySED/Const.12E10.25Z.spec.gz,1.12,sersic2d,0.0308633,0.00703730015,73.3955536,1,32160740916
32932598699035,52.9244785,-27.6832061,26.014368,galaxySED/Const.12E10.25Z.spec.gz,1.12,sersic2d,0.0308633,0.00703730015,73.3955536,1,32160740917
33246005190683,53.0984534,-27.5674339,22.1121924,galaxySED/Const.40E09.25Z.spec.gz,2.0,sersic2d,0.4171682,0.0958544016,195.097183,1,32466801944
33246005191707,53.0982496,-27.5673272,22.5064858,galaxySED/Const.40E09.25Z.spec.gz,2.0,sersic2d,0.4171682,0.0958544016,195.097183,1,32466801945
33246005192731,53.0985446,-27.5672489,22.6370583,galaxySED/Const.40E09.25Z.spec.gz,2.0,sersic2d,0.4171682,0.0958544016,195.097183,1,32466801946
33246005193755,53.0983203,-27.5671218,22.2455419,galaxySED/Const.40E09.25Z.spec.gz,2.0,sersic2d,0.4171682,0.0958544016,195.097183,1,32466801947
35088722219035,53.0800759,-27.3145027,24.3353848,galaxySED/Inst.40E09.04Z.spec.gz,1.14,sersic2d,0.490864009,0.43798399,171.325119,1,34266330292
35088722220059,53.080422,-27.3144916,24.972614,galaxySED/Inst.40E09.04Z.spec.gz,1.14,sersic2d,0.490864009,0.43798399,171.325119,1,34266330293
35658744147995,53.0264519,-27.5121343,22.5788587,galaxySED/Exp.32E09.25Z.spec.gz,1.99,sersic2d,0.501001775,0.309394598,285.785889,1,34822992332
35658744149019,53.0268063,-27.5121188,24.544893,galaxySED/Exp.32E09.25Z.spec.gz,1.99,sersic2d,0.501001775,0.309394598,285.785889,1,34822992333
35658744150043,53.0264894,-27.5119396,22.590097,galaxySED/Exp.32E09.25Z.spec.gz,1.99,sersic2d,0.501001775,0.309394598,285.785889,1,34822992334
35658744151067,53.0266701,-27.5118194,22.6553963,galaxySED/Exp.32E09.25Z.spec.gz,1.99,sersic2d,0.501001775,0.309394598,285.785889,1,34822992335
35727575994395,52.9920228,-27.5860462,25.5761007,galaxySED/Const.50E09.04Z.spec.gz,2.42,sersic2d,0.599906027,0.482174307,274.831329,1,34890210932
35727575995419,52.9922368,-27.5859333,24.2288466,galaxySED/Const.50E09.04Z.spec.gz,2.42,sersic2d,0.599906027,0.482174307,274.831329,1,34890210933
35737142558747,53.1835938,-27.5285443,24.5406683,galaxySED/Const.50E09.04Z.spec.gz,2.6,sersic2d,1.03673494,0.80354023,126.42485,1,34899553280
35737142559771,53.1837189,-27.5285439,25.7796011,galaxySED/Const.50E09.04Z.spec.gz,2.6,sersic2d,1.03673494,0.80354023,126.42485,1,34899553281
35737142560795,53.183652,-27.5284549,24.8605417,galaxySED/Const.50E09.04Z.spec.gz,2.6,sersic2d,1.03673494,0.80354023,126.42485,1,34899553282
35737142561819,53.183731,-27.528451,24.2211203,galaxySED/Const.50E09.04Z.spec.gz,2.6,sersic2d,1.03673494,0.80354023,126.42485,1,34899553283
35990561460251,52.9681491,-27.3503859,24.4488365,galaxySED/Inst.40E07.02Z.spec.gz,1.71,sersic2d,0.337579995,0.152245,319.115479,1,35147032676
35990561461275,52.9682465,-27.3505605,25.3886656,galaxySED/Inst.40E07.02Z.spec.gz,1.71,sersic2d,0.337579995,0.152245,319.115479,1,35147032677
36498360844315,53.3027436,-27.5226698,23.2945033,galaxySED/Burst.50E09.04Z.spec.gz,0.62,sersic2d,0.239301607,0.138386801,347.602661,1,35642930512
36498360845339,53.3027775,-27.5224374,24.1403958,galaxySED/Burst.50E09.04Z.spec.gz,0.62,sersic2d,0.239301607,0.138386801,347.602661,1,35642930513
39123407831067,53.2220028,-27.3567921,24.3964904,galaxySED/Const.80E09.1Z.spec.gz,4.13,sersic2d,0.347326308,0.307743102,311.416016,1,38206452960
39123407832091,53.2218255,-27.3570777,23.2263706,galaxySED/Const.80E09.1Z.spec.gz,4.13,sersic2d,0.347326308,0.307743102,311.416016,1,38206452961
40078737387547,52.9528432,-27.4845646,24.2656106,galaxySED/Const.80E09.04Z.spec.gz,3.26,sersic2d,0.49127841,0.421020091,70.8240204,1,39139391980
40078737388571,52.9527012,-27.4843515,24.3796748,galaxySED/Const.80E09.04Z.spec.gz,3.26,sersic2d,0.49127841,0.421020091,70.8240204,1,39139391981
40384594456603,53.0931551,-27.620609,22.9204461,galaxySED/Const.10E10.25Z.spec.gz,1.75,sersic2d,0.162047297,0.0366638005,150.808853,1,39438080524
40384594457627,53.0928519,-27.6202774,23.3696127,galaxySED/Const.10E10.25Z.spec.gz,1.75,sersic2d,0.162047297,0.0366638005,150.808853,1,39438080525
42598165856283,52.8577305,-27.2859084,24.2880139,galaxySED/Burst.16E09.02Z.spec.gz,0.9,sersic2d,0.251816392,0.110846996,279.18808,1,41599771344
42598165857307,52.8576702,-27.2856923,24.5740268,galaxySED/Burst.16E09.02Z.spec.gz,0.9,sersic2d,0.251816392,0.110846996,279.18808,1,41599771345
42728920137755,53.0665733,-27.2871616,24.3172388,galaxySED/Burst.16E09.02Z.spec.gz,1.06,sersic2d,0.595183313,0.349661201,216.160706,1,41727461072
42728920138779,53.0663422,-27.2871741,26.0049634,galaxySED/Burst.16E09.02Z.spec.gz,1.06,sersic2d,0.595183313,0.349661201,216.160706,1,41727461073
43943209652251,52.9270225,-27.5502711,24.8914426,galaxySED/Burst.50E09.04Z.spec.gz,1.18,sersic2d,0.245728299,0.196294695,206.056442,1,42913290676
43943209653275,52.9264667,-27.5500233,25.2329312,galaxySED/Burst.50E09.04Z.spec.gz,1.18,sersic2d,0.245728299,0.196294695,206.056442,1,42913290677
43943209654299,52.9271442,-27.549668,25.6306154,galaxySED/Burst.50E09.04Z.spec.gz,1.18,sersic2d,0.245728299,0.196294695,206.056442,1,42913290678
43943209655323,52.9264922,-27.5494469,24.9210242,galaxySED/Burst.50E09.04Z.spec.gz,1.18,sersic2d,0.245728299,0.196294695,206.056442,1,42913290679
44005399924763,53.3230422,-27.5186575,24.1542023,galaxySED/Exp.25E09.1Z.spec.gz,2.98,sersic2d,0.475328594,0.35667479,53.9414024,1,42974023364
44005399925787,53.3230188,-27.5185029,24.490653,galaxySED/Exp.25E09.1Z.spec.gz,2.98,sersic2d,0.475328594,0.35667479,53.9414024,1,42974023365
44132056678427,53.0679119,-27.4822557,25.427767,galaxySED/Inst.79E06.25Z.spec.gz,2.88,sersic2d,0.0903948024,0.0207081009,352.234192,1,43097711600
44132056679451,53.067534,-27.4826287,24.9611796,galaxySED/Inst.79E06.25Z.spec.gz,2.88,sersic2d,0.0903948024,0.0207081009,352.234192,1,43097711601
44593419374619,53.0868404,-27.3976962,21.986942,galaxySED/Burst.16E09.1Z.spec.gz,1.55,sersic2d,0.200923905,0.046062801,10.5777216,1,43548261108
44593419375643,53.0873547,-27.3975201,22.5280298,galaxySED/Burst.16E09.1Z.spec.gz,1.55,sersic2d,0.200923905,0.046062801,10.5777216,1,43548261109
44593419376667,53.0868329,-27.3971768,23.1197648,galaxySED/Burst.16E09.1Z.spec.gz,1.55,sersic2d,0.200923905,0.046062801,10.5777216,1,43548261110
44593419377691,53.0874126,-27.3970964,21.93541,galaxySED/Burst.16E09.1Z.spec.gz,1.55,sersic2d,0.200923905,0.046062801,10.5777216,1,43548261111
45146074071067,53.0012403,-27.3003255,24.2295402,galaxySED/Const.80E09.04Z.spec.gz,4.13,sersic2d,0.520858884,0.503407121,168.559204,1,44087962960
45146074072091,53.0010631,-27.3006111,23.0594204,galaxySED/Const.80E09.04Z.spec.gz,4.13,sersic2d,0.520858884,0.503407121,168.559204,1,44087962961
45850553671707,52.7622273,-27.4796801,21.9937952,galaxySED/Inst.12E09.04Z.spec.gz,1.25,sersic2d,0.466079801,0.1224676,4.19381428,1,44775931320
45850553672731,52.7621005,-27.479339,22.5468942,galaxySED/Inst.12E09.04Z.spec.gz,1.25,sersic2d,0.466079801,0.1224676,4.19381428,1,44775931321
47790284922907,53.003782,-27.6536293,26.6866447,galaxySED/Burst.32E09.02Z.spec.gz,1.11,sersic2d,0.481772304,0.270917594,149.649994,1,46670200120
47790284923931,53.0037175,-27.6534317,27.4847867,galaxySED/Burst.32E09.02Z.spec.gz,1.11,sersic2d,0.481772304,0.270917594,149.649994,1,46670200121
47807601397787,53.24575,-27.4597922,23.407042,galaxySED/Const.12E10.25Z.spec.gz,1.76,sersic2d,0.217677206,0.0489357002,129.755157,1,46687110740
47807601398811,53.2456913,-27.4593836,24.6797405,galaxySED/Const.12E10.25Z.spec.gz,1.76,sersic2d,0.217677206,0.0489357002,129.755157,1,46687110741
49406668812315,52.7896307,-27.403878,24.5429908,galaxySED/Exp.40E09.25Z.spec.gz,1.89,sersic2d,0.331116587,0.251553595,97.4790039,1,48248700012
49406668813339,52.7892061,-27.4035545,24.4278762,galaxySED/Exp.40E09.25Z.spec.gz,1.89,sersic2d,0.331116587,0.251553595,97.4790039,1,48248700013
49492941434907,52.8094822,-27.6646693,28.0473358,galaxySED/Burst.25E09.02Z.spec.gz,0.86,sersic2d,0.277543396,0.1065671,156.079041,1,48332950620
49492941435931,52.8087956,-27.6645832,27.6971167,galaxySED/Burst.25E09.02Z.spec.gz,0.86,sersic2d,0.277543396,0.1065671,156.079041,1,48332950621
49492941436955,52.8093595,-27.6641888,25.9279599,galaxySED/Burst.25E09.02Z.spec.gz,0.86,sersic2d,0.277543396,0.1065671,156.079041,1,48332950622
49492941437979,52.8094615,-27.664226,25.7934293,galaxySED/Burst.25E09.02Z.spec.gz,0.86,sersic2d,0.277543396,0.1065671,156.079041,1,48332950623
50908621512731,53.0985004,-27.6242029,23.4530437,galaxySED/Inst.40E07.02Z.spec.gz,1.64,sersic2d,0.214781806,0.105195001,19.2599354,1,49715450696
50908621513755,53.0980287,-27.6242919,22.9305901,galaxySED/Inst.40E07.02Z.spec.gz,1.64,sersic2d,0.214781806,0.105195001,19.2599354,1,49715450697
51454915465243,53.3363719,-27.5094984,25.1160755,galaxySED/Inst.32E07.02Z.spec.gz,1.69,sersic2d,0.1368597,0.0606020987,230.952118,1,50248940884
51454915466267,53.3364299,-27.5092471,27.3416728,galaxySED/Inst.32E07.02Z.spec.gz,1.69,sersic2d,0.1368597,0.0606020987,230.952118,1,50248940885
51454966525979,52.8961664,-27.1652463,24.9122789,galaxySED/Inst.32E07.02Z.spec.gz,2.26,sersic2d,0.1368597,0.0606020987,230.952118,1,50248990748
51454966527003,52.8960024,-27.1649161,26.3936207,galaxySED/Inst.32E07.02Z.spec.gz,2.26,sersic2d,0.1368597,0.0606020987,230.952118,1,50248990749
52009881600027,53.0788417,-27.4636998,24.1042211,galaxySED/Burst.25E09.02Z.spec.gz,1.19,sersic2d,0.170675606,0.0534202009,180.819839,1,50790900000
52009881601051,53.0792873,-27.4638729,25.5138997,galaxySED/Burst.25E09.02Z.spec.gz,1.19,sersic2d,0.170675606,0.0534202009,180.819839,1,50790900001
52009902485531,53.2116105,-27.4581545,25.6116244,galaxySED/Burst.25E09.02Z.spec.gz,1.18,sersic2d,0.170675606,0.0534202009,180.819839,1,50790920396
52009902486555,53.2118165,-27.4581307,23.8405826,galaxySED/Burst.25E09.02Z.spec.gz,1.18,sersic2d,0.170675606,0.0534202009,180.819839,1,50790920397
53936774864923,52.9170865,-27.6096121,23.8011743,galaxySED/Const.10E10.04Z.spec.gz,3.26,sersic2d,0.551516116,0.479021996,238.196243,1,52672631704
53936774865947,52.9174667,-27.6094442,25.2639717,galaxySED/Const.10E10.04Z.spec.gz,3.26,sersic2d,0.551516116,0.479021996,238.196243,1,52672631705
54727703228443,52.8337643,-27.5324791,22.8366981,galaxySED/Inst.10E07.02Z.spec.gz,1.92,sersic2d,0.109472603,0.0266315993,314.37265,1,53445022684
54727703229467,52.8339794,-27.5323415,23.3863623,galaxySED/Inst.10E07.02Z.spec.gz,1.92,sersic2d,0.109472603,0.0266315993,314.37265,1,53445022685
54727703230491,52.8336067,-27.532312,23.151944,galaxySED/Inst.10E07.02Z.spec.gz,1.92,sersic2d,0.109472603,0.0266315993,314.37265,1,53445022686
54727703231515,52.833789,-27.5321396,23.0688519,galaxySED/Inst.10E07.02Z.spec.gz,1.92,sersic2d,0.109472603,0.0266315993,314.37265,1,53445022687
58180097388571,52.7627609,-27.3869366,23.2568985,galaxySED/Exp.40E09.04Z.spec.gz,2.2,sersic2d,0.776265502,0.570981979,160.40184,1,56816501356
58180097389595,52.7623591,-27.3868366,24.1616617,galaxySED/Exp.40E09.04Z.spec.gz,2.2,sersic2d,0.776265502,0.570981979,160.40184,1,56816501357
58180097390619,52.762744,-27.3866447,23.3293571,galaxySED/Exp.40E09.04Z.spec.gz,2.2,sersic2d,0.776265502,0.570981979,160.40184,1,56816501358
58180097391643,52.7624475,-27.3865053,23.1771954,galaxySED/Exp.40E09.04Z.spec.gz,2.2,sersic2d,0.776265502,0.570981979,160.40184,1,56816501359
58574173376539,53.1367052,-27.5592733,25.7058659,galaxySED/Inst.40E09.04Z.spec.gz,1.03,sersic2d,0.183526397,0.119431898,195.523224,1,57201341188
58574173377563,53.1367903,-27.5591194,27.0195196,galaxySED/Inst.40E09.04Z.spec.gz,1.03,sersic2d,0.183526397,0.119431898,195.523224,1,57201341189
58767105159195,53.2414353,-27.4289329,24.345091,galaxySED/Burst.16E09.02Z.spec.gz,1.04,sersic2d,0.133633003,0.0409150012,322.922668,1,57389751132
58767105160219,53.241715,-27.4289062,24.0841502,galaxySED/Burst.16E09.02Z.spec.gz,1.04,sersic2d,0.133633003,0.0409150012,322.922668,1,57389751133
58770473316379,52.8953245,-27.4532626,24.4248622,galaxySED/Inst.16E09.02Z.spec.gz,0.82,sersic2d,0.851511121,0.374435693,166.276337,1,57393040348
58770473317403,52.8954763,-27.4533147,26.161521,galaxySED/Inst.16E09.02Z.spec.gz,0.82,sersic2d,0.851511121,0.374435693,166.276337,1,57393040349
60880743206939,52.8434911,-27.5262052,24.2460369,galaxySED/Exp.25E09.1Z.spec.gz,2.47,sersic2d,0.240400895,0.171986297,85.7557602,1,59453850788
60880743207963,52.8434977,-27.5260616,24.6292665,galaxySED/Exp.25E09.1Z.spec.gz,2.47,sersic2d,0.240400895,0.171986297,85.7557602,1,59453850789
60880743208987,52.8437769,-27.5257632,24.7892839,galaxySED/Exp.25E09.1Z.spec.gz,2.47,sersic2d,0.240400895,0.171986297,85.7557602,1,59453850790
60880743210011,52.8439532,-27.5261572,27.5810219,galaxySED/Exp.25E09.1Z.spec.gz,2.47,sersic2d,0.240400895,0.171986297,85.7557602,1,59453850791
61163551825947,52.7339755,-27.5230451,21.9794249,galaxySED/Exp.50E09.04Z.spec.gz,2.26,sersic2d,1.20653498,0.942396104,260.093018,1,59730031080
61163551826971,52.7336224,-27.5221193,21.2285216,galaxySED/Exp.50E09.04Z.spec.gz,2.26,sersic2d,1.20653498,0.942396104,260.093018,1,59730031081
63041474859035,52.9421864,-27.5903819,24.006554,galaxySED/Inst.20E09.02Z.spec.gz,1.14,sersic2d,0.125662997,0.049501799,125.571777,1,61563940292
63041474860059,52.9425334,-27.5903708,24.6437833,galaxySED/Inst.20E09.02Z.spec.gz,1.14,sersic2d,0.125662997,0.049501799,125.571777,1,61563940293
64003052765211,52.9605547,-27.4866156,24.3485776,galaxySED/Inst.12E09.02Z.spec.gz,1.15,sersic2d,0.135793194,0.0583462007,17.5461216,1,62502981216
64003052766235,52.9604169,-27.4862952,23.7706919,galaxySED/Inst.12E09.02Z.spec.gz,1.15,sersic2d,0.135793194,0.0583462007,17.5461216,1,62502981217
65451141750811,52.7732829,-27.4222186,24.5116272,galaxySED/Inst.80E08.25Z.spec.gz,1.07,sersic2d,0.0482812002,0.0108171999,346.478119,1,63917130616
65451141751835,52.7726836,-27.4220677,23.8814196,galaxySED/Inst.80E08.25Z.spec.gz,1.07,sersic2d,0.0482812002,0.0108171999,346.478119,1,63917130617
65746883047451,52.8939367,-27.1671666,22.2282448,galaxySED/Const.12E10.25Z.spec.gz,1.56,sersic2d,0.273290187,0.0612109005,44.5646858,1,64205940476
65746883048475,52.8945226,-27.1667937,22.3980499,galaxySED/Const.12E10.25Z.spec.gz,1.56,sersic2d,0.273290187,0.0612109005,44.5646858,1,64205940477
65842239094811,52.8610912,-27.6138449,23.4210983,galaxySED/Const.12E10.25Z.spec.gz,2.03,sersic2d,0.393133998,0.0899413005,140.359299,1,64299061616
65842239095835,52.8612512,-27.613671,23.0709323,galaxySED/Const.12E10.25Z.spec.gz,2.03,sersic2d,0.393133998,0.0899413005,140.359299,1,64299061617
70827715072027,53.1669523,-27.6841988,24.9172742,galaxySED/Inst.10E07.02Z.spec.gz,2.2,sersic2d,0.109590501,0.0267737992,143.741257,1,69167690500
70827715073051,53.1667263,-27.6843414,27.3815279,galaxySED/Inst.10E07.02Z.spec.gz,2.2,sersic2d,0.109590501,0.0267737992,143.741257,1,69167690501
74022032519195,53.2171049,-27.2612215,23.7953207,galaxySED/Inst.20E09.04Z.spec.gz,1.04,sersic2d,0.0981658027,0.0260837004,139.329224,1,72287141132
74022032520219,53.2173841,-27.2611947,23.5343798,galaxySED/Inst.20E09.04Z.spec.gz,1.04,sersic2d,0.0981658027,0.0260837004,139.329224,1,72287141133
76910859014171,53.0006777,-27.5937706,26.3323249,galaxySED/Burst.32E09.04Z.spec.gz,1.35,sersic2d,0.117625304,0.0719038993,130.199203,1,75108260756
76910859015195,53.0008202,-27.5933796,25.5475264,galaxySED/Burst.32E09.04Z.spec.gz,1.35,sersic2d,0.117625304,0.0719038993,130.199203,1,75108260757
80809095868443,52.7680946,-27.4306433,23.3202891,galaxySED/Inst.12E09.1Z.spec.gz,1.92,sersic2d,0.170466006,0.0434643999,72.588768,1,78915132684
80809095869467,52.7683096,-27.4305057,23.8699533,galaxySED/Inst.12E09.1Z.spec.gz,1.92,sersic2d,0.170466006,0.0434643999,72.588768,1,78915132685
80809095870491,52.7679373,-27.4304762,23.6355351,galaxySED/Inst.12E09.1Z.spec.gz,1.92,sersic2d,0.170466006,0.0434643999,72.588768,1,78915132686
80809095871515,52.7681193,-27.4303038,23.5524429,galaxySED/Inst.12E09.1Z.spec.gz,1.92,sersic2d,0.170466006,0.0434643999,72.588768,1,78915132687
81032049954843,52.8485729,-27.3925292,26.0364762,galaxySED/Inst.25E09.02Z.spec.gz,1.1,sersic2d,0.398292512,0.179455698,27.7912006,1,79132861284
81032049955867,52.8484183,-27.3924404,23.965202,galaxySED/Inst.25E09.02Z.spec.gz,1.1,sersic2d,0.398292512,0.179455698,27.7912006,1,79132861285
84516424925211,53.1804602,-27.6727455,26.5014268,galaxySED/Inst.40E09.04Z.spec.gz,1.15,sersic2d,0.212520793,0.171124205,297.69162,1,82535571216
84516424926235,53.1803222,-27.6724251,25.9235411,galaxySED/Inst.40E09.04Z.spec.gz,1.15,sersic2d,0.212520793,0.171124205,297.69162,1,82535571217
86215045607451,52.8240499,-27.3028846,22.8872357,galaxySED/Burst.20E09.02Z.spec.gz,1.56,sersic2d,1.05027568,0.635633707,159.564774,1,84194380476
86215045608475,52.8246365,-27.3025117,23.0570408,galaxySED/Burst.20E09.02Z.spec.gz,1.56,sersic2d,1.05027568,0.635633707,159.564774,1,84194380477
86513675137051,52.7469724,-27.3665338,24.5123458,galaxySED/Exp.32E09.25Z.spec.gz,2.71,sersic2d,0.485343486,0.391526192,303.021027,1,84486010876
86513675138075,52.7476414,-27.366475,26.9864289,galaxySED/Exp.32E09.25Z.spec.gz,2.71,sersic2d,0.485343486,0.391526192,303.021027,1,84486010877
86846495658011,53.2809651,-27.4738899,25.3230167,galaxySED/Inst.20E09.02Z.spec.gz,1.12,sersic2d,0.163594201,0.0655999035,311.780731,1,84811030916
86846495659035,53.2806799,-27.4737835,24.2389564,galaxySED/Inst.20E09.02Z.spec.gz,1.12,sersic2d,0.163594201,0.0655999035,311.780731,1,84811030917
87042027900955,53.0994583,-27.6185682,23.9716067,galaxySED/Inst.20E09.02Z.spec.gz,1.27,sersic2d,0.193010494,0.0779848024,124.7771,1,85001980372
87042027901979,53.0996486,-27.6181742,23.5290505,galaxySED/Inst.20E09.02Z.spec.gz,1.27,sersic2d,0.193010494,0.0779848024,124.7771,1,85001980373
93994936901659,53.0623962,-27.666396,23.8455699,galaxySED/Exp.62E09.04Z.spec.gz,2.08,sersic2d,0.954802573,0.84866327,93.2077255,1,91791930568
93994936902683,53.0624197,-27.6657533,24.1447997,galaxySED/Exp.62E09.04Z.spec.gz,2.08,sersic2d,0.954802573,0.84866327,93.2077255,1,91791930569
98547385360411,53.1896832,-27.6305711,23.7807334,galaxySED/Exp.50E09.04Z.spec.gz,2.3,sersic2d,2.1662221,1.64460945,323.481781,1,96237681016
98547385361435,53.1897586,-27.6301194,24.1409457,galaxySED/Exp.50E09.04Z.spec.gz,2.3,sersic2d,2.1662221,1.64460945,323.481781,1,96237681017
100207012376603,52.7856041,-27.5256948,24.027786,galaxySED/Burst.20E09.02Z.spec.gz,1.75,sersic2d,0.207349107,0.145130605,7.85044384,1,97858410524
100207012377627,52.7853012,-27.5253633,24.4769526,galaxySED/Burst.20E09.02Z.spec.gz,1.75,sersic2d,0.207349107,0.145130605,7.85044384,1,97858410525
100653661409307,53.1656185,-27.3479515,28.9119544,galaxySED/Inst.64E08.04Z.spec.gz,1.33,sersic2d,0.176680595,0.107441001,76.0910263,1,98294591220
100653661410331,53.1653897,-27.3477455,27.5923037,galaxySED/Inst.64E08.04Z.spec.gz,1.33,sersic2d,0.176680595,0.107441001,76.0910263,1,98294591221
105381511102491,53.2362989,-27.2906306,24.712956,galaxySED/Burst.20E09.02Z.spec.gz,1.33,sersic2d,0.151755497,0.0593298003,322.694702,1,102911631936
105381511103515,53.2363572,-27.2907608,26.9018938,galaxySED/Burst.20E09.02Z.spec.gz,1.33,sersic2d,0.151755497,0.0593298003,322.694702,1,102911631937
113571882065947,53.2953609,-27.5927551,24.0175356,galaxySED/Inst.80E08.25Z.spec.gz,2.26,sersic2d,0.0916119963,0.0214875992,257.673584,1,110910041080
113571882066971,53.2950076,-27.5918294,23.2666324,galaxySED/Inst.80E08.25Z.spec.gz,2.26,sersic2d,0.0916119963,0.0214875992,257.673584,1,110910041081
117943224807451,52.9928532,-27.1648455,23.1101151,galaxySED/Inst.16E09.02Z.spec.gz,1.56,sersic2d,0.240181103,0.106851302,145.270004,1,115178930476
117943224808475,52.9934391,-27.1644725,23.2799202,galaxySED/Inst.16E09.02Z.spec.gz,1.56,sersic2d,0.240181103,0.106851302,145.270004,1,115178930477
118077942751259,53.3431386,-27.4022013,25.7369407,galaxySED/Burst.20E09.02Z.spec.gz,1.56,sersic2d,1.35022104,1.11582875,16.6416073,1,115310490968
118077942752283,53.3429091,-27.4019024,25.4438976,galaxySED/Burst.20E09.02Z.spec.gz,1.56,sersic2d,1.35022104,1.11582875,16.6416073,1,115310490969
118166131359771,52.8012838,-27.6225081,26.2384179,galaxySED/Inst.50E07.02Z.spec.gz,5.41,sersic2d,0.301010609,0.132155105,162.995941,1,115396612656
118166131360795,52.8012429,-27.6220325,26.1337104,galaxySED/Inst.50E07.02Z.spec.gz,5.41,sersic2d,0.301010609,0.132155105,162.995941,1,115396612657
120004701134875,53.0796902,-27.183509,25.0813955,galaxySED/Burst.25E09.02Z.spec.gz,1.37,sersic2d,0.150502905,0.0556425005,26.6550922,1,117192090952
120004701135899,53.0795567,-27.1832497,24.2642687,galaxySED/Burst.25E09.02Z.spec.gz,1.37,sersic2d,0.150502905,0.0556425005,26.6550922,1,117192090953
121187370528795,53.3192001,-27.4752733,25.9948201,galaxySED/Const.12E10.25Z.spec.gz,4.52,sersic2d,0.264971614,0.197334602,65.8273087,1,118347041532
121187370529819,53.3186812,-27.4750077,25.9790065,galaxySED/Const.12E10.25Z.spec.gz,4.52,sersic2d,0.264971614,0.197334602,65.8273087,1,118347041533
121187370530843,53.3195411,-27.4749129,25.654894,galaxySED/Const.12E10.25Z.spec.gz,4.52,sersic2d,0.264971614,0.197334602,65.8273087,1,118347041534
121187370531867,53.3191436,-27.474572,26.2819321,galaxySED/Const.12E10.25Z.spec.gz,4.52,sersic2d,0.264971614,0.197334602,65.8273087,1,118347041535
124536136908827,53.0143319,-27.3829351,25.4674821,galaxySED/Inst.10E09.04Z.spec.gz,1.58,sersic2d,1.09513605,0.576124728,40.9156265,1,121617321200
124536136909851,53.014806,-27.3826814,24.9193253,galaxySED/Inst.10E09.04Z.spec.gz,1.58,sersic2d,1.09513605,0.576124728,40.9156265,1,121617321201
124710073589787,53.194787,-27.3572952,25.0821483,galaxySED/Exp.40E09.25Z.spec.gz,3.35,sersic2d,0.343372792,0.263185292,345.67746,1,121787181240
124710073590811,53.1946598,-27.3571124,25.5105425,galaxySED/Exp.40E09.25Z.spec.gz,3.35,sersic2d,0.343372792,0.263185292,345.67746,1,121787181241
124710073591835,53.1942325,-27.3569597,25.4094151,galaxySED/Exp.40E09.25Z.spec.gz,3.35,sersic2d,0.343372792,0.263185292,345.67746,1,121787181242
124710073592859,53.1943026,-27.3574174,28.4308212,galaxySED/Exp.40E09.25Z.spec.gz,3.35,sersic2d,0.343372792,0.263185292,345.67746,1,121787181243
126159751606299,53.1948845,-27.6142412,24.9529042,galaxySED/Burst.25E09.02Z.spec.gz,1.46,sersic2d,0.148815706,0.0496142991,19.6809139,1,123202882428
126159751607323,53.1950447,-27.6142175,25.9681837,galaxySED/Burst.25E09.02Z.spec.gz,1.46,sersic2d,0.148815706,0.0496142991,19.6809139,1,123202882429
131172321755163,53.2628789,-27.2784687,26.1353888,galaxySED/Inst.16E09.1Z.spec.gz,1.31,sersic2d,0.115072697,0.028864,242.254486,1,128097970464
131172321756187,53.2635624,-27.2783271,24.229934,galaxySED/Inst.16E09.1Z.spec.gz,1.31,sersic2d,0.115072697,0.028864,242.254486,1,128097970465
