galid,ra,dec,mag,sed_name,z,catsim_id,twinkles_system,twinkles_img_num
49492941434908,52.8094822,-27.6646693,23.5036335,agnSED/agn.spec.gz,0.86,48332950620,155,0
49492941435932,52.8087956,-27.6645832,23.0003455,agnSED/agn.spec.gz,0.86,48332950621,155,1
49492941436956,52.8093595,-27.6641888,21.2159533,agnSED/agn.spec.gz,0.86,48332950622,155,2
49492941437980,52.8094615,-27.664226,21.0813754,agnSED/agn.spec.gz,0.86,48332950623,155,3
50908621512732,53.0985004,-27.6242029,23.6314313,agnSED/agn.spec.gz,1.64,49715450696,174,0
50908621513756,53.0980287,-27.6242919,23.1892393,agnSED/agn.spec.gz,1.64,49715450697,174,1
51454915465244,53.3363719,-27.5094984,19.9802268,agnSED/agn.spec.gz,1.69,50248940884,221,0
51454915466268,53.3364299,-27.5092471,22.2257737,agnSED/agn.spec.gz,1.69,50248940885,221,1
51454966525980,52.8961664,-27.1652463,19.1285339,agnSED/agn.spec.gz,2.26,50248990748,187,0
51454966527004,52.8960024,-27.1649161,20.6719194,agnSED/agn.spec.gz,2.26,50248990749,187,1
52009881600028,53.0788417,-27.4636998,22.2363481,agnSED/agn.spec.gz,1.19,50790900000,0,0
52009881601052,53.0792873,-27.4638729,23.604352,agnSED/agn.spec.gz,1.19,50790900001,0,1
52009902485532,53.2116105,-27.4581545,23.6366891,agnSED/agn.spec.gz,1.18,50790920396,99,0
52009902486556,53.2118165,-27.4581307,21.8246938,agnSED/agn.spec.gz,1.18,50790920397,99,1
53936774864924,52.9170865,-27.6096121,22.3730906,agnSED/agn.spec.gz,3.26,52672631704,426,0
53936774865948,52.9174667,-27.6094442,23.8517924,agnSED/agn.spec.gz,3.26,52672631705,426,1
54727703228444,52.8337643,-27.5324791,23.1312112,agnSED/agn.spec.gz,1.92,53445022684,671,0
54727703229468,52.8339794,-27.5323415,23.7232154,agnSED/agn.spec.gz,1.92,53445022685,671,1
54727703230492,52.8336067,-27.532312,23.4366521,agnSED/agn.spec.gz,1.92,53445022686,671,2
54727703231516,52.833789,-27.5321396,23.3408856,agnSED/agn.spec.gz,1.92,53445022687,671,3
58180097388572,52.7627609,-27.3869366,23.4603578,agnSED/agn.spec.gz,2.2,56816501356,339,0
58180097389596,52.7623591,-27.3868366,24.41589,agnSED/agn.spec.gz,2.2,56816501357,339,1
58180097390620,52.762744,-27.3866447,23.5799733,agnSED/agn.spec.gz,2.2,56816501358,339,2
58180097391644,52.7624475,-27.3865053,23.4104867,agnSED/agn.spec.gz,2.2,56816501359,339,3
58574173376540,53.1367052,-27.5592733,19.5858554,agnSED/agn.spec.gz,1.03,57201341188,297,0
58574173377564,53.1367903,-27.5591194,20.9873137,agnSED/agn.spec.gz,1.03,57201341189,297,1
58767105159196,53.2414353,-27.4289329,22.4049415,agnSED/agn.spec.gz,1.04,57389751132,283,0
58767105160220,53.241715,-27.4289062,22.1602117,agnSED/agn.spec.gz,1.04,57389751133,283,1
58770473316380,52.8953245,-27.4532626,20.9286956,agnSED/agn.spec.gz,0.82,57393040348,87,0
58770473317404,52.8954763,-27.4533147,22.6834475,agnSED/agn.spec.gz,0.82,57393040349,87,1
60880743206940,52.8434911,-27.5262052,23.2606191,agnSED/agn.spec.gz,2.47,59453850788,197,0
60880743207964,52.8434977,-27.5260616,23.6436932,agnSED/agn.spec.gz,2.47,59453850789,197,1
60880743208988,52.8437769,-27.5257632,23.8033464,agnSED/agn.spec.gz,2.47,59453850790,197,2
60880743210012,52.8439532,-27.5261572,26.4510324,agnSED/agn.spec.gz,2.47,59453850791,197,3
61163551825948,52.7339755,-27.5230451,23.4792241,agnSED/agn.spec.gz,2.26,59730031080,270,0
61163551826972,52.7336224,-27.5221193,22.6159309,agnSED/agn.spec.gz,2.26,59730031081,270,1
63041474859036,52.9421864,-27.5903819,22.8874305,agnSED/agn.spec.gz,1.14,61563940292,73,0
63041474860060,52.9425334,-27.5903708,23.5432027,agnSED/agn.spec.gz,1.14,61563940293,73,1
64003052765212,52.9605547,-27.4866156,22.9591237,agnSED/agn.spec.gz,1.15,62502981216,304,0
64003052766236,52.9604169,-27.4862952,22.4024589,agnSED/agn.spec.gz,1.15,62502981217,304,1
65451141750812,52.7732829,-27.4222186,21.7881,agnSED/agn.spec.gz,1.07,63917130616,154,0
65451141751836,52.7726836,-27.4220677,21.0470555,agnSED/agn.spec.gz,1.07,63917130617,154,1
65746883047452,52.8939367,-27.1671666,22.7864488,agnSED/agn.spec.gz,1.56,64205940476,119,0
65746883048476,52.8945226,-27.1667937,22.7709551,agnSED/agn.spec.gz,1.56,64205940477,119,1
65842239094812,52.8610912,-27.6138449,23.3585262,agnSED/agn.spec.gz,2.03,64299061616,404,0
65842239095836,52.8612512,-27.613671,22.9947842,agnSED/agn.spec.gz,2.03,64299061617,404,1
70827715072028,53.1669523,-27.6841988,21.0725719,agnSED/agn.spec.gz,2.2,69167690500,125,0
70827715073052,53.1667263,-27.6843414,23.4836061,agnSED/agn.spec.gz,2.2,69167690501,125,1
74022032519196,53.2171049,-27.2612215,22.456302,agnSED/agn.spec.gz,1.04,72287141132,283,0
74022032520220,53.2173841,-27.2611947,22.2420073,agnSED/agn.spec.gz,1.04,72287141133,283,1
76910859014172,53.0006777,-27.5937706,21.7959255,agnSED/agn.spec.gz,1.35,75108260756,189,0
76910859015196,53.0008202,-27.5933796,21.0753962,agnSED/agn.spec.gz,1.35,75108260757,189,1
80809095868444,52.7680946,-27.4306433,22.821733,agnSED/agn.spec.gz,1.92,78915132684,671,0
80809095869468,52.7683096,-27.4305057,23.3036213,agnSED/agn.spec.gz,1.92,78915132685,671,1
80809095870492,52.7679373,-27.4304762,23.1232669,agnSED/agn.spec.gz,1.92,78915132686,671,2
80809095871516,52.7681193,-27.4303038,23.0593747,agnSED/agn.spec.gz,1.92,78915132687,671,3
81032049954844,52.8485729,-27.3925292,21.802242,agnSED/agn.spec.gz,1.1,79132861284,321,0
81032049955868,52.8484183,-27.3924404,19.7810834,agnSED/agn.spec.gz,1.1,79132861285,321,1
84516424925212,53.1804602,-27.6727455,22.6014109,agnSED/agn.spec.gz,1.15,82535571216,304,0
84516424926236,53.1803222,-27.6724251,22.1113524,agnSED/agn.spec.gz,1.15,82535571217,304,1
86215045607452,52.8240499,-27.3028846,23.7159182,agnSED/agn.spec.gz,1.56,84194380476,119,0
86215045608476,52.8246365,-27.3025117,23.84163,agnSED/agn.spec.gz,1.56,84194380477,119,1
86513675137052,52.7469724,-27.3665338,21.186519,agnSED/agn.spec.gz,2.71,84486010876,219,0
86513675138076,52.7476414,-27.366475,23.6798079,agnSED/agn.spec.gz,2.71,84486010877,219,1
86846495658012,53.2809651,-27.4738899,20.8331468,agnSED/agn.spec.gz,1.12,84811030916,229,0
86846495659036,53.2806799,-27.4737835,19.7252128,agnSED/agn.spec.gz,1.12,84811030917,229,1
87042027900956,53.0994583,-27.6185682,21.8561956,agnSED/agn.spec.gz,1.27,85001980372,93,0
87042027901980,53.0996486,-27.6181742,21.3695608,agnSED/agn.spec.gz,1.27,85001980373,93,1
93994936901660,53.0623962,-27.666396,21.9749049,agnSED/agn.spec.gz,2.08,91791930568,142,0
93994936902684,53.0624197,-27.6657533,22.1821581,agnSED/agn.spec.gz,2.08,91791930569,142,1
98547385360412,53.1896832,-27.6305711,23.3300876,agnSED/agn.spec.gz,2.3,96237681016,254,0
98547385361436,53.1897586,-27.6301194,23.6485127,agnSED/agn.spec.gz,2.3,96237681017,254,1
100207012376604,52.7856041,-27.5256948,22.7594625,agnSED/agn.spec.gz,1.75,97858410524,131,0
100207012377628,52.7853012,-27.5253633,23.2464762,agnSED/agn.spec.gz,1.75,97858410525,131,1
100653661409308,53.1656185,-27.3479515,22.8608628,agnSED/agn.spec.gz,1.33,98294591220,305,0
100653661410332,53.1653897,-27.3477455,21.505179,agnSED/agn.spec.gz,1.33,98294591221,305,1
103533753765916,52.7476411,-27.597882,23.3827175,agnSED/agn.spec.gz,1.14,101107181412,353,0
103533753766940,52.7473915,-27.5977661,21.3458825,agnSED/agn.spec.gz,1.14,101107181413,353,1
103576012800028,52.9826789,-27.4376784,22.4785975,agnSED/agn.spec.gz,1.19,101148450000,0,0
103576012801052,52.9831244,-27.4378515,23.8894374,agnSED/agn.spec.gz,1.19,101148450001,0,1
105381511102492,53.2362989,-27.2906306,18.7887918,agnSED/agn.spec.gz,1.33,102911631936,484,0
105381511103516,53.2363572,-27.2907608,21.0001499,agnSED/agn.spec.gz,1.33,102911631937,484,1
113571882065948,53.2953609,-27.5927551,23.9687414,agnSED/agn.spec.gz,2.26,110910041080,270,0
113571882066972,53.2950076,-27.5918294,23.1253442,agnSED/agn.spec.gz,2.26,110910041081,270,1
117943224807452,52.9928532,-27.1648455,23.3072902,agnSED/agn.spec.gz,1.56,115178930476,119,0
117943224808476,52.9934391,-27.1644725,23.4360984,agnSED/agn.spec.gz,1.56,115178930477,119,1
118077942751260,53.3431386,-27.4022013,23.6088042,agnSED/agn.spec.gz,1.56,115310490968,242,0
118077942752284,53.3429091,-27.4019024,23.4760269,agnSED/agn.spec.gz,1.56,115310490969,242,1
118166131359772,52.8012838,-27.6225081,23.6682418,agnSED/agn.spec.gz,5.41,115396612656,664,0
118166131360796,52.8012429,-27.6220325,23.6010727,agnSED/agn.spec.gz,5.41,115396612657,664,1
119585036349468,53.216702,-27.5589454,23.5599279,agnSED/agn.spec.gz,1.44,116782262060,515,0
119585036350492,53.2166146,-27.5587592,24.0977907,agnSED/agn.spec.gz,1.44,116782262061,515,1
120004701134876,53.0796902,-27.183509,22.9841068,agnSED/agn.spec.gz,1.37,117192090952,238,0
120004701135900,53.0795567,-27.1832497,22.1698413,agnSED/agn.spec.gz,1.37,117192090953,238,1
121187370528796,53.3192001,-27.4752733,23.2589214,agnSED/agn.spec.gz,4.52,118347041532,383,0
121187370529820,53.3186812,-27.4750077,23.2413957,agnSED/agn.spec.gz,4.52,118347041533,383,1
121187370530844,53.3195411,-27.4749129,22.9203642,agnSED/agn.spec.gz,4.52,118347041534,383,2
121187370531868,53.3191436,-27.474572,23.527767,agnSED/agn.spec.gz,4.52,118347041535,383,3
124536136908828,53.0143319,-27.3829351,23.6931244,agnSED/agn.spec.gz,1.58,121617321200,300,0
124536136909852,53.014806,-27.3826814,23.1307316,agnSED/agn.spec.gz,1.58,121617321201,300,1
124710073589788,53.194787,-27.3572952,22.9224498,agnSED/agn.spec.gz,3.35,121787181240,310,0
124710073590812,53.1946598,-27.3571124,23.3512253,agnSED/agn.spec.gz,3.35,121787181241,310,1
124710073591836,53.1942325,-27.3569597,23.2666096,agnSED/agn.spec.gz,3.35,121787181242,310,2
124710073592860,53.1943026,-27.3574174,26.3323566,agnSED/agn.spec.gz,3.35,121787181243,310,3
125977406083100,53.0609413,-27.5895877,22.1025482,agnSED/agn.spec.gz,1.38,123024810628,157,0
125977406084124,53.0604934,-27.5892579,22.2449505,agnSED/agn.spec.gz,1.38,123024810629,157,1
126159751606300,53.1948845,-27.6142412,22.2740357,agnSED/agn.spec.gz,1.46,123202882428,607,0
126159751607324,53.1950447,-27.6142175,23.2151731,agnSED/agn.spec.gz,1.46,123202882429,607,1
131172321755164,53.2628789,-27.2784687,23.4846477,agnSED/agn.spec.gz,1.31,128097970464,116,0
131172321756188,53.2635624,-27.2783271,21.7213381,agnSED/agn.spec.gz,1.31,128097970465,116,1
131890463604764,52.9422243,-27.1813974,21.17365,agnSED/agn.spec.gz,1.49,128799280864,216,0
131890463605788,52.9417492,-27.181069,21.2619708,agnSED/agn.spec.gz,1.49,128799280865,216,1
131890463606812,52.9425586,-27.1808377,22.0243533,agnSED/agn.spec.gz,1.49,128799280866,216,2
131890463607836,52.9418609,-27.1805622,21.2535844,agnSED/agn.spec.gz,1.49,128799280867,216,3
132935998562332,53.0330959,-27.1522864,22.6670538,agnSED/agn.spec.gz,1.57,129820311096,274,0
132935998563356,53.0331741,-27.151746,23.4851093,agnSED/agn.spec.gz,1.57,129820311097,274,1
133211127869468,53.1203976,-27.6698545,23.0527888,agnSED/agn.spec.gz,1.44,130088992060,515,0
133211127870492,53.1203102,-27.6696683,23.3484915,agnSED/agn.spec.gz,1.44,130088992061,515,1
138902847549468,52.7852827,-27.4268645,23.3970902,agnSED/agn.spec.gz,1.44,135647312060,515,0
138902847550492,52.7851954,-27.4266782,23.9928347,agnSED/agn.spec.gz,1.44,135647312061,515,1
141768028647452,53.1715731,-27.1833527,23.6475847,agnSED/agn.spec.gz,1.56,138445340476,119,0
141768028648476,53.1721591,-27.1829797,23.7960722,agnSED/agn.spec.gz,1.56,138445340477,119,1
144466309607452,52.7963598,-27.2665006,23.154508,agnSED/agn.spec.gz,1.56,141080380476,119,0
144466309608476,52.7969462,-27.2661277,23.355635,agnSED/agn.spec.gz,1.56,141080380477,119,1
145443666014236,53.2277329,-27.4630247,21.398719,agnSED/agn.spec.gz,1.23,142034830092,23,0
145443666015260,53.2282383,-27.4629622,19.9787931,agnSED/agn.spec.gz,1.23,142034830093,23,1
149641298862108,52.8765057,-27.2716454,23.2640274,agnSED/agn.spec.gz,3.44,146134080920,230,0
149641298863132,52.8769532,-27.2713148,22.299811,agnSED/agn.spec.gz,3.44,146134080921,230,1
150889544654876,52.9689487,-27.6410683,22.6809728,agnSED/agn.spec.gz,1.37,147353070952,238,0
150889544655900,52.9688146,-27.640809,22.014167,agnSED/agn.spec.gz,1.37,147353070953,238,1
153965959839772,52.9364024,-27.6453783,23.7277742,agnSED/agn.spec.gz,5.41,150357382656,664,0
153965959840796,52.9363616,-27.6449027,23.5979265,agnSED/agn.spec.gz,5.41,150357382657,664,1
154985217032220,53.0681307,-27.2232235,21.2711619,agnSED/agn.spec.gz,0.89,151352751008,252,0
154985217033244,53.0682171,-27.2230592,20.580946,agnSED/agn.spec.gz,0.89,151352751009,252,1
159991399436316,53.0384911,-27.521074,20.892392,agnSED/agn.spec.gz,2.28,156241601012,253,0
159991399437340,53.0384692,-27.520632,22.4743082,agnSED/agn.spec.gz,2.28,156241601013,253,1
160945040359452,53.072219,-27.3762286,21.3449969,agnSED/agn.spec.gz,1.74,157172890976,244,0
160945040360476,53.0718745,-27.3761976,22.1115814,agnSED/agn.spec.gz,1.74,157172890977,244,1
161040025980956,52.8424002,-27.4623477,21.9540787,agnSED/agn.spec.gz,1.27,157265650372,93,0
161040025981980,52.8425902,-27.4619537,21.5178292,agnSED/agn.spec.gz,1.27,157265650373,93,1
161051556495388,53.2047783,-27.4108506,23.0731963,agnSED/agn.spec.gz,1.81,157276910640,160,0
161051556496412,53.2048957,-27.4104836,23.1062544,agnSED/agn.spec.gz,1.81,157276910641,160,1
165109474336796,52.9603994,-27.6715232,21.0439544,agnSED/agn.spec.gz,1.86,161239721032,258,0
165109474337820,52.9599331,-27.6714654,19.9898181,agnSED/agn.spec.gz,1.86,161239721033,258,1
166744771297308,52.9540771,-27.5469622,23.4491021,agnSED/agn.spec.gz,1.63,162836690720,180,0
166744771298332,52.9545314,-27.5468738,23.1454684,agnSED/agn.spec.gz,1.63,162836690721,180,1
167196550471708,52.9668738,-27.1664439,20.6144561,agnSED/agn.spec.gz,1.25,163277881320,330,0
167196550472732,52.9667474,-27.1661028,21.1958519,agnSED/agn.spec.gz,1.25,163277881321,330,1
169407695691804,53.2989966,-27.325062,23.2570911,agnSED/agn.spec.gz,2.71,165437202824,706,0
169407695692828,53.2987156,-27.3245623,24.2687944,agnSED/agn.spec.gz,2.71,165437202825,706,1
169407695693852,53.299344,-27.3247486,22.7466762,agnSED/agn.spec.gz,2.71,165437202826,706,2
169407695694876,53.2992796,-27.32447,22.7861387,agnSED/agn.spec.gz,2.71,165437202827,706,3
171688625274908,53.1149294,-27.4875321,22.7229513,agnSED/agn.spec.gz,4.68,167664673120,780,0
171688625275932,53.114747,-27.4875178,23.4544462,agnSED/agn.spec.gz,4.68,167664673121,780,1
174349292019740,52.8487044,-27.2930912,22.6249035,agnSED/agn.spec.gz,1.42,170262980488,122,0
174349292020764,52.8489654,-27.2930065,22.2856448,agnSED/agn.spec.gz,1.42,170262980489,122,1
176018904162332,53.0994411,-27.2696286,22.2879162,agnSED/agn.spec.gz,1.57,171893461096,274,0
176018904163356,53.0995194,-27.2690882,23.3770374,agnSED/agn.spec.gz,1.57,171893461097,274,1
176504803450908,52.9877243,-27.1900495,20.7160856,agnSED/agn.spec.gz,2.34,172367972120,530,0
176504803451932,52.9879461,-27.1899221,20.8285908,agnSED/agn.spec.gz,2.34,172367972121,530,1
177389578547228,53.0463631,-27.6003484,22.0557034,agnSED/agn.spec.gz,2.4,173232010300,75,0
177389578548252,53.0467837,-27.6006294,22.196589,agnSED/agn.spec.gz,2.4,173232010301,75,1
177712499732508,52.9972114,-27.6128262,23.3961081,agnSED/agn.spec.gz,2.37,173547363020,755,0
177712499733532,52.9970335,-27.6132206,21.131321,agnSED/agn.spec.gz,2.37,173547363021,755,1
177712499734556,52.9976025,-27.6131294,22.7068605,agnSED/agn.spec.gz,2.37,173547363022,755,2
177712499735580,52.9971086,-27.6132764,21.2164008,agnSED/agn.spec.gz,2.37,173547363023,755,3
177821594337308,53.1370599,-27.6597166,22.9903672,agnSED/agn.spec.gz,1.63,173653900720,180,0
177821594338332,53.1375147,-27.6596282,22.5467672,agnSED/agn.spec.gz,1.63,173653900721,180,1
178117408071708,53.0515818,-27.5091962,20.6825643,agnSED/agn.spec.gz,1.25,173942781320,330,0
178117408072732,53.0514549,-27.5088551,21.2074614,agnSED/agn.spec.gz,1.25,173942781321,330,1
178118290722844,53.0827408,-27.4320864,19.545329,agnSED/agn.spec.gz,2.73,173943643284,821,0
178118290723868,53.082916,-27.4320299,20.2862169,agnSED/agn.spec.gz,2.73,173943643285,821,1
178187275890716,52.9781375,-27.275857,22.7621159,agnSED/agn.spec.gz,3.3,174011011612,403,0
178187275891740,52.9779826,-27.275742,21.0178126,agnSED/agn.spec.gz,3.3,174011011613,403,1
178197309653020,52.765546,-27.2393009,23.4781067,agnSED/agn.spec.gz,2.01,174020810208,52,0
178197309654044,52.7660108,-27.2382918,23.315399,agnSED/agn.spec.gz,2.01,174020810209,52,1
178226780418076,53.0995474,-27.6783625,22.0937584,agnSED/agn.spec.gz,4.13,174049590252,63,0
178226780419100,53.0987005,-27.6780907,20.6718101,agnSED/agn.spec.gz,4.13,174049590253,63,1
178233396305948,53.292025,-27.5619895,23.2609912,agnSED/agn.spec.gz,2.26,174056051080,270,0
178233396306972,53.2916718,-27.5610637,22.5703849,agnSED/agn.spec.gz,2.26,174056051081,270,1
178233426133020,52.7224054,-27.2956008,23.4327246,agnSED/agn.spec.gz,2.01,174056080208,52,0
178233426134044,52.7228703,-27.2945917,23.2404203,agnSED/agn.spec.gz,2.01,174056080209,52,1
178291763413020,52.9352637,-27.4290547,23.5020602,agnSED/agn.spec.gz,2.01,174113050208,52,0
178291763414044,52.9357292,-27.4280456,23.0000705,agnSED/agn.spec.gz,2.01,174113050209,52,1
178320868311068,52.7285738,-27.3343952,23.8188849,agnSED/agn.spec.gz,4.13,174141472960,740,0
178320868312092,52.7283966,-27.3346808,22.7107152,agnSED/agn.spec.gz,4.13,174141472961,740,1
178345718829084,53.0116475,-27.5605428,22.2583156,agnSED/agn.spec.gz,1.76,174165741044,261,0
178345718830108,53.0113934,-27.5608946,21.0034014,agnSED/agn.spec.gz,1.76,174165741045,261,1
178353685905436,53.0156458,-27.3640977,18.9425294,agnSED/agn.spec.gz,1.87,174173521392,348,0
178353685906460,53.0151847,-27.3641381,20.7589515,agnSED/agn.spec.gz,1.87,174173521393,348,1
178373039185948,53.3131392,-27.3920663,23.4920929,agnSED/agn.spec.gz,2.26,174192421080,270,0
178373039186972,53.3127865,-27.3911405,22.7119255,agnSED/agn.spec.gz,2.26,174192421081,270,1
178409524486172,53.0439173,-27.6210008,21.1319588,agnSED/agn.spec.gz,2.47,174228051256,314,0
178409524487196,53.0436152,-27.6206508,21.4155257,agnSED/agn.spec.gz,2.47,174228051257,314,1
178446623199260,52.7593869,-27.3684755,22.9356143,agnSED/agn.spec.gz,2.39,174264280468,117,0
178446623200284,52.7584175,-27.368767,21.5413199,agnSED/agn.spec.gz,2.39,174264280469,117,1
178446665371676,53.1696124,-27.3927103,24.7713193,agnSED/agn.spec.gz,2.45,174264321652,413,0
178446665372700,53.1700175,-27.3925962,23.7500036,agnSED/agn.spec.gz,2.45,174264321653,413,1
178446665373724,53.1695104,-27.3924231,23.0541967,agnSED/agn.spec.gz,2.45,174264321654,413,2
178446665374748,53.1696926,-27.3923722,23.4396451,agnSED/agn.spec.gz,2.45,174264321655,413,3
