galid,ra,dec,mag,sed_name,z,catsim_id,twinkles_system,twinkles_img_num
13159835463708,53.2124703,-27.3367656,21.8113983,agnSED/agn.spec.gz,1.92,12851401820,455,0
13159835464732,53.2121765,-27.3366349,21.4997231,agnSED/agn.spec.gz,1.92,12851401821,455,1
13159835465756,53.2127649,-27.3364613,21.7922632,agnSED/agn.spec.gz,1.92,12851401822,455,2
13159835466780,53.2123648,-27.3363118,22.0410175,agnSED/agn.spec.gz,1.92,12851401823,455,3
13205637955612,52.7950123,-27.2506158,21.6285586,agnSED/agn.spec.gz,1.44,12896130816,204,0
13205637956636,52.7953882,-27.2504179,22.3059476,agnSED/agn.spec.gz,1.44,12896130817,204,1
13205637957660,52.7948519,-27.2503984,21.8509154,agnSED/agn.spec.gz,1.44,12896130818,204,2
13205637958684,52.7951208,-27.2501246,21.7912335,agnSED/agn.spec.gz,1.44,12896130819,204,3
13214803370012,53.02945,-27.5051659,20.9656159,agnSED/agn.spec.gz,1.84,12905081416,354,0
13214803371036,53.0291448,-27.5050132,23.1949544,agnSED/agn.spec.gz,1.84,12905081417,354,1
13740514000924,52.7482408,-27.2624587,22.8123368,agnSED/agn.spec.gz,0.74,13418470704,176,0
13740514001948,52.7478898,-27.2622833,23.5652046,agnSED/agn.spec.gz,0.74,13418470705,176,1
14512602247196,53.1660325,-27.1960132,22.1796341,agnSED/agn.spec.gz,2.06,14172463132,783,0
14512602248220,53.1661922,-27.1959648,21.3111388,agnSED/agn.spec.gz,2.06,14172463133,783,1
15328051519516,52.8864965,-27.6640706,22.014533,agnSED/agn.spec.gz,1.97,14968800312,78,0
15328051520540,52.8861092,-27.663752,21.1223112,agnSED/agn.spec.gz,1.97,14968800313,78,1
15513426296860,52.9117146,-27.265693,21.6669281,agnSED/agn.spec.gz,1.18,15149830368,92,0
15513426297884,52.9117476,-27.2651644,21.2145759,agnSED/agn.spec.gz,1.18,15149830369,92,1
15629179510812,52.786899,-27.6348829,21.4465157,agnSED/agn.spec.gz,1.07,15262870616,154,0
15629179511836,52.7862986,-27.634732,20.5760088,agnSED/agn.spec.gz,1.07,15262870617,154,1
15649466429468,53.25937,-27.3407359,22.8460333,agnSED/agn.spec.gz,1.44,15282682060,515,0
15649466430492,53.2592827,-27.3405497,23.4131657,agnSED/agn.spec.gz,1.44,15282682061,515,1
16800471343132,52.7808836,-27.4346371,22.2940175,agnSED/agn.spec.gz,0.66,16406710296,74,0
16800471344156,52.7811827,-27.4345161,21.8000386,agnSED/agn.spec.gz,0.66,16406710297,74,1
18375711395868,53.1097819,-27.5598711,21.1179559,agnSED/agn.spec.gz,1.34,17945030660,165,0
18375711396892,53.1097261,-27.5594877,21.1686712,agnSED/agn.spec.gz,1.34,17945030661,165,1
18375732842524,52.7998809,-27.5616703,22.1813433,agnSED/agn.spec.gz,1.57,17945051604,401,0
18375732843548,52.7999338,-27.561528,23.1724688,agnSED/agn.spec.gz,1.57,17945051605,401,1
19624450109468,52.8231637,-27.2808257,23.6754754,agnSED/agn.spec.gz,1.44,19164502060,515,0
19624450110492,52.8230765,-27.2806395,23.8132668,agnSED/agn.spec.gz,1.44,19164502061,515,1
19946035519516,53.2418519,-27.2262327,22.2121083,agnSED/agn.spec.gz,1.97,19478550312,78,0
19946035520540,53.2414662,-27.2259142,21.3628457,agnSED/agn.spec.gz,1.97,19478550313,78,1
20034993156124,53.1669477,-27.7040227,23.0913661,agnSED/agn.spec.gz,2.41,19565423004,751,0
20034993157148,53.1670815,-27.7038725,23.2199159,agnSED/agn.spec.gz,2.41,19565423005,751,1
21586831884316,52.748133,-27.2627354,23.4456196,agnSED/agn.spec.gz,0.62,21080890512,128,0
21586831885340,52.7481669,-27.2625031,24.1988847,agnSED/agn.spec.gz,0.62,21080890513,128,1
21686651007004,53.1730852,-27.6695706,22.6437719,agnSED/agn.spec.gz,0.62,21178370124,31,0
21686651008028,53.1737753,-27.6692837,22.3520461,agnSED/agn.spec.gz,0.62,21178370125,31,1
21686651009052,53.1738046,-27.6689698,21.951444,agnSED/agn.spec.gz,0.62,21178370126,31,2
21686651010076,53.1731629,-27.6688727,23.3756827,agnSED/agn.spec.gz,0.62,21178370127,31,3
21758535790620,52.9198149,-27.4274938,20.9295595,agnSED/agn.spec.gz,1.54,21248570108,27,0
21758535791644,52.9203405,-27.4266615,19.3096617,agnSED/agn.spec.gz,1.54,21248570109,27,1
22156258639900,53.1460122,-27.2192781,23.2384038,agnSED/agn.spec.gz,1.57,21636971328,332,0
22156258640924,53.1458446,-27.2189988,23.6257691,agnSED/agn.spec.gz,1.57,21636971329,332,1
22832322617372,52.9596881,-27.6572985,18.5882669,agnSED/agn.spec.gz,1.33,22297190056,14,0
22832322618396,52.9600556,-27.6574034,20.3990107,agnSED/agn.spec.gz,1.33,22297190057,14,1
23078698098716,53.0247248,-27.6721281,20.9672675,agnSED/agn.spec.gz,1.59,22537791112,278,0
23078698099740,53.0248675,-27.6719005,21.1003037,agnSED/agn.spec.gz,1.59,22537791113,278,1
23265218875420,52.7495784,-27.3058894,20.5085828,agnSED/agn.spec.gz,1.52,22719940308,77,0
23265218876444,52.7490044,-27.3056906,21.5205232,agnSED/agn.spec.gz,1.52,22719940309,77,1
23333130735644,52.7329208,-27.5509202,21.4727172,agnSED/agn.spec.gz,3.73,22786260484,121,0
23333130736668,52.7326809,-27.5506327,21.1013879,agnSED/agn.spec.gz,3.73,22786260485,121,1
23753135505436,52.977583,-27.628391,18.8114044,agnSED/agn.spec.gz,1.87,23196421392,348,0
23753135506460,52.9771207,-27.6284314,20.7016775,agnSED/agn.spec.gz,1.87,23196421393,348,1
24537958580252,52.7100535,-27.4027876,20.3820432,agnSED/agn.spec.gz,0.8,23962850176,44,0
24537958581276,52.7102773,-27.4025105,22.7519229,agnSED/agn.spec.gz,0.8,23962850177,44,1
25132237119516,53.2581411,-27.2386339,22.3114381,agnSED/agn.spec.gz,1.97,24543200312,78,0
25132237120540,53.2577553,-27.2383154,21.4122358,agnSED/agn.spec.gz,1.97,24543200313,78,1
25553121636380,53.0851346,-27.1483034,21.258689,agnSED/agn.spec.gz,0.82,24954220348,87,0
25553121637404,53.085286,-27.1483555,23.0105001,agnSED/agn.spec.gz,0.82,24954220349,87,1
25751247556636,53.3081794,-27.322195,23.9447598,agnSED/agn.spec.gz,2.06,25147702692,673,0
25751247557660,53.3083865,-27.3222627,23.5666298,agnSED/agn.spec.gz,2.06,25147702693,673,1
25753336651804,53.0164079,-27.2841411,23.3486084,agnSED/agn.spec.gz,2.71,25149742824,706,0
25753336652828,53.016127,-27.2836414,23.9271454,agnSED/agn.spec.gz,2.71,25149742825,706,1
25753336653852,53.0167552,-27.2838277,22.6985494,agnSED/agn.spec.gz,2.71,25149742826,706,2
25753336654876,53.0166908,-27.2835491,22.7865825,agnSED/agn.spec.gz,2.71,25149742827,706,3
26111785263132,53.1729911,-27.5814134,21.6442809,agnSED/agn.spec.gz,0.66,25499790296,74,0
26111785264156,53.1732907,-27.5812924,21.3210213,agnSED/agn.spec.gz,0.66,25499790297,74,1
26652744515612,53.0652662,-27.5867107,22.2252564,agnSED/agn.spec.gz,1.44,26028070816,204,0
26652744516636,53.0656432,-27.5865129,22.9363142,agnSED/agn.spec.gz,1.44,26028070817,204,1
26652744517660,53.0651053,-27.5864933,22.4463368,agnSED/agn.spec.gz,1.44,26028070818,204,2
26652744518684,53.0653751,-27.5862195,22.3895052,agnSED/agn.spec.gz,1.44,26028070819,204,3
27245824720924,53.240325,-27.6069276,22.7069142,agnSED/agn.spec.gz,0.74,26607250704,176,0
27245824721948,53.2399729,-27.6067522,23.4667814,agnSED/agn.spec.gz,0.74,26607250705,176,1
27246421110812,52.933156,-27.7031271,21.6353592,agnSED/agn.spec.gz,2.62,26607833116,779,0
27246421111836,52.9332745,-27.7030331,22.7597178,agnSED/agn.spec.gz,2.62,26607833117,779,1
27246421112860,52.9330842,-27.7030073,22.5001858,agnSED/agn.spec.gz,2.62,26607833118,779,2
27246421113884,52.9332041,-27.702839,21.9544777,agnSED/agn.spec.gz,2.62,26607833119,779,3
27307101425692,53.0571477,-27.3511869,20.9249928,agnSED/agn.spec.gz,2.62,26667091236,309,0
27307101426716,53.0571412,-27.3507808,20.1990786,agnSED/agn.spec.gz,2.62,26667091237,309,1
28184117391388,52.828717,-27.3332627,21.5932806,agnSED/agn.spec.gz,1.51,27523552140,535,0
28184117392412,52.8284791,-27.33301,21.9038551,agnSED/agn.spec.gz,1.51,27523552141,535,1
28184117393436,52.8289294,-27.3329703,21.793477,agnSED/agn.spec.gz,1.51,27523552142,535,2
28184117394460,52.8287148,-27.3327956,21.4492115,agnSED/agn.spec.gz,1.51,27523552143,535,3
28292977983516,52.7223533,-27.3847859,24.1727649,agnSED/agn.spec.gz,1.57,27629861312,328,0
28292977984540,52.722328,-27.3844452,21.9828964,agnSED/agn.spec.gz,1.57,27629861313,328,1
28355155324956,52.9365093,-27.405485,22.5530316,agnSED/agn.spec.gz,1.97,27690581372,343,0
28355155325980,52.9359646,-27.4053484,23.4127114,agnSED/agn.spec.gz,1.97,27690581373,343,1
28765801148444,52.833645,-27.6265408,23.6738042,agnSED/agn.spec.gz,1.92,28091602684,671,0
28765801149468,52.8338603,-27.6264031,24.0669371,agnSED/agn.spec.gz,1.92,28091602685,671,1
28765801150492,52.8334873,-27.6263737,23.8447217,agnSED/agn.spec.gz,1.92,28091602686,671,2
28765801151516,52.8336697,-27.6262012,23.9288227,agnSED/agn.spec.gz,1.92,28091602687,671,3
29077793632284,52.7623752,-27.2722889,23.1366519,agnSED/agn.spec.gz,2.35,28396282844,711,0
29077793633308,52.7625838,-27.2721525,23.5501195,agnSED/agn.spec.gz,2.35,28396282845,711,1
29077793634332,52.762218,-27.2720739,23.7069483,agnSED/agn.spec.gz,2.35,28396282846,711,2
29077793635356,52.7624582,-27.2718989,23.3872984,agnSED/agn.spec.gz,2.35,28396282847,711,3
29488395182108,52.9512801,-27.5137484,23.5726232,agnSED/agn.spec.gz,3.44,28797260920,230,0
29488395183132,52.9517287,-27.5134179,22.5687127,agnSED/agn.spec.gz,3.44,28797260921,230,1
29651416145948,52.9884196,-27.3976831,23.4864922,agnSED/agn.spec.gz,2.26,28956461080,270,0
29651416146972,52.9880669,-27.3967573,22.6216687,agnSED/agn.spec.gz,2.26,28956461081,270,1
29909893857308,52.865227,-27.2589805,22.9538191,agnSED/agn.spec.gz,1.63,29208880720,180,0
29909893858332,52.8656802,-27.2588921,22.5108148,agnSED/agn.spec.gz,1.63,29208880721,180,1
29919785594908,52.8237707,-27.4262075,22.610167,agnSED/agn.spec.gz,0.86,29218540620,155,0
29919785595932,52.8230855,-27.4261215,22.5912842,agnSED/agn.spec.gz,0.86,29218540621,155,1
29919785596956,52.8236483,-27.4257271,20.5315438,agnSED/agn.spec.gz,0.86,29218540622,155,2
29919785597980,52.82375,-27.4257642,20.3970144,agnSED/agn.spec.gz,0.86,29218540623,155,3
30781379153948,53.0433162,-27.3047791,22.9385255,agnSED/agn.spec.gz,2.69,30059940580,145,0
30781379154972,53.0433827,-27.3046091,22.5493873,agnSED/agn.spec.gz,2.69,30059940581,145,1
32073279549468,52.9701843,-27.554731,23.1563369,agnSED/agn.spec.gz,1.44,31321562060,515,0
32073279550492,52.9700969,-27.5545448,23.675193,agnSED/agn.spec.gz,1.44,31321562061,515,1
32540838379548,52.9327677,-27.2868119,24.3314307,agnSED/agn.spec.gz,1.97,31778162480,620,0
32540838380572,52.9325826,-27.2866817,22.7939203,agnSED/agn.spec.gz,1.97,31778162481,620,1
32540838381596,52.9330086,-27.2866148,23.2742242,agnSED/agn.spec.gz,1.97,31778162482,620,2
32540838382620,52.9327022,-27.2865589,23.5760457,agnSED/agn.spec.gz,1.97,31778162483,620,3
32659395588124,52.7834239,-27.2870193,23.3917414,agnSED/agn.spec.gz,2.04,31893941004,251,0
32659395589148,52.7829155,-27.2865197,23.5951165,agnSED/agn.spec.gz,2.04,31893941005,251,1
32904880582684,53.0130789,-27.2385208,21.7733302,agnSED/agn.spec.gz,1.36,32133672444,611,0
32904880583708,53.013168,-27.2384758,22.1854525,agnSED/agn.spec.gz,1.36,32133672445,611,1
32904880584732,53.0130761,-27.2384246,22.5253648,agnSED/agn.spec.gz,1.36,32133672446,611,2
32904880585756,53.0131629,-27.2384025,21.4855844,agnSED/agn.spec.gz,1.36,32133672447,611,3
32932589236252,52.9229932,-27.4562194,19.4975462,agnSED/agn.spec.gz,1.19,32160731676,419,0
32932589237276,52.9231654,-27.4558867,20.9200561,agnSED/agn.spec.gz,1.19,32160731677,419,1
32932598698012,52.9247643,-27.6833125,20.7327229,agnSED/agn.spec.gz,1.12,32160740916,229,0
32932598699036,52.9244785,-27.6832061,19.5550422,agnSED/agn.spec.gz,1.12,32160740917,229,1
33246005190684,53.0984534,-27.5674339,23.6954319,agnSED/agn.spec.gz,2.0,32466801944,486,0
33246005191708,53.0982496,-27.5673272,24.0368067,agnSED/agn.spec.gz,2.0,32466801945,486,1
33246005192732,53.0985446,-27.5672489,24.1669314,agnSED/agn.spec.gz,2.0,32466801946,486,2
33246005193756,53.0983203,-27.5671218,23.8048397,agnSED/agn.spec.gz,2.0,32466801947,486,3
35088722219036,53.0800759,-27.3145027,22.5196245,agnSED/agn.spec.gz,1.14,34266330292,73,0
35088722220060,53.080422,-27.3144916,23.1427785,agnSED/agn.spec.gz,1.14,34266330293,73,1
35658744147996,53.0264519,-27.5121343,22.9027641,agnSED/agn.spec.gz,1.99,34822992332,583,0
35658744149020,53.0268063,-27.5121188,24.9522754,agnSED/agn.spec.gz,1.99,34822992333,583,1
35658744150044,53.0264894,-27.5119396,22.9158405,agnSED/agn.spec.gz,1.99,34822992334,583,2
35658744151068,53.0266701,-27.5118194,22.9790516,agnSED/agn.spec.gz,1.99,34822992335,583,3
35727575994396,52.9920228,-27.5860462,21.305548,agnSED/agn.spec.gz,2.42,34890210932,233,0
35727575995420,52.9922368,-27.5859333,19.9584499,agnSED/agn.spec.gz,2.42,34890210933,233,1
35737142558748,53.1835938,-27.5285443,22.5561714,agnSED/agn.spec.gz,2.6,34899553280,820,0
35737142559772,53.1837189,-27.5285439,23.8300991,agnSED/agn.spec.gz,2.6,34899553281,820,1
35737142560796,53.183652,-27.5284549,22.9150205,agnSED/agn.spec.gz,2.6,34899553282,820,2
35737142561820,53.183731,-27.528451,22.2677122,agnSED/agn.spec.gz,2.6,34899553283,820,3
35990561460252,52.9681491,-27.3503859,22.3918933,agnSED/agn.spec.gz,1.71,35147032676,669,0
35990561461276,52.9682465,-27.3505605,23.6204992,agnSED/agn.spec.gz,1.71,35147032677,669,1
36498360844316,53.3027436,-27.5226698,22.6006554,agnSED/agn.spec.gz,0.62,35642930512,128,0
36498360845340,53.3027775,-27.5224374,23.5374316,agnSED/agn.spec.gz,0.62,35642930513,128,1
39013120065564,52.8798116,-27.6499754,22.9056379,agnSED/agn.spec.gz,2.77,38098750064,16,0
39013120066588,52.8795373,-27.6494446,22.8451391,agnSED/agn.spec.gz,2.77,38098750065,16,1
39123407831068,53.2220028,-27.3567921,23.8110904,agnSED/agn.spec.gz,4.13,38206452960,740,0
39123407832092,53.2218255,-27.3570777,22.5998092,agnSED/agn.spec.gz,4.13,38206452961,740,1
40078737387548,52.9528432,-27.4845646,23.2092155,agnSED/agn.spec.gz,3.26,39139391980,495,0
40078737388572,52.9527012,-27.4843515,23.3593217,agnSED/agn.spec.gz,3.26,39139391981,495,1
40384594456604,53.0931551,-27.620609,22.5821693,agnSED/agn.spec.gz,1.75,39438080524,131,0
40384594457628,53.0928519,-27.6202774,23.0852268,agnSED/agn.spec.gz,1.75,39438080525,131,1
42598165856284,52.8577305,-27.2859084,21.1211794,agnSED/agn.spec.gz,0.9,41599771344,336,0
42598165857308,52.8576702,-27.2856923,21.4134666,agnSED/agn.spec.gz,0.9,41599771345,336,1
42728920137756,53.0665733,-27.2871616,21.688695,agnSED/agn.spec.gz,1.06,41727461072,268,0
42728920138780,53.0663422,-27.2871741,23.3282613,agnSED/agn.spec.gz,1.06,41727461073,268,1
43943209652252,52.9270225,-27.5502711,21.0242065,agnSED/agn.spec.gz,1.18,42913290676,169,0
43943209653276,52.9264667,-27.5500233,21.37253,agnSED/agn.spec.gz,1.18,42913290677,169,1
43943209654300,52.9271442,-27.549668,21.671347,agnSED/agn.spec.gz,1.18,42913290678,169,2
43943209655324,52.9264922,-27.5494469,21.0522097,agnSED/agn.spec.gz,1.18,42913290679,169,3
44005399924764,53.3230422,-27.5186575,22.8584171,agnSED/agn.spec.gz,2.98,42974023364,841,0
44005399925788,53.3230188,-27.5185029,23.1528071,agnSED/agn.spec.gz,2.98,42974023365,841,1
44132056678428,53.0679119,-27.4822557,23.918165,agnSED/agn.spec.gz,2.88,43097711600,400,0
44132056679452,53.067534,-27.4826287,23.3983796,agnSED/agn.spec.gz,2.88,43097711601,400,1
44593419374620,53.0868404,-27.3976962,22.733655,agnSED/agn.spec.gz,1.55,43548261108,277,0
44593419375644,53.0873547,-27.3975201,23.1945673,agnSED/agn.spec.gz,1.55,43548261109,277,1
44593419376668,53.0868329,-27.3971768,23.8967589,agnSED/agn.spec.gz,1.55,43548261110,277,2
44593419377692,53.0874126,-27.3970964,22.7017742,agnSED/agn.spec.gz,1.55,43548261111,277,3
45146074071068,53.0012403,-27.3003255,23.9740051,agnSED/agn.spec.gz,4.13,44087962960,740,0
45146074072092,53.0010631,-27.3006111,22.8675216,agnSED/agn.spec.gz,4.13,44087962961,740,1
45850553671708,52.7622273,-27.4796801,20.3705556,agnSED/agn.spec.gz,1.25,44775931320,330,0
45850553672732,52.7621005,-27.479339,20.9635387,agnSED/agn.spec.gz,1.25,44775931321,330,1
47790284922908,53.003782,-27.6536293,20.4398163,agnSED/agn.spec.gz,1.11,46670200120,30,0
47790284923932,53.0037175,-27.6534317,21.2305226,agnSED/agn.spec.gz,1.11,46670200121,30,1
47807601397788,53.24575,-27.4597922,20.8013097,agnSED/agn.spec.gz,1.76,46687110740,185,0
47807601398812,53.2456913,-27.4593836,22.0652527,agnSED/agn.spec.gz,1.76,46687110741,185,1
49406668812316,52.7896307,-27.403878,21.7131276,agnSED/agn.spec.gz,1.89,48248700012,3,0
49406668813340,52.7892061,-27.4035545,21.5920263,agnSED/agn.spec.gz,1.89,48248700013,3,1
