# index, snapid,haloid,subhid,ag_stellar,ag_total,eq_stellar,eq_total,ms_stellar,ms_total,vd_stellar
# index, snapid,haloid,subhid,ag_stellar,ag_total,eq_stellar,eq_total,ms_stellar,ms_total,vd_stellar
# index, snapid,haloid,subhid,ag_stellar,ag_total,eq_stellar,eq_total,ms_stellar,ms_total,vd_stellar
# index, snapid,haloid,subhid,ag_stellar,ag_total,eq_stellar,eq_total,ms_stellar,ms_total,vd_stellar
# index, snapid,haloid,subhid,ag_stellar,ag_total,eq_stellar,eq_total,ms_stellar,ms_total,vd_stellar
4 135 4 51811 -0.0545827742134 0.0224919267904 127.046736716 110.797506546 8.44475e+11 1.4731897711e+14 351.912053671
3 135 3 41088 -35.2865550242 -47.9046028816 1.73527643413 1.28084997909 1.02412e+12 1.48333962137e+14 367.604954655
2 135 2 30430 -28.1341700992 -26.7123239277 1.85132620167 1.76639434566 2.15504e+12 2.28788880463e+14 406.497790043
8 135 8 80734 -72.7618208034 -64.0781285861 1.36608614214 1.15056063769 1.57187e+12 1.31081815985e+14 330.6209669
1 135 1 16937 70.2119450967 65.8311773879 1.99133476606 1.46774974069 1.59856e+12 2.67356436224e+14 360.724919177
9 135 9 86186 -79.4816919695 -81.9489839601 1.8604199367 1.68650076746 1.00177e+12 1.29649411859e+14 322.191723855
0 135 0 0 -0.926682771258 -0.746080112322 8.4032499965 13.85417453 2.34363e+12 2.89869636353e+14 417.497332251
13 135 13 110566 4.58879411092 8.12473463018 1.70514795077 1.67665345285 4.59443e+11 3.46282676167e+13 237.127523352
7 135 7 73663 -88.0038545387 -88.5544707202 7.37301715798 8.9112501362 9.16321e+11 8.17204172407e+13 250.795230589
14 135 14 114300 87.9388975046 -88.6205590721 1.6009221361 1.4097298147 6.98444e+11 7.4312009463e+13 291.154550391
12 135 12 104798 89.525667134 89.8045016964 10.6191299651 16.2857296438 4.04348e+11 2.97278494726e+13 196.299024236
18 135 18 127228 21.5711896092 28.9778412201 1.25449756434 1.1984606054 9.07664e+11 6.73335664939e+13 282.615933711
19 135 19 129770 63.9328329301 63.6297879488 2.56073580723 3.31724497753 7.33592e+11 5.19244746684e+13 243.546151414
6 135 6 66080 23.5159093088 22.925928896 1.78792283961 1.21909901361 1.87612e+12 1.48841517819e+14 351.46964647
23 135 23 140592 88.2307592952 87.506709154 2.26418170144 2.40547974194 5.38109e+11 4.27105355887e+13 241.16751171
5 135 5 59384 -35.0786841435 -26.5926347679 1.54066500171 1.65064546757 1.85425e+12 1.54475838594e+14 351.712291262
17 135 17 123773 54.329671071 50.9379927961 1.88127802251 1.40681810355 6.7627e+11 6.32866028404e+13 245.396207625
24 135 24 142714 -41.1009829753 -33.3295841436 1.79697295787 1.97121066115 1.13409e+12 5.27927751378e+13 299.519807995
28 135 28 150860 11.4938041177 1.21768637476 1.30112391017 1.10308537152 6.24481e+11 3.97134045063e+13 253.036615856
33 135 33 161361 -2.78837227074 -1.53741444576 1.98188376269 1.54661895789 2.04186e+11 2.47054660356e+13 203.279201191
22 135 22 138413 -78.0328061467 -62.4862444187 1.97337583155 1.47955225441 7.64604e+11 5.82989133832e+13 297.932149033
29 135 29 152864 -20.372714491 -35.8587229791 1.24621192786 1.2294628747 6.1576e+11 4.87638311065e+13 263.406766624
11 135 11 99148 85.4768864446 85.8281104222 2.17002529515 1.8885080051 1.10016e+12 9.54256703913e+13 304.92677076
38 135 38 171905 65.8934567286 70.1370145307 1.93329843123 1.83909311544 6.36471e+11 4.16934828175e+13 268.620005625
27 135 27 149088 72.8912603393 72.1528077472 2.04041778758 2.02345516654 6.91545e+11 4.85960768538e+13 278.861401791
34 135 34 163932 -56.2259784706 -74.8036753844 1.21742692505 1.19075846858 5.08182e+11 3.83830764365e+13 238.9978438
10 135 10 93165 -89.7546576609 -89.8798775103 20.2305698572 23.9523465635 1.38275e+12 1.23584602415e+14 349.293587265
16 135 16 120615 -0.655181986355 0.00222029989915 4.5545835919 6.70340197138 5.87278e+11 6.30346545264e+13 244.897250586
43 135 43 180486 -12.2833288538 -44.2374157125 1.47238993292 1.68289248968 4.13018e+11 1.92760557335e+13 212.254861337
32 135 32 159261 -29.1621904264 -27.3022308944 1.85725094939 1.59791327605 4.77534e+11 2.91906410572e+13 239.855515153
39 135 39 173536 -48.6778642378 -54.926733133 1.98840920148 1.88611507283 5.22252e+11 4.41609597259e+13 232.056762511
48 135 48 188237 53.2695738294 48.8675032185 2.11326640829 2.05840546928 3.0295e+11 2.20480863955e+13 223.099380128
21 135 21 135289 65.5535975764 64.0699433273 1.88864189238 1.50409530739 4.2325e+11 5.24472068432e+13 216.945681418
37 135 37 170088 54.0802802308 64.4234044343 1.44344097017 1.43717957796 5.10921e+11 3.71322162481e+13 255.231820289
15 135 15 117343 44.8940718511 49.7012814369 1.95000539206 1.75181727466 7.90108e+11 8.38101662764e+13 311.996036754
44 135 44 182233 81.238624272 -78.0641899008 1.35087631317 1.47560470944 4.76569e+11 3.30037907362e+13 241.113056947
53 135 53 195486 -82.4750129867 89.6300630846 1.65955242527 1.37872569303 4.41428e+11 2.79293862205e+13 219.144682037
58 135 58 202062 89.9515541478 89.9357901609 226.353391851 185.61878038 3.26381e+11 2.07674428454e+13 177.128618761
49 135 49 189944 89.6523665422 88.1292886083 2.14331629719 1.45891335644 5.72175e+11 3.24996991931e+13 229.946206912
20 135 20 132699 -36.4125288138 -22.0472643767 1.0980644118 2.16502987234 7.07881e+11 2.59471303368e+13 236.865798293
42 135 42 178998 17.4105073043 -7.73409795039 1.33819872478 1.25514931736 5.01968e+11 3.92748207372e+13 232.926300831
26 135 26 146855 -88.3171977255 -88.3823650634 1.29860603732 1.53226870366 7.23568e+11 4.45716566925e+13 262.859151822
63 135 63 207911 -2.41366047304 -25.6616090319 1.29912172878 1.20081751613 5.58853e+11 2.1995276966e+13 225.829774394
54 135 54 196773 -38.8734675448 -36.6254756747 1.35172975064 1.1515253636 4.25005e+11 2.84850470972e+13 222.245656482
25 135 25 144528 72.7800806607 86.8002575212 1.26032590648 1.22228035479 6.41683e+11 4.41818206023e+13 239.009376819
47 135 47 186924 75.0202245188 69.0713519676 1.36242832734 1.27208356191 8.04716e+11 3.83967338576e+13 278.211267052
68 135 68 212957 -38.9728149384 22.7179582497 1.07473419342 1.0583698927 3.69881e+11 2.58149822276e+13 245.732436803
59 135 59 203459 -72.9099476773 -86.2289453276 1.43670445465 1.39380400941 5.41435e+11 2.18878198961e+13 232.084423998
31 135 31 157165 8.59079315528 4.38425443504 1.91160679113 1.76514258904 8.39077e+11 4.79119270411e+13 273.650543919
73 135 73 217716 30.6079015531 37.0746624262 1.59822461677 1.8434854184 3.40131e+11 1.80253902863e+13 206.735365453
