#detector;R:1,0 S:1,1;62.399995;0.000000;41.999998;82.799987;-19.999999;19.999999;0.200000
#detector;R:1,0 S:0,0;21.999999;-40.399998;2.000000;41.999998;-60.799995;-19.999999;0.200000
#detector;R:0,0 S:1,1;-22.000000;0.000000;-41.999998;-2.000000;-20.400000;20.400000;0.200000
#detector;R:0,0 S:0,0;-62.399993;-40.399995;-82.399987;-42.399995;-60.799993;-19.999997;0.200000
#detector;R:1,0 S:0,2;21.999999;40.399998;2.000000;41.999998;19.999999;60.799995;0.200000
#detector;R:1,0 S:1,0;62.399993;-40.399995;42.399995;82.399987;-60.799993;-19.999997;0.200000
#detector;R:0,0 S:0,2;-62.399993;40.399995;-82.399987;-42.399995;19.999997;60.799993;0.200000
#detector;R:0,0 S:1,0;-21.999999;-40.399998;-42.399998;-1.600000;-60.399995;-20.399999;0.200000
#detector;R:1,0 S:1,2;62.399993;40.399995;42.399995;82.399987;19.999997;60.799993;0.200000
#detector;R:1,0 S:0,1;22.000000;0.000000;2.000000;41.999998;-20.400000;20.400000;0.200000
#detector;R:0,0 S:1,2;-21.999999;40.399998;-41.999998;-2.000000;19.999999;60.799995;0.200000
#detector;R:0,0 S:0,1;-62.399995;0.000000;-82.399987;-42.399998;-20.399999;20.399999;0.200000
#galSimType;uniqueId;raObserved;decObserved;chipName;x_pupil;y_pupil;sedFilepath;majorAxis;minorAxis;sindex;halfLightRadius;positionAngle;fitsFiles;redshift
sersic;2157559761947;1.5242673;-4.82834266;R:1,0 S:0,2;23.5779242;44.8766891;galaxySED/Burst.20E09.02Z.spec.gz;4.64539703e-06;4.46168804e-06;1;0.958181918;5.87442044;R:1,0 S:0,2;0.727977395
sersic;2163454596123;1.52281737;-4.82802647;R:1,0 S:0,2;22.8325598;50.1486128;galaxySED/Const.25E09.02Z.spec.gz;8.92988963e-07;8.66097351e-07;1;0.184192196;3.77497039;R:1,0 S:0,2;2.39079928
sersic;2164903385115;1.52321381;-4.82851722;R:1,0 S:0,2;24.4877383;48.5980981;galaxySED/Const.19E07.02Z.spec.gz;1.15151151e-06;3.90433547e-07;1;0.237516299;0.378854439;R:1,0 S:0,2;1.21627021
sersic;2163750158363;1.52353952;-4.82852315;R:1,0 S:0,2;24.4214779;47.4313943;galaxySED/Exp.20E09.1Z.spec.gz;6.92843348e-07;1.75545221e-07;1;0.142909199;4.18277146;R:1,0 S:0,2;1.58818352
sersic;2154933949467;1.52343807;-4.82822838;R:1,0 S:0,2;23.3905648;47.8738188;galaxySED/Inst.16E09.04Z.spec.gz;5.98731805e-07;1.46508753e-07;1;0.1234973;5.1671264;R:1,0 S:0,2;1.0919553
sersic;2152371661851;1.52493126;-4.83168635;R:1,0 S:0,2;35.4029167;41.5997459;galaxySED/Exp.20E09.1Z.spec.gz;1.76527789e-06;6.43879589e-07;1;0.364114702;4.38073914;R:1,0 S:0,2;1.48458672
sersic;2154599816219;1.52285961;-4.83015746;R:1,0 S:0,2;30.4712163;49.4226901;galaxySED/Const.50E09.02Z.spec.gz;1.05878844e-06;5.13101106e-07;1;0.218390793;4.87634117;R:1,0 S:0,2;0.797370672
sersic;2156457977883;1.52240229;-4.83142941;R:1,0 S:0,2;35.1602723;50.7154908;galaxySED/Burst.20E09.0005Z.spec.gz;4.02034133e-06;2.65823875e-06;1;0.829254925;5.18231121;R:1,0 S:0,2;0.452824712
sersic;2162169127963;1.52274015;-4.83091869;R:1,0 S:0,2;33.2360482;49.6446819;galaxySED/Exp.16E09.02Z.spec.gz;8.2027276e-07;3.19313333e-07;1;0.169193402;6.27410393;R:1,0 S:0,2;1.42070246
sersic;2152327637019;1.52075477;-4.82810648;R:1,0 S:0,2;23.6741765;57.5052232;galaxySED/Const.40E09.1Z.spec.gz;1.58160228e-06;3.60546239e-07;1;0.326228887;5.86323996;R:1,0 S:0,2;0.868550777
sersic;2152489515035;1.52101288;-4.83161329;R:1,0 S:0,2;36.1938262;55.6359832;galaxySED/Inst.32E07.02Z.spec.gz;2.75134709e-06;9.32965277e-07;1;0.567506075;4.95606502;R:1,0 S:0,2;1.98185647
sersic;2166759093275;1.51981908;-4.83026717;R:1,0 S:0,2;31.6823087;60.2694704;galaxySED/Const.25E09.02Z.spec.gz;1.07078083e-06;8.44560957e-07;1;0.2208644;3.25534212;R:1,0 S:0,2;2.08002067
sersic;2164087409691;1.52014352;-4.8298597;R:1,0 S:0,2;30.1323485;59.2188156;galaxySED/Burst.10E07.04Z.spec.gz;2.35042128e-06;4.7009666e-07;1;0.48480919;5.32446542;R:1,0 S:0,2;1.42830789
sersic;2160710905883;1.52005566;-4.83072064;R:1,0 S:0,2;33.2466129;59.3008563;galaxySED/Inst.25E09.002Z.spec.gz;3.36046572e-06;1.7757271e-06;1;0.693145812;1.44636332;R:1,0 S:0,2;0.359699607
sersic;2161370877979;1.5216869;-4.8295474;R:1,0 S:0,2;28.5963806;53.782182;galaxySED/Exp.16E09.04Z.spec.gz;1.4945502e-06;4.47051547e-07;1;0.308273107;0.735419884;R:1,0 S:0,2;2.30702233
sersic;2161593071643;1.52152722;-4.83005871;R:1,0 S:0,2;30.4748353;54.2154677;galaxySED/Const.25E09.1Z.spec.gz;4.16238229e-07;9.31865181e-08;1;0.0858552977;3.48772929;R:1,0 S:0,2;1.82534456
sersic;2164748947483;1.52552098;-4.82744606;R:1,0 S:0,2;20.0222998;40.6339431;galaxySED/Inst.19E07.002Z.spec.gz;1.34047249e-06;8.70838794e-07;1;0.276492298;3.37467624;R:1,0 S:0,2;0.926532805
sersic;2164675569691;1.52548997;-4.8271374;R:1,0 S:0,2;18.9225628;40.8281369;galaxySED/Const.25E07.02Z.spec.gz;1.88180332e-06;4.81048607e-07;1;0.388149798;1.816631;R:1,0 S:0,2;2.39928126
sersic;2166412622875;1.52602899;-4.82871469;R:1,0 S:0,2;24.4399987;38.4745284;galaxySED/Const.32E09.02Z.spec.gz;1.21571295e-06;1.1776643e-06;1;0.250758797;0.0659395648;R:1,0 S:0,2;1.87564933
sersic;2158514231323;1.52729194;-4.82870548;R:1,0 S:0,2;24.0675187;33.9592931;galaxySED/Const.62E09.02Z.spec.gz;9.25001223e-07;7.15969446e-07;1;0.190795198;2.05425447;R:1,0 S:0,2;0.838064194
sersic;2160165930011;1.52525055;-4.83096671;R:1,0 S:0,2;32.7337092;40.6517169;galaxySED/Const.12E10.04Z.spec.gz;1.37830304e-06;7.76408769e-07;1;0.28429541;5.42783496;R:1,0 S:0,2;1.89788568
sersic;2159322118171;1.52947173;-4.83077944;R:1,0 S:0,2;30.9269547;25.6025174;galaxySED/Burst.25E07.02Z.spec.gz;1.55422931e-06;4.35458192e-07;1;0.320582807;0.462286449;R:1,0 S:0,2;3.75227094
sersic;2161601435675;1.52904629;-4.83153714;R:1,0 S:0,2;33.7613434;26.9199942;galaxySED/Const.20E09.02Z.spec.gz;1.30259786e-06;6.79969091e-07;1;0.268680096;5.17203301;R:1,0 S:0,2;1.84239376
sersic;2157179579419;1.52749979;-4.83093865;R:1,0 S:0,2;32.0284591;32.6134621;galaxySED/Inst.16E09.02Z.spec.gz;1.69983828e-06;1.41991262e-06;1;0.350616813;5.49577007;R:1,0 S:0,2;0.513193905
sersic;2153440637979;1.52743148;-4.82960136;R:1,0 S:0,2;27.2461046;33.2184865;galaxySED/Exp.62E09.02Z.spec.gz;1.69133356e-06;8.92089684e-07;1;0.348862588;3.82111738;R:1,0 S:0,2;0.705798686
sersic;2163631624219;1.52528434;-4.8364956;R:1,0 S:1,2;52.5726885;39.0395388;galaxySED/Const.80E09.04Z.spec.gz;1.29847698e-06;1.23016326e-06;1;0.267830104;5.27998158;R:1,0 S:1,2;3.7525332
sersic;2156312272923;1.52673331;-4.83642485;R:1,0 S:1,2;51.9292535;33.8755189;galaxySED/Burst.32E09.02Z.spec.gz;1.70354795e-06;9.31474979e-07;1;0.351381987;1.39510772;R:1,0 S:1,2;0.77083981
sersic;2168110851099;1.52699287;-4.8367538;R:1,0 S:1,2;53.0403883;32.8583355;galaxySED/Const.19E07.02Z.spec.gz;1.66764035e-06;5.87359514e-07;1;0.343975514;2.48404992;R:1,0 S:1,2;2.66874719
sersic;2160528319515;1.52634408;-4.835912;R:1,0 S:1,2;50.1927934;35.406175;galaxySED/Exp.25E09.02Z.spec.gz;2.30795895e-06;1.54749078e-06;1;0.476050705;3.58807401;R:1,0 S:1,2;1.01264858
sersic;2151963040795;1.52855657;-4.83670063;R:1,0 S:1,2;52.4292696;27.2791687;galaxySED/Const.80E09.1Z.spec.gz;1.46905381e-06;5.5168259e-07;1;0.3030141;4.19775867;R:1,0 S:1,2;1.15901279
sersic;2160565173275;1.52909669;-4.83594115;R:1,0 S:1,2;49.5576905;25.5519461;galaxySED/Inst.50E08.02Z.spec.gz;1.680689e-06;1.6778737e-06;1;0.346666992;4.66979705;R:1,0 S:1,2;1.09069073
sersic;2163751687195;1.52851374;-4.83612389;R:1,0 S:1,2;50.3703444;27.5879226;galaxySED/Exp.20E09.02Z.spec.gz;1.23922786e-06;1.06740702e-06;1;0.255609095;0.491437011;R:1,0 S:1,2;1.65048838
sersic;2154931111963;1.52578;-4.83262164;R:1,0 S:0,2;38.5324093;38.3114355;galaxySED/Exp.25E09.04Z.spec.gz;9.04232771e-07;3.81446064e-07;1;0.186511397;5.63875572;R:1,0 S:0,2;1.07584226
sersic;2165287512091;1.52686846;-4.83434336;R:1,0 S:1,2;44.4206452;33.9534858;galaxySED/Burst.32E09.04Z.spec.gz;3.18349497e-06;2.44000721e-06;1;0.656642973;3.04835885;R:1,0 S:0,2//R:1,0 S:1,2;2.36062264
sersic;2162911922203;1.52753398;-4.83466828;R:1,0 S:1,2;45.4082023;31.4852389;galaxySED/Exp.20E09.02Z.spec.gz;5.47303264e-07;2.89560794e-07;1;0.112889402;1.90387043;R:1,0 S:1,2;1.01331162
sersic;2158437465115;1.52640543;-4.83545658;R:1,0 S:1,2;48.5413931;35.3095421;galaxySED/Inst.79E06.04Z.spec.gz;2.14318048e-06;8.16864486e-07;1;0.442062706;6.09511766;R:1,0 S:1,2;0.559799612
sersic;2155268867099;1.5275049;-4.8359234;R:1,0 S:1,2;49.9217538;31.2507366;galaxySED/Exp.12E09.1Z.spec.gz;1.53985644e-06;3.53873743e-07;1;0.317618191;3.87029957;R:1,0 S:1,2;2.059829
sersic;2167708567579;1.52644292;-4.83512603;R:1,0 S:1,2;47.3446864;35.2645951;galaxySED/Const.12E10.04Z.spec.gz;5.74407234e-07;4.30183415e-07;1;0.118479997;0.455157932;R:1,0 S:1,2;2.1035552
sersic;2165426282523;1.53469857;-4.83636242;R:1,0 S:1,1;49.5646121;5.39980293;galaxySED/Const.32E09.02Z.spec.gz;4.71152129e-07;4.15360731e-07;1;0.0971821025;2.89117375;R:1,0 S:1,1;1.37112355
sersic;2158234692635;1.53418099;-4.83535376;R:1,0 S:1,1;46.0827005;7.52328061;galaxySED/Exp.25E09.04Z.spec.gz;2.03812186e-06;9.70910699e-07;1;0.420392811;5.91458197;R:1,0 S:1,1;1.6275562
sersic;2167527667739;1.53420311;-4.83692602;R:1,0 S:1,1;51.7209876;7.02014072;galaxySED/Inst.79E06.04Z.spec.gz;1.05098491e-06;4.46827557e-07;1;0.216781199;5.01555099;R:1,0 S:1,1;1.3943069
sersic;2166995197979;1.53346405;-4.83664712;R:1,0 S:1,1;50.9183666;9.73902994;galaxySED/Exp.25E09.04Z.spec.gz;1.22654852e-06;9.2670341e-07;1;0.252993792;6.05536306;R:1,0 S:1,1;3.1615839
sersic;2151807888411;1.53364072;-4.83661815;R:1,0 S:1,1;50.7669065;9.11487581;galaxySED/Exp.25E09.1Z.spec.gz;8.96151901e-07;3.16619215e-07;1;0.184844598;0.142284724;R:1,0 S:1,1;0.85147351
sersic;2161385621531;1.53132847;-4.83253399;R:1,0 S:0,1;36.7266196;18.4875158;galaxySED/Exp.25E09.02Z.spec.gz;4.7090534e-06;4.07575826e-06;1;0.971311986;2.98567389;R:1,0 S:0,2//R:1,0 S:0,1;0.809907973
sersic;2165597692955;1.53097571;-4.83263375;R:1,0 S:0,1;37.179545;19.7224857;galaxySED/Const.62E09.02Z.spec.gz;1.18421701e-06;5.26601239e-07;1;0.244262293;4.6095116;R:1,0 S:0,2//R:1,0 S:0,1;1.68564034
sersic;2163956008987;1.53141882;-4.83446738;R:1,0 S:1,1;43.6429571;17.6428853;galaxySED/Const.12E10.04Z.spec.gz;5.08308225e-07;3.90488812e-07;1;0.104846098;3.75782736;R:1,0 S:1,1;1.85314977
sersic;2154812899355;1.53165365;-4.83710913;R:1,0 S:1,1;53.0634289;16.0904456;galaxySED/Burst.20E09.02Z.spec.gz;1.71059235e-06;1.31456302e-06;1;0.352835;1.55625826;R:1,0 S:1,1;0.916149497
sersic;2166744226843;1.53097404;-4.83556875;R:1,0 S:1,1;47.716276;18.9368845;galaxySED/Const.62E09.02Z.spec.gz;9.7768159e-07;9.21262366e-07;1;0.201661304;2.13515771;R:1,0 S:1,1//R:1,0 S:1,2;1.54471505
sersic;2157352854555;1.53165602;-4.83546461;R:1,0 S:1,1;47.1591545;16.5254613;galaxySED/Const.80E09.25Z.spec.gz;1.24710999e-06;7.47661742e-07;1;0.257234901;2.79977486;R:1,0 S:1,1;2.86666942
sersic;2157053789211;1.53041841;-4.83704668;R:1,0 S:1,2;53.1711945;20.5258345;galaxySED/Exp.50E09.1Z.spec.gz;6.94133461e-07;2.15830806e-07;1;0.143175304;6.0124329;R:1,0 S:1,2;1.65854001
sersic;2162491479067;1.52909499;-4.83459187;R:1,0 S:1,2;44.7143769;25.9219168;galaxySED/Exp.32E09.04Z.spec.gz;1.3424112e-06;9.92171703e-07;1;0.276892185;4.07378665;R:1,0 S:1,2;1.63302863
sersic;2160367874075;1.52922471;-4.83176445;R:1,0 S:0,2;34.5294013;26.2204781;galaxySED/Inst.64E08.02Z.spec.gz;1.31065309e-06;1.21292669e-06;1;0.270341605;3.78789418;R:1,0 S:0,2;0.634587884
sersic;2154358064155;1.52963319;-4.8317911;R:1,0 S:0,2;34.5153101;24.7521066;galaxySED/Exp.20E09.1Z.spec.gz;2.24995096e-06;8.19740402e-07;1;0.464085698;4.58665901;R:1,0 S:0,2;4.04801512
sersic;2166435818523;1.52995616;-4.83238661;R:1,0 S:0,2;36.5663219;23.4361889;galaxySED/Exp.12E09.02Z.spec.gz;1.0136732e-06;9.77799418e-07;1;0.209085107;2.06879959;R:1,0 S:0,2;2.65304303
sersic;2164553016347;1.52955697;-4.83342688;R:1,0 S:0,2;40.4080303;24.5835727;galaxySED/Exp.10E08.02Z.spec.gz;3.92258401e-07;9.98779234e-08;1;0.0809091032;0.412398617;R:1,0 S:0,2;1.77301645
sersic;2155397538843;1.52616332;-4.83223763;R:1,0 S:0,2;37.0508228;37.0438261;galaxySED/Burst.20E09.02Z.spec.gz;2.21698697e-06;1.56222486e-06;1;0.457286388;4.80914642;R:1,0 S:0,2;0.817037106
sersic;2152958615579;1.52776255;-4.83380273;None;42.2395413;30.9010612;galaxySED/Inst.16E09.04Z.spec.gz;2.05086709e-06;1.04607955e-06;1;0.423021704;1.05742589;R:1,0 S:0,2//R:1,0 S:1,2;0.989584386
sersic;2153536706587;1.52726166;-4.83294398;R:1,0 S:0,2;39.2913582;32.9244059;galaxySED/Exp.25E09.04Z.spec.gz;1.43685733e-06;5.56296561e-07;1;0.296373099;2.85910024;R:1,0 S:0,2;1.4132154
sersic;2159437899803;1.52645201;-4.8325946;R:1,0 S:0,2;38.2547271;35.9148707;galaxySED/Inst.40E09.002Z.spec.gz;1.7808835e-06;8.10158108e-07;1;0.367333591;5.59066116;R:1,0 S:0,2;0.328870803
sersic;2166995741723;1.52988905;-4.83387426;R:1,0 S:0,2;41.9248597;23.2750227;galaxySED/Const.25E09.02Z.spec.gz;7.48840818e-07;4.40573456e-07;1;0.154459506;4.32862001;R:1,0 S:0,2//R:1,0 S:1,2;1.7419219
sersic;2161075089435;1.52794556;-4.83316106;R:1,0 S:0,2;39.8868577;30.4194799;galaxySED/Inst.50E07.02Z.spec.gz;3.63462394e-07;8.72916716e-08;1;0.0749695003;0.739529941;R:1,0 S:0,2;1.61859465
sersic;2161288204315;1.52876469;-4.83379115;R:1,0 S:0,2;41.9286479;27.3194139;galaxySED/Const.20E09.02Z.spec.gz;1.38094771e-06;9.37168584e-07;1;0.284840912;0.754966887;R:1,0 S:0,2//R:1,0 S:1,2;2.21724629
sersic;2152131684379;1.52894657;-4.83373549;R:1,0 S:0,2;41.6799699;26.683799;galaxySED/Inst.32E07.02Z.spec.gz;2.0975159e-06;5.64726979e-07;1;0.432643712;2.62880152;R:1,0 S:0,2//R:1,0 S:1,2;1.98566306
sersic;2162516502555;1.52459709;-4.8260294;R:1,0 S:0,2;15.1849543;44.3209704;galaxySED/Const.79E06.1Z.spec.gz;2.05856443e-06;4.38099933e-07;1;0.424609393;2.40362885;R:1,0 S:0,2;1.57229364
sersic;2158451121179;1.52294174;-4.82455744;R:1,0 S:0,2;10.3457398;50.6394261;galaxySED/Const.20E09.02Z.spec.gz;1.48176133e-06;1.32796291e-06;1;0.305635214;2.10271961;R:1,0 S:0,2;2.22130418
sersic;2158030213147;1.52093928;-4.82511994;R:1,0 S:0,2;12.903281;57.6508189;galaxySED/Const.20E09.02Z.spec.gz;1.02720191e-06;8.91187877e-07;1;0.211875603;4.82084675;R:1,0 S:0,2;1.16818964
sersic;2163729410075;1.52140704;-4.82547632;R:1,0 S:0,2;14.0568968;55.881447;galaxySED/Exp.25E09.04Z.spec.gz;1.42447909e-06;1.32851557e-06;1;0.293819904;1.01064653;R:1,0 S:0,2;1.70425212
sersic;2158128648219;1.52030937;-4.82557458;R:1,0 S:0,2;14.7046935;59.7814542;galaxySED/Exp.10E09.02Z.spec.gz;1.76408429e-06;1.40741114e-06;1;0.363868505;3.06218145;R:1,0 S:0,2;1.72211206
sersic;2161494630427;1.52075542;-4.82459251;R:1,0 S:0,2;11.0592653;58.4508127;galaxySED/Inst.40E07.02Z.spec.gz;2.61747037e-07;1.02563787e-07;1;0.0539892018;0.306374013;R:1,0 S:0,2;2.05627537
sersic;2163260690459;1.52046322;-4.82383298;R:1,0 S:0,2;8.41119282;59.7009373;galaxySED/Inst.79E06.04Z.spec.gz;3.25143592e-06;2.34462827e-06;1;0.6706568;1.68913695;R:1,0 S:0,2;0.827218473
sersic;2161987321883;1.52121001;-4.8237131;R:1,0 S:0,2;7.78010719;57.0618783;galaxySED/Exp.25E09.04Z.spec.gz;1.28202772e-06;9.67369065e-07;1;0.264437199;0.722113666;R:1,0 S:0,2;1.41078639
sersic;2167828449307;1.52161254;-4.82411722;R:1,0 S:0,2;9.12265277;55.5129579;galaxySED/Exp.16E09.02Z.spec.gz;1.99458412e-06;1.60544748e-06;1;0.411412507;5.54677972;R:1,0 S:0,2;2.38042259
sersic;2167317366811;1.52114908;-4.82469381;R:1,0 S:0,2;11.3171336;57.0152771;galaxySED/Exp.10E07.04Z.spec.gz;6.3234392e-07;3.79597008e-07;1;0.130430296;2.54432924;R:1,0 S:0,2;2.01902461
sersic;2164784577563;1.53563748;-4.82599746;R:1,0 S:0,1;12.1032892;4.83636138;galaxySED/Burst.15E07.02Z.spec.gz;2.07605746e-06;6.93961812e-07;1;0.42821759;4.70536196;R:1,0 S:0,1;1.39820111
sersic;2165880447003;1.53370599;-4.82539648;R:1,0 S:0,1;10.4648572;11.9076864;galaxySED/Inst.79E06.04Z.spec.gz;9.63723328e-07;5.56404673e-07;1;0.198782206;1.38647096;R:1,0 S:0,1;0.976486027
sersic;2152496752667;1.5345908;-4.82545572;R:1,0 S:0,1;10.4397715;8.72659279;galaxySED/Exp.20E09.02Z.spec.gz;1.27933219e-06;6.45700037e-07;1;0.263881207;2.69361274;R:1,0 S:0,1;0.453568101
sersic;2166957580315;1.53429899;-4.82528531;R:1,0 S:0,1;9.90641739;9.81639386;galaxySED/Exp.20E09.1Z.spec.gz;5.39833243e-07;3.09601038e-07;1;0.111348599;1.8319467;R:1,0 S:0,1;2.60824728
sersic;2167305753627;1.5309866;-4.82169221;R:0,0 S:1,2;-2.10224454;22.634408;galaxySED/Exp.19E07.02Z.spec.gz;1.20910056e-06;3.67018983e-07;1;0.249394894;3.00784311;R:0,0 S:1,2;2.66181207
sersic;2152890613787;1.53142177;-4.82278091;None;1.68910488;20.7841129;galaxySED/Exp.25E09.02Z.spec.gz;1.97615395e-06;1.42567703e-06;1;0.407611012;2.48668299;R:1,0 S:0,2;0.821616173
sersic;2156951065627;1.5309181;-4.82449602;R:1,0 S:0,2;7.98150144;22.1232683;galaxySED/Const.20E09.02Z.spec.gz;1.44179903e-06;9.78382129e-07;1;0.297392398;2.63694573;R:1,0 S:0,2;1.24038625
sersic;2162232990747;1.53137956;-4.82404949;R:1,0 S:0,2;6.25449654;20.5929583;galaxySED/Exp.16E09.02Z.spec.gz;9.0041777e-07;6.86806445e-07;1;0.185724497;1.7566602;R:1,0 S:0,2;1.32327843
sersic;2162212105243;1.53317727;-4.82531809;R:1,0 S:0,1;10.3255368;13.8201356;galaxySED/Exp.12E07.04Z.spec.gz;1.25007455e-06;3.69961326e-07;1;0.257846385;3.14941995;R:1,0 S:0,1;1.36194623
sersic;2154043814939;1.53291314;-4.825328;R:1,0 S:0,1;10.4320696;14.7623042;galaxySED/Const.40E09.02Z.spec.gz;1.00875086e-06;7.92906006e-07;1;0.208069801;1.37774631;R:1,0 S:0,1;0.728774607
sersic;2161971164187;1.53246608;-4.82415313;R:1,0 S:0,1;6.3345862;16.6783393;galaxySED/Const.50E09.02Z.spec.gz;2.27307272e-06;1.73167686e-06;1;0.468854904;1.0467815;R:1,0 S:0,1;1.43109965
sersic;2156785061915;1.52548235;-4.81638997;R:0,0 S:1,2;-19.6573852;43.754222;galaxySED/Const.80E09.04Z.spec.gz;1.14945346e-06;9.88954439e-07;1;0.237091795;0.667683114;R:0,0 S:1,2;1.34151912
sersic;2161434543131;1.52569319;-4.81640631;R:0,0 S:1,2;-19.6553899;42.9955927;galaxySED/Const.32E09.04Z.spec.gz;1.61807929e-06;4.40214698e-07;1;0.333752811;6.19751088;R:0,0 S:1,2;2.81150651
sersic;2162020022299;1.52508299;-4.81940985;R:0,0 S:1,2;-8.70901842;44.368292;galaxySED/Exp.32E09.02Z.spec.gz;2.5289584e-06;1.72237675e-06;1;0.521635115;1.85039508;R:0,0 S:1,2;1.3660301
sersic;2151925541915;1.52674682;-4.82037159;R:0,0 S:1,2;-5.70369046;38.1570478;galaxySED/Burst.16E09.02Z.spec.gz;4.69574337e-06;3.09177311e-06;1;0.968566597;1.41121465;R:0,0 S:1,2;0.392958194
sersic;2153631292443;1.52618108;-4.81960092;R:0,0 S:1,2;-8.31823036;40.3886597;galaxySED/Inst.80E08.02Z.spec.gz;3.8214281e-06;3.11321509e-06;1;0.788226128;0.388097406;R:0,0 S:1,2;0.398182988
sersic;2154081560603;1.52608396;-4.82018633;R:0,0 S:1,2;-6.19056989;40.5781716;galaxySED/Inst.40E09.04Z.spec.gz;1.12559243e-06;7.02644827e-07;1;0.232170105;3.57623519;R:0,0 S:1,2;1.01906633
sersic;2162911672347;1.52849829;-4.81904385;R:0,0 S:1,2;-10.9408174;32.2498177;galaxySED/Inst.10E08.04Z.spec.gz;6.66800156e-07;3.13282715e-07;1;0.137537405;3.83194153;R:0,0 S:1,2;1.09121394
sersic;2154251549723;1.52826373;-4.82060391;R:0,0 S:1,2;-5.27734147;32.6681288;galaxySED/Inst.40E07.02Z.spec.gz;8.23509385e-07;2.77972767e-07;1;0.169861004;1.50361822;R:0,0 S:1,2;1.32903135
sersic;2150614307867;1.52727508;-4.81869254;R:0,0 S:1,2;-11.8732303;36.7202276;galaxySED/Exp.32E09.04Z.spec.gz;6.6381024e-06;3.41369051e-06;1;1.36920691;4.11816237;R:0,0 S:1,2;0.571774423
sersic;2151679420443;1.52725262;-4.8184934;R:0,0 S:1,2;-12.5820978;36.8542947;galaxySED/Const.10E10.04Z.spec.gz;3.96908241e-06;3.48324335e-06;1;0.818682015;4.30668941;R:0,0 S:1,2;1.17806935
sersic;2161477543963;1.52591162;-4.81819051;R:0,0 S:1,2;-13.3090077;41.7329774;galaxySED/Inst.16E09.0005Z.spec.gz;1.50208758e-06;1.13141499e-06;1;0.309827805;0.522026345;R:0,0 S:1,2;0.774071872
sersic;2152413058075;1.5268678;-4.81872243;R:0,0 S:1,2;-11.6564654;38.1690772;galaxySED/Exp.20E09.04Z.spec.gz;2.84670826e-06;9.90679454e-07;1;0.587175727;6.21843268;R:0,0 S:1,2;2.20491195
sersic;2160542287899;1.52563126;-4.82536647;R:1,0 S:0,2;12.5271653;40.8003796;galaxySED/Exp.20E09.02Z.spec.gz;7.54808368e-07;3.174594e-07;1;0.155690402;0.960723312;R:1,0 S:0,2;1.07121539
sersic;2162452431899;1.52594268;-4.82508519;R:1,0 S:0,2;11.4337144;39.7622351;galaxySED/Inst.12E07.02Z.spec.gz;8.45104873e-07;1.77143161e-07;1;0.174315393;2.77169343;R:1,0 S:0,2;2.99434781
sersic;2165817321499;1.52803791;-4.82467664;R:1,0 S:0,2;9.40396395;32.3774535;galaxySED/Exp.25E09.04Z.spec.gz;8.55973957e-07;6.57474251e-07;1;0.176557302;4.93567959;R:1,0 S:0,2;1.85905814
sersic;2162658543643;1.52543206;-4.82146507;None;-1.4248478;42.5652389;galaxySED/Const.32E09.02Z.spec.gz;2.0326681e-06;1.78732425e-06;1;0.419267893;1.35421928;R:0,0 S:1,2;2.07745719
sersic;2162413426715;1.52555488;-4.82304484;R:1,0 S:0,2;4.21333708;41.6997919;galaxySED/Exp.20E09.02Z.spec.gz;8.69515739e-07;5.52781657e-07;1;0.179350495;0.370923712;R:1,0 S:0,2;1.18348479
sersic;2154161660955;1.52715358;-4.82317641;R:1,0 S:0,2;4.25597114;35.9454833;galaxySED/Exp.20E09.1Z.spec.gz;1.21213982e-06;3.84817458e-07;1;0.250021785;5.82741724;R:1,0 S:0,2;1.48850131
sersic;2162382012443;1.52654037;-4.82261789;R:1,0 S:0,2;2.415778;38.2896781;galaxySED/Exp.15E07.02Z.spec.gz;1.24743379e-06;5.12476169e-07;1;0.257301688;3.34843771;R:1,0 S:0,2;1.18103611
sersic;2160122753051;1.52630238;-4.82234032;None;1.48328097;39.2158964;galaxySED/Inst.50E09.02Z.spec.gz;6.77602776e-07;5.87910763e-07;1;0.139765605;0.410631577;R:1,0 S:0,2;0.460034907
sersic;2164997101595;1.52595441;-4.82364016;R:1,0 S:0,2;6.24308945;40.1100454;galaxySED/Const.80E09.02Z.spec.gz;1.001995e-06;7.10549714e-07;1;0.206676304;6.27274731;R:1,0 S:0,2;1.56534874
sersic;2151909605403;1.52642718;-4.82401292;R:1,0 S:0,2;7.45419378;38.3183198;galaxySED/Exp.25E09.04Z.spec.gz;3.56008433e-06;2.40875754e-06;1;0.734320104;5.90733498;R:1,0 S:0,2;1.01598561
sersic;2155811196955;1.5274941;-4.82508916;R:1,0 S:0,2;11.0309899;34.2114918;galaxySED/Exp.25E09.04Z.spec.gz;2.93983943e-06;2.80620428e-06;1;0.60638541;4.82836752;R:1,0 S:0,2;1.34826314
sersic;2167575471131;1.52749108;-4.82271419;R:1,0 S:0,2;2.50595758;34.8628585;galaxySED/Exp.16E09.02Z.spec.gz;1.25015416e-06;7.35473504e-07;1;0.257862806;1.99876365;R:1,0 S:0,2;2.89794421
sersic;2165501078555;1.52728463;-4.82143717;R:0,0 S:1,2;-2.02290224;35.9458101;galaxySED/Const.25E09.1Z.spec.gz;1.54502123e-06;6.24475877e-07;1;0.318683505;1.09235564;R:0,0 S:1,2;3.87542486
