-0.500000 0.003583 
-0.490000 0.013120 
-0.480000 0.022602 
-0.470000 0.032027 
-0.460000 0.041391 
-0.450000 0.050691 
-0.440000 0.059925 
-0.430000 0.069087 
-0.420000 0.078175 
-0.410000 0.087184 
-0.400000 0.096109 
-0.390000 0.104946 
-0.380000 0.113690 
-0.370000 0.122334 
-0.360000 0.130873 
-0.350000 0.139300 
-0.340000 0.147608 
-0.330000 0.155789 
-0.320000 0.163836 
-0.310000 0.171739 
-0.300000 0.179487 
-0.290000 0.187071 
-0.280000 0.194479 
-0.270000 0.201696 
-0.260000 0.208710 
-0.250000 0.215503 
-0.240000 0.222059 
-0.230000 0.228357 
-0.220000 0.234376 
-0.210000 0.240091 
-0.200000 0.245473 
-0.190000 0.250490 
-0.180000 0.255107 
-0.170000 0.259282 
-0.160000 0.262966 
-0.150000 0.266102 
-0.140000 0.268623 
-0.130000 0.270451 
-0.120000 0.271489 
-0.110000 0.271620 
-0.100000 0.270698 
-0.090000 0.268538 
-0.080000 0.264899 
-0.070000 0.259461 
-0.060000 0.251777 
-0.050000 0.241196 
-0.040000 0.226709 
-0.030000 0.206584 
-0.020000 0.177366 
-0.010000 0.129825 
0.000000 -nan 
0.010000 -0.129825 
0.020000 -0.177366 
0.030000 -0.206584 
0.040000 -0.226709 
0.050000 -0.241196 
0.060000 -0.251777 
0.070000 -0.259461 
0.080000 -0.264899 
0.090000 -0.268538 
0.100000 -0.270698 
0.110000 -0.271620 
0.120000 -0.271489 
0.130000 -0.270451 
0.140000 -0.268623 
0.150000 -0.266102 
0.160000 -0.262966 
0.170000 -0.259282 
0.180000 -0.255107 
0.190000 -0.250490 
0.200000 -0.245473 
0.210000 -0.240091 
0.220000 -0.234376 
0.230000 -0.228357 
0.240000 -0.222059 
0.250000 -0.215503 
0.260000 -0.208710 
0.270000 -0.201696 
0.280000 -0.194479 
0.290000 -0.187071 
0.300000 -0.179487 
0.310000 -0.171739 
0.320000 -0.163836 
0.330000 -0.155789 
0.340000 -0.147608 
0.350000 -0.139300 
0.360000 -0.130873 
0.370000 -0.122334 
0.380000 -0.113690 
0.390000 -0.104946 
0.400000 -0.096109 
0.410000 -0.087184 
0.420000 -0.078175 
0.430000 -0.069087 
0.440000 -0.059925 
0.450000 -0.050691 
0.460000 -0.041391 
0.470000 -0.032027 
0.480000 -0.022602 
0.490000 -0.013120 
