-0.500000 -0.113080 
-0.490000 -0.104251 
-0.480000 -0.095481 
-0.470000 -0.086774 
-0.460000 -0.078131 
-0.450000 -0.069557 
-0.440000 -0.061053 
-0.430000 -0.052624 
-0.420000 -0.044273 
-0.410000 -0.036003 
-0.400000 -0.027819 
-0.390000 -0.019725 
-0.380000 -0.011726 
-0.370000 -0.003826 
-0.360000 0.003969 
-0.350000 0.011654 
-0.340000 0.019222 
-0.330000 0.026668 
-0.320000 0.033984 
-0.310000 0.041162 
-0.300000 0.048195 
-0.290000 0.055074 
-0.280000 0.061788 
-0.270000 0.068328 
-0.260000 0.074683 
-0.250000 0.080839 
-0.240000 0.086782 
-0.230000 0.092499 
-0.220000 0.097971 
-0.210000 0.103180 
-0.200000 0.108105 
-0.190000 0.112723 
-0.180000 0.117008 
-0.170000 0.120929 
-0.160000 0.124452 
-0.150000 0.127538 
-0.140000 0.130141 
-0.130000 0.132207 
-0.120000 0.133674 
-0.110000 0.134465 
-0.100000 0.134488 
-0.090000 0.133627 
-0.080000 0.131738 
-0.070000 0.128632 
-0.060000 0.124053 
-0.050000 0.117647 
-0.040000 0.108881 
-0.030000 0.096891 
-0.020000 0.080073 
-0.010000 0.054570 
0.000000 -nan 
0.010000 -0.054570 
0.020000 -0.080073 
0.030000 -0.096891 
0.040000 -0.108881 
0.050000 -0.117647 
0.060000 -0.124053 
0.070000 -0.128632 
0.080000 -0.131738 
0.090000 -0.133627 
0.100000 -0.134488 
0.110000 -0.134465 
0.120000 -0.133674 
0.130000 -0.132207 
0.140000 -0.130141 
0.150000 -0.127538 
0.160000 -0.124452 
0.170000 -0.120929 
0.180000 -0.117008 
0.190000 -0.112723 
0.200000 -0.108105 
0.210000 -0.103180 
0.220000 -0.097971 
0.230000 -0.092499 
0.240000 -0.086782 
0.250000 -0.080839 
0.260000 -0.074683 
0.270000 -0.068328 
0.280000 -0.061788 
0.290000 -0.055074 
0.300000 -0.048195 
0.310000 -0.041162 
0.320000 -0.033984 
0.330000 -0.026668 
0.340000 -0.019222 
0.350000 -0.011654 
0.360000 -0.003969 
0.370000 0.003826 
0.380000 0.011726 
0.390000 0.019725 
0.400000 0.027819 
0.410000 0.036003 
0.420000 0.044273 
0.430000 0.052624 
0.440000 0.061053 
0.450000 0.069557 
0.460000 0.078131 
0.470000 0.086774 
0.480000 0.095481 
0.490000 0.104251 
