-0.500000 -0.197223 
-0.489899 -0.188644 
-0.479798 -0.180122 
-0.469697 -0.171660 
-0.459596 -0.163261 
-0.449495 -0.154926 
-0.439394 -0.146659 
-0.429293 -0.138462 
-0.419192 -0.130338 
-0.409091 -0.122291 
-0.398990 -0.114323 
-0.388889 -0.106439 
-0.378788 -0.098641 
-0.368687 -0.090935 
-0.358586 -0.083324 
-0.348485 -0.075812 
-0.338384 -0.068405 
-0.328283 -0.061108 
-0.318182 -0.053925 
-0.308081 -0.046864 
-0.297980 -0.039930 
-0.287879 -0.033131 
-0.277778 -0.026473 
-0.267677 -0.019965 
-0.257576 -0.013615 
-0.247475 -0.007432 
-0.237374 -0.001428 
-0.227273 0.004388 
-0.217172 0.010002 
-0.207071 0.015401 
-0.196970 0.020571 
-0.186869 0.025494 
-0.176768 0.030153 
-0.166667 0.034526 
-0.156566 0.038590 
-0.146465 0.042317 
-0.136364 0.045679 
-0.126263 0.048638 
-0.116162 0.051154 
-0.106061 0.053177 
-0.095960 0.054648 
-0.085859 0.055496 
-0.075758 0.055629 
-0.065657 0.054933 
-0.055556 0.053254 
-0.045455 0.050379 
-0.035354 0.045992 
-0.025253 0.039580 
-0.015152 0.030163 
-0.005051 0.015054 
0.005051 -0.015054 
0.015152 -0.030163 
0.025253 -0.039580 
0.035354 -0.045992 
0.045455 -0.050379 
0.055556 -0.053254 
0.065657 -0.054933 
0.075758 -0.055629 
0.085859 -0.055496 
0.095960 -0.054648 
0.106061 -0.053177 
0.116162 -0.051154 
0.126263 -0.048638 
0.136364 -0.045679 
0.146465 -0.042317 
0.156566 -0.038590 
0.166667 -0.034526 
0.176768 -0.030153 
0.186869 -0.025494 
0.196970 -0.020571 
0.207071 -0.015401 
0.217172 -0.010002 
0.227273 -0.004388 
0.237374 0.001428 
0.247475 0.007432 
0.257576 0.013615 
0.267677 0.019965 
0.277778 0.026473 
0.287879 0.033131 
0.297980 0.039930 
0.308081 0.046864 
0.318182 0.053925 
0.328283 0.061108 
0.338384 0.068405 
0.348485 0.075812 
0.358586 0.083324 
0.368687 0.090935 
0.378788 0.098641 
0.388889 0.106439 
0.398990 0.114323 
0.409091 0.122291 
0.419192 0.130338 
0.429293 0.138462 
0.439394 0.146659 
0.449495 0.154926 
0.459596 0.163261 
0.469697 0.171660 
0.479798 0.180122 
0.489899 0.188644 
