prefix,uniqueId,raPhoSim,decPhoSim,phoSimMagNorm,sedFilepath,redshift,shear1,shear2,kappa,raOffset,decOffset,spatialmodel,majorAxis,minorAxis,positionAngle,sindex,internalExtinctionModel,internalAv,internalRv,galacticExtinctionModel,galacticAv,galacticRv
object,17823339546,53.2923551,-27.5605252,20.1416573,galaxySED/Inst.20E09.02Z.spec.gz,0.548,0,0,0,0,0,sersic2d,1.04636249e-05,8.22776902e-06,-1.94355502,4,CCM,0.0,3.0999999,CCM,0.0213770526,3.1
object,17823342618,52.7222801,-27.2960321,18.2376923,galaxySED/Inst.40E09.02Z.spec.gz,0.25,0,0,0,0,0,sersic2d,1.13429971e-05,8.60986675e-06,2.73626437,4,CCM,0.0,3.0999999,CCM,0.0330160837,3.1
object,17829176346,52.9356843,-27.4287735,18.2376923,galaxySED/Inst.40E09.02Z.spec.gz,0.25,0,0,0,0,0,sersic2d,1.13429971e-05,8.60986675e-06,2.73626437,4,CCM,0.100000001,3.0999999,CCM,0.0312964878,3.1
object,17832086554,52.728121,-27.3354752,23.5223431,galaxySED/Inst.16E09.04Z.spec.gz,1.254,0,0,0,0,0,sersic2d,5.82919192e-06,5.50749124e-06,3.10116559,4,CCM,0.0,3.0999999,CCM,0.0305717177,3.1
object,17834571802,53.0120069,-27.5607637,21.2305912,galaxySED/Inst.25E09.02Z.spec.gz,0.54,0,0,0,0,0,sersic2d,3.30508194e-06,2.36375197e-06,-1.08657864,4,CCM,0.0,3.0999999,CCM,0.027339339,3.1
object,17835368474,53.0149475,-27.364128,21.5276131,galaxySED/Inst.50E09.04Z.spec.gz,0.64,0,0,0,0,0,sersic2d,5.43181585e-06,4.82479304e-06,1.64603538,4,CCM,0.0,3.0999999,CCM,0.0261469124,3.1
object,17837303834,53.3127547,-27.390544,20.1416573,galaxySED/Inst.20E09.02Z.spec.gz,0.548,0,0,0,0,0,sersic2d,1.04636249e-05,8.22776902e-06,-1.94355502,4,CCM,0.100000001,3.0999999,CCM,0.0223601717,3.1
object,17840952346,53.0445717,-27.6207652,21.5223736,galaxySED/Burst.50E09.04Z.spec.gz,0.6,0,0,0,0,0,sersic2d,6.80299898e-06,5.91806828e-06,0.689697746,4,CCM,0.0,3.0999999,CCM,0.0293133243,3.1
object,17844662298,52.7584999,-27.3694243,19.4069828,galaxySED/Inst.25E09.02Z.spec.gz,0.364,0,0,0,0,0,sersic2d,9.36534908e-06,6.65472018e-06,3.10316748,4,CCM,0.0,3.0999999,CCM,0.0289709518,3.1
object,17844666394,53.1694826,-27.3920566,21.858664,galaxySED/Exp.50E09.04Z.spec.gz,0.732,0,0,0,0,0,sersic2d,1.48828097e-05,7.13085419e-06,-2.79608378,4,CCM,0.0,3.0999999,CCM,0.0228598702,3.1
