prefix,uniqueId,raPhoSim,decPhoSim,phoSimMagNorm,sedFilepath,redshift,shear1,shear2,kappa,raOffset,decOffset,spatialmodel,majorAxis,minorAxis,positionAngle,sindex,internalExtinctionModel,internalAv,internalRv,galacticExtinctionModel,galacticAv,galacticRv,twinkles_system,twinkles_img_num,lens_galaxy_uID
object,2798520448026,52.9588215,-27.379516,21.7441196,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,2.81451366e-06,2.04762325e-06,2.11431754,4,CCM,0.100000001,3.0999999,CCM,0.0294858603,3.1,31,1,279852058
object,2798520449050,52.9588494,-27.379202,21.7441196,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,2.81451366e-06,2.04762325e-06,2.11431754,4,CCM,0.100000001,3.0999999,CCM,0.029465719,3.1,31,2,279852058
object,2798520450074,52.958209,-27.3791071,21.7441196,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,2.81451366e-06,2.04762325e-06,2.11431754,4,CCM,0.100000001,3.0999999,CCM,0.029494348,3.1,31,3,279852058
object,2857799737370,53.091095,-27.2309576,21.4280109,galaxySED/Inst.16E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,7.5578252e-06,7.49447918e-06,3.10064149,4,CCM,0.200000003,3.0999999,CCM,0.0218843881,3.1,14,0,285779994
object,2857799738394,53.0914615,-27.2310613,21.4280109,galaxySED/Inst.16E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,7.5578252e-06,7.49447918e-06,3.10064149,4,CCM,0.200000003,3.0999999,CCM,0.02187285,3.1,14,1,285779994
object,3311739404314,53.0189438,-27.6503493,23.6232796,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.7263033e-06,1.71331995e-06,0.615281292,4,CCM,0.200000003,3.0999999,CCM,0.0301178785,3.1,128,0,331173914
object,3311739405338,53.0189768,-27.6501168,23.6232796,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.7263033e-06,1.71331995e-06,0.615281292,4,CCM,0.200000003,3.0999999,CCM,0.0301093254,3.1,128,1,331173914
object,3642798452762,53.0615015,-27.7227608,22.9069099,galaxySED/Burst.40E09.04Z.spec.gz,0.61,0,0,0,0,0,sersic2d,2.97747074e-06,2.08809052e-06,6.21490026,4,CCM,0.200000003,3.0999999,CCM,0.0294273519,3.1,91,0,364279834
object,3642798453786,53.0615963,-27.7224133,22.9069099,galaxySED/Burst.40E09.04Z.spec.gz,0.61,0,0,0,0,0,sersic2d,2.97747074e-06,2.08809052e-06,6.21490026,4,CCM,0.200000003,3.0999999,CCM,0.0294365807,3.1,91,1,364279834
object,3770358276122,53.1622736,-27.434572,24.1653099,galaxySED/Burst.32E09.02Z.spec.gz,0.91,0,0,0,0,0,sersic2d,1.45330703e-06,1.37918296e-06,5.20348281,4,CCM,0.400000006,3.0999999,CCM,0.0251082359,3.1,126,0,377035802
object,3770358277146,53.1625258,-27.4345664,24.1653099,galaxySED/Burst.32E09.02Z.spec.gz,0.91,0,0,0,0,0,sersic2d,1.45330703e-06,1.37918296e-06,5.20348281,4,CCM,0.400000006,3.0999999,CCM,0.0251042892,3.1,126,1,377035802
object,4190905962522,53.0619131,-27.5832092,24.79566,galaxySED/Burst.25E09.02Z.spec.gz,1.57,0,0,0,0,0,sersic2d,1.02651784e-06,9.66335486e-07,2.63507007,4,CCM,0.400000006,3.0999999,CCM,0.0295159451,3.1,401,0,419090458
object,4190905963546,53.0619654,-27.5830666,24.79566,galaxySED/Burst.25E09.02Z.spec.gz,1.57,0,0,0,0,0,sersic2d,1.02651784e-06,9.66335486e-07,2.63507007,4,CCM,0.400000006,3.0999999,CCM,0.0295130938,3.1,401,1,419090458
object,4388301025306,52.9701476,-27.2621243,22.4861298,galaxySED/Burst.50E09.04Z.spec.gz,0.49,0,0,0,0,0,sersic2d,3.67557698e-06,2.77204959e-06,1.58133485,4,CCM,0.100000001,3.0999999,CCM,0.024587258,3.1,55,0,438830106
object,4388301026330,52.9697429,-27.2619793,22.4861298,galaxySED/Burst.50E09.04Z.spec.gz,0.49,0,0,0,0,0,sersic2d,3.67557698e-06,2.77204959e-06,1.58133485,4,CCM,0.100000001,3.0999999,CCM,0.0245846309,3.1,55,1,438830106
object,4462111924250,52.9148975,-27.4644564,21.2578506,galaxySED/Inst.16E09.04Z.spec.gz,1.31,0,0,0,0,0,sersic2d,6.27024287e-06,6.26034791e-06,2.19345697,4,CCM,0.5,3.0999999,CCM,0.031355182,3.1,294,0,446211098
object,4462111925274,52.9148982,-27.4642829,21.2578506,galaxySED/Inst.16E09.04Z.spec.gz,1.31,0,0,0,0,0,sersic2d,6.27024287e-06,6.26034791e-06,2.19345697,4,CCM,0.5,3.0999999,CCM,0.0313641644,3.1,294,1,446211098
object,4951706099738,53.1439834,-27.6892732,28.5000801,galaxySED/Inst.25E09.02Z.spec.gz,1.42,0,0,0,0,0,sersic2d,5.80384031e-07,5.18091788e-07,5.88137129,4,CCM,0.0,3.0999999,CCM,0.0290776987,3.1,122,0,495170586
object,4951706100762,53.144245,-27.6891876,28.5000801,galaxySED/Inst.25E09.02Z.spec.gz,1.42,0,0,0,0,0,sersic2d,5.80384031e-07,5.18091788e-07,5.88137129,4,CCM,0.0,3.0999999,CCM,0.029076821,3.1,122,1,495170586
object,4951788404762,53.2563245,-27.2703267,28.5000801,galaxySED/Inst.25E09.02Z.spec.gz,1.49,0,0,0,0,0,sersic2d,5.80384031e-07,5.18091788e-07,5.88137129,4,CCM,0.0,3.0999999,CCM,0.0240143826,3.1,216,0,495178778
object,4951788405786,53.2558477,-27.2699999,28.5000801,galaxySED/Inst.25E09.02Z.spec.gz,1.49,0,0,0,0,0,sersic2d,5.80384031e-07,5.18091788e-07,5.88137129,4,CCM,0.0,3.0999999,CCM,0.0239996523,3.1,216,1,495178778
object,4951788406810,53.2566567,-27.2697659,28.5000801,galaxySED/Inst.25E09.02Z.spec.gz,1.49,0,0,0,0,0,sersic2d,5.80384031e-07,5.18091788e-07,5.88137129,4,CCM,0.0,3.0999999,CCM,0.0240434971,3.1,216,2,495178778
object,4951788407834,53.2559574,-27.2694928,28.5000801,galaxySED/Inst.25E09.02Z.spec.gz,1.49,0,0,0,0,0,sersic2d,5.80384031e-07,5.18091788e-07,5.88137129,4,CCM,0.0,3.0999999,CCM,0.0240171646,3.1,216,3,495178778
object,6895647969306,53.1816584,-27.3499207,22.6723595,galaxySED/Burst.40E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,3.17699514e-06,2.54077994e-06,1.95076883,4,CCM,0.200000003,3.0999999,CCM,0.0209592991,3.1,305,0,689564698
object,6895647970330,53.1814288,-27.3497156,22.6723595,galaxySED/Burst.40E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,3.17699514e-06,2.54077994e-06,1.95076883,4,CCM,0.200000003,3.0999999,CCM,0.0209460362,3.1,305,1,689564698
object,7297218994202,52.9002035,-27.2826289,24.3817806,galaxySED/Inst.50E09.04Z.spec.gz,0.55,0,0,0,0,0,sersic2d,7.76089744e-07,7.60005592e-07,6.1018283,4,CCM,0.200000003,3.0999999,CCM,0.0273586734,3.1,106,0,729721882
object,7297218995226,52.9000079,-27.2825386,24.3817806,galaxySED/Inst.50E09.04Z.spec.gz,0.55,0,0,0,0,0,sersic2d,7.76089744e-07,7.60005592e-07,6.1018283,4,CCM,0.200000003,3.0999999,CCM,0.0273716922,3.1,106,1,729721882
object,7323228532762,53.0653027,-27.4795873,23.4664497,galaxySED/Burst.50E09.04Z.spec.gz,0.61,0,0,0,0,0,sersic2d,1.79585757e-06,1.1586184e-06,0.962228065,4,CCM,0.200000003,3.0999999,CCM,0.0288995746,3.1,91,0,732322842
object,7323228533786,53.0653973,-27.4792399,23.4664497,galaxySED/Burst.50E09.04Z.spec.gz,0.61,0,0,0,0,0,sersic2d,1.79585757e-06,1.1586184e-06,0.962228065,4,CCM,0.200000003,3.0999999,CCM,0.0289045695,3.1,91,1,732322842
object,213934178331,53.0540495,-27.7031514,25.8591595,galaxySED/Burst.16E09.04Z.spec.gz,0.48,0,0,0,0,0,sersic2d,1.88784832e-05,1.6313636e-05,5.34746715,1,CCM,0.0,3.0999999,CCM,0.0297840896,3.1,24,0,21393434
object,213934179355,53.0535034,-27.7027614,25.8591595,galaxySED/Burst.16E09.04Z.spec.gz,0.48,0,0,0,0,0,sersic2d,1.88784832e-05,1.6313636e-05,5.34746715,1,CCM,0.0,3.0999999,CCM,0.0297908501,3.1,24,1,21393434
object,233595183131,53.0845636,-27.7071607,27.1754894,galaxySED/Inst.12E09.1Z.spec.gz,0.66,0,0,0,0,0,sersic2d,1.14262679e-06,4.37491503e-07,5.66837539,1,CCM,0.5,3.0999999,CCM,0.0291974188,3.1,74,0,23359514
object,233595184155,53.0848629,-27.7070388,27.1754894,galaxySED/Inst.12E09.1Z.spec.gz,0.66,0,0,0,0,0,sersic2d,1.14262679e-06,4.37491503e-07,5.66837539,1,CCM,0.5,3.0999999,CCM,0.0291953913,3.1,74,1,23359514
object,485837983771,52.7852671,-27.3049744,27.1330395,galaxySED/Inst.80E08.1Z.spec.gz,0.75,0,0,0,0,0,sersic2d,1.3172575e-05,7.06500747e-06,1.53575179,1,CCM,0.300000012,3.0999999,CCM,0.0323890646,3.1,289,0,48583706
object,485837984795,52.785405,-27.3047584,27.1330395,galaxySED/Inst.80E08.1Z.spec.gz,0.75,0,0,0,0,0,sersic2d,1.3172575e-05,7.06500747e-06,1.53575179,1,CCM,0.300000012,3.0999999,CCM,0.0324020928,3.1,289,1,48583706
object,551311822875,52.9698592,-27.4223216,24.0119896,galaxySED/Burst.12E09.04Z.spec.gz,0.69,0,0,0,0,0,sersic2d,1.38127451e-05,8.62023749e-06,3.45170604,1,CCM,0.200000003,3.0999999,CCM,0.029659447,3.1,113,0,55131162
object,551311823899,52.9698249,-27.4218699,24.0119896,galaxySED/Burst.12E09.04Z.spec.gz,0.69,0,0,0,0,0,sersic2d,1.38127451e-05,8.62023749e-06,3.45170604,1,CCM,0.200000003,3.0999999,CCM,0.0296702432,3.1,113,1,55131162
object,785592844315,52.8999497,-27.2822353,21.2525902,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.03956712e-06,2.80337409e-06,2.97193225,1,CCM,0.300000012,3.0999999,CCM,0.0273737212,3.1,128,0,78559258
object,785592845339,52.8999826,-27.2820029,21.2525902,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.03956712e-06,2.80337409e-06,2.97193225,1,CCM,0.300000012,3.0999999,CCM,0.0273699098,3.1,128,1,78559258
object,794901004315,53.1286616,-27.5013202,21.5362396,galaxySED/Burst.12E09.1Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.57254071e-06,4.32452816e-07,3.10744347,1,CCM,0.699999988,3.0999999,CCM,0.0289850424,3.1,128,0,79490074
object,794901005339,53.1286946,-27.5010877,21.5362396,galaxySED/Burst.12E09.1Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.57254071e-06,4.32452816e-07,3.10744347,1,CCM,0.699999988,3.0999999,CCM,0.0289777738,3.1,128,1,79490074
object,957522223131,52.8529172,-27.2307831,21.0812607,galaxySED/Inst.25E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,7.00493666e-06,3.07815042e-06,3.15319791,1,CCM,0.400000006,3.0999999,CCM,0.0282781287,3.1,74,0,95752218
object,957522224155,52.8532153,-27.2306612,21.0812607,galaxySED/Inst.25E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,7.00493666e-06,3.07815042e-06,3.15319791,1,CCM,0.400000006,3.0999999,CCM,0.0282520423,3.1,74,1,95752218
object,1257605247003,53.14141,-27.6883038,24.8221798,galaxySED/Exp.50E09.25Z.spec.gz,0.62,0,0,0,0,0,sersic2d,4.07647324e-07,2.38819697e-07,1.60091828,1,CCM,0.300000012,3.0999999,CCM,0.0291211843,3.1,31,0,125760538
object,1257605248027,53.142099,-27.6880146,24.8221798,galaxySED/Exp.50E09.25Z.spec.gz,0.62,0,0,0,0,0,sersic2d,4.07647324e-07,2.38819697e-07,1.60091828,1,CCM,0.300000012,3.0999999,CCM,0.0291202468,3.1,31,1,125760538
object,1257605249051,53.1421269,-27.6877006,24.8221798,galaxySED/Exp.50E09.25Z.spec.gz,0.62,0,0,0,0,0,sersic2d,4.07647324e-07,2.38819697e-07,1.60091828,1,CCM,0.300000012,3.0999999,CCM,0.0291261058,3.1,31,2,125760538
object,1257605250075,53.1414848,-27.6876057,24.8221798,galaxySED/Exp.50E09.25Z.spec.gz,0.62,0,0,0,0,0,sersic2d,4.07647324e-07,2.38819697e-07,1.60091828,1,CCM,0.300000012,3.0999999,CCM,0.0291340954,3.1,31,3,125760538
object,1302364684315,53.0179663,-27.5841587,28.7725792,galaxySED/Inst.16E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,2.23643634e-06,1.14628763e-06,0.306174176,1,CCM,0.300000012,3.0999999,CCM,0.0279746372,3.1,128,0,130236442
object,1302364685339,53.0179992,-27.5839262,28.7725792,galaxySED/Inst.16E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,2.23643634e-06,1.14628763e-06,0.306174176,1,CCM,0.300000012,3.0999999,CCM,0.0279706479,3.1,128,1,130236442
object,1370163503131,53.2361591,-27.4599774,20.55266,galaxySED/Inst.10E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,8.3272967e-06,1.87137405e-06,6.16855167,1,CCM,0.899999976,3.0999999,CCM,0.0202733664,3.1,74,0,137016346
object,1370163504155,53.2364578,-27.4598554,20.55266,galaxySED/Inst.10E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,8.3272967e-06,1.87137405e-06,6.16855167,1,CCM,0.899999976,3.0999999,CCM,0.0202509512,3.1,74,1,137016346
object,2098411823131,52.9744219,-27.6449595,24.3537407,galaxySED/Burst.40E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,8.4998943e-07,5.33962643e-07,3.62180427,1,CCM,0.200000003,3.0999999,CCM,0.0281851191,3.1,74,0,209841178
object,2098411824155,52.9747211,-27.6448375,24.3537407,galaxySED/Burst.40E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,8.4998943e-07,5.33962643e-07,3.62180427,1,CCM,0.200000003,3.0999999,CCM,0.0281894173,3.1,74,1,209841178
object,2136914047003,52.8403213,-27.2090802,21.6255703,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,7.27582141e-06,3.2551885e-06,1.89308356,1,CCM,0.400000006,3.0999999,CCM,0.0288041799,3.1,31,0,213691418
object,2136914048027,52.8410074,-27.208791,21.6255703,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,7.27582141e-06,3.2551885e-06,1.89308356,1,CCM,0.400000006,3.0999999,CCM,0.0287374859,3.1,31,1,213691418
object,2136914049051,52.8410352,-27.208477,21.6255703,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,7.27582141e-06,3.2551885e-06,1.89308356,1,CCM,0.400000006,3.0999999,CCM,0.0287073038,3.1,31,2,213691418
object,2136914050075,52.8403958,-27.2083821,21.6255703,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,7.27582141e-06,3.2551885e-06,1.89308356,1,CCM,0.400000006,3.0999999,CCM,0.0287363975,3.1,31,3,213691418
object,2379735674907,53.1736042,-27.5307338,22.8836803,galaxySED/Inst.20E09.1Z.spec.gz,0.86,0,0,0,0,0,sersic2d,9.36270244e-07,3.27465471e-07,3.4431059,1,CCM,0.600000024,3.0999999,CCM,0.0271543745,3.1,155,0,237973530
