prefix,uniqueId,raPhoSim,decPhoSim,phoSimMagNorm,sedFilepath,redshift,shear1,shear2,kappa,raOffset,decOffset,spatialmodel,majorAxis,minorAxis,positionAngle,sindex,internalExtinctionModel,internalAv,internalRv,galacticExtinctionModel,galacticAv,galacticRv,twinkles_system,twinkles_img_num,lens_galaxy_uID
object,19624450109466,52.8225137,-27.2814511,26.4074192,galaxySED/Inst.20E09.02Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.0100763e-06,1.00853464e-06,1.9148818,4,CCM,0.300000012,3.0999999,CCM,0.0342386882,3.1,515,0,1962444826
object,19624450110490,52.8224257,-27.2812652,26.4074192,galaxySED/Inst.20E09.02Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.0100763e-06,1.00853464e-06,1.9148818,4,CCM,0.300000012,3.0999999,CCM,0.0342452979,3.1,515,1,1962444826
object,19946035519514,53.2409444,-27.2254785,24.0191002,galaxySED/Exp.25E09.04Z.spec.gz,1.97,0,0,0,0,0,sersic2d,3.09127522e-06,3.09080506e-06,5.63940659,4,CCM,0.0,3.0999999,CCM,0.0240337862,3.1,78,0,1994603546
object,19946035520538,53.2405574,-27.2251613,24.0191002,galaxySED/Exp.25E09.04Z.spec.gz,1.97,0,0,0,0,0,sersic2d,3.09127522e-06,3.09080506e-06,5.63940659,4,CCM,0.0,3.0999999,CCM,0.024013425,3.1,78,1,1994603546
object,20034993156122,53.1680509,-27.703483,24.3156605,galaxySED/Burst.20E09.04Z.spec.gz,2.41,0,0,0,0,0,sersic2d,2.28444794e-06,2.24357379e-06,0.196436992,4,CCM,0.100000001,3.0999999,CCM,0.0285689671,3.1,751,0,2003499034
object,20034993157146,53.1681841,-27.7033324,24.3156605,galaxySED/Burst.20E09.04Z.spec.gz,2.41,0,0,0,0,0,sersic2d,2.28444794e-06,2.24357379e-06,0.196436992,4,CCM,0.100000001,3.0999999,CCM,0.028570124,3.1,751,1,2003499034
object,21586831884314,52.7474121,-27.26361,25.8603992,galaxySED/Burst.25E09.02Z.spec.gz,0.62,0,0,0,0,0,sersic2d,6.64625284e-07,6.30742584e-07,4.18754198,4,CCM,0.600000024,3.0999999,CCM,0.0338503474,3.1,128,0,2158683162
object,21586831885338,52.747445,-27.2633775,25.8603992,galaxySED/Burst.25E09.02Z.spec.gz,0.62,0,0,0,0,0,sersic2d,6.64625284e-07,6.30742584e-07,4.18754198,4,CCM,0.600000024,3.0999999,CCM,0.0338483039,3.1,128,1,2158683162
object,21686651007002,53.1740428,-27.6690131,26.3675499,galaxySED/Inst.25E09.02Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.16508874e-07,5.123414e-07,5.06621177,4,CCM,0.5,3.0999999,CCM,0.0280416081,3.1,31,0,2168665114
object,21686651008026,53.1747317,-27.6687239,26.3675499,galaxySED/Inst.25E09.02Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.16508874e-07,5.123414e-07,5.06621177,4,CCM,0.5,3.0999999,CCM,0.0280165084,3.1,31,1,2168665114
object,21686651009050,53.1747597,-27.6684099,26.3675499,galaxySED/Inst.25E09.02Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.16508874e-07,5.123414e-07,5.06621177,4,CCM,0.5,3.0999999,CCM,0.0280177419,3.1,31,2,2168665114
object,21686651010074,53.1741176,-27.668315,26.3675499,galaxySED/Inst.25E09.02Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.16508874e-07,5.123414e-07,5.06621177,4,CCM,0.5,3.0999999,CCM,0.0280438847,3.1,31,3,2168665114
object,21758535790618,52.9197729,-27.4277898,23.1709995,galaxySED/Inst.12E09.02Z.spec.gz,1.54,0,0,0,0,0,sersic2d,2.90852735e-06,2.8142949e-06,4.11559908,4,CCM,0.400000006,3.0999999,CCM,0.0338134239,3.1,27,0,2175853594
object,21758535791642,52.920295,-27.4269557,23.1709995,galaxySED/Inst.12E09.02Z.spec.gz,1.54,0,0,0,0,0,sersic2d,2.90852735e-06,2.8142949e-06,4.11559908,4,CCM,0.400000006,3.0999999,CCM,0.0337807961,3.1,27,1,2175853594
object,14512602247195,53.1650045,-27.1955116,23.7065907,galaxySED/Exp.20E09.1Z.spec.gz,2.06,0,0,0,0,0,sersic2d,4.21594121e-06,3.43206476e-06,0.197495915,1,CCM,0.100000001,3.0999999,CCM,0.0216301842,3.1,783,0,1451259930
object,14512602248219,53.1651639,-27.1954627,23.7065907,galaxySED/Exp.20E09.1Z.spec.gz,2.06,0,0,0,0,0,sersic2d,4.21594121e-06,3.43206476e-06,0.197495915,1,CCM,0.100000001,3.0999999,CCM,0.0216351821,3.1,783,1,1451259930
object,15328051519515,52.8874509,-27.6644602,23.8185406,galaxySED/Inst.50E07.02Z.spec.gz,1.97,0,0,0,0,0,sersic2d,5.31959608e-06,2.91567043e-06,3.27156317,1,CCM,0.300000012,3.0999999,CCM,0.0246820193,3.1,78,0,1532805146
object,15328051520539,52.8870624,-27.664143,23.8185406,galaxySED/Inst.50E07.02Z.spec.gz,1.97,0,0,0,0,0,sersic2d,5.31959608e-06,2.91567043e-06,3.27156317,1,CCM,0.300000012,3.0999999,CCM,0.0246974462,3.1,78,1,1532805146
object,15513426296859,52.9109956,-27.2660269,22.7302208,galaxySED/Inst.20E09.04Z.spec.gz,1.18,0,0,0,0,0,sersic2d,4.52923367e-06,1.31622214e-06,1.82940179,1,CCM,0.699999988,3.0999999,CCM,0.0258764943,3.1,92,0,1551342618
object,15513426297883,52.9110263,-27.2654982,22.7302208,galaxySED/Inst.20E09.04Z.spec.gz,1.18,0,0,0,0,0,sersic2d,4.52923367e-06,1.31622214e-06,1.82940179,1,CCM,0.699999988,3.0999999,CCM,0.025852448,3.1,92,1,1551342618
object,15629179510811,52.787737,-27.6356036,23.2502403,galaxySED/Burst.20E09.04Z.spec.gz,1.07,0,0,0,0,0,sersic2d,4.08722031e-06,2.51109043e-06,2.65119604,1,CCM,0.200000003,3.0999999,CCM,0.0281054873,3.1,154,0,1562917914
object,15629179511835,52.787136,-27.6354547,23.2502403,galaxySED/Burst.20E09.04Z.spec.gz,1.07,0,0,0,0,0,sersic2d,4.08722031e-06,2.51109043e-06,2.65119604,1,CCM,0.200000003,3.0999999,CCM,0.0281141029,3.1,154,1,1562917914
object,15649466429467,53.2589402,-27.3399159,22.6508007,galaxySED/Burst.16E09.1Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.33201834e-06,4.87478692e-07,4.04375845,1,CCM,0.5,3.0999999,CCM,0.022651864,3.1,515,0,1564946458
object,15649466430491,53.2588522,-27.33973,22.6508007,galaxySED/Burst.16E09.1Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.33201834e-06,4.87478692e-07,4.04375845,1,CCM,0.5,3.0999999,CCM,0.0226524849,3.1,515,1,1564946458
object,16800471343131,52.7808805,-27.4353915,24.3913307,galaxySED/Burst.40E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,1.34769331e-06,9.4210595e-07,0.2597263,1,CCM,0.200000003,3.0999999,CCM,0.0296309581,3.1,74,0,1680047130
object,16800471344155,52.7811791,-27.4352696,24.3913307,galaxySED/Burst.40E09.04Z.spec.gz,0.66,0,0,0,0,0,sersic2d,1.34769331e-06,9.4210595e-07,0.2597263,1,CCM,0.200000003,3.0999999,CCM,0.0296403078,3.1,74,1,1680047130
object,18375711395867,53.1102826,-27.5595302,27.1867599,galaxySED/Inst.16E09.04Z.spec.gz,1.34,0,0,0,0,0,sersic2d,4.27168756e-06,3.36529444e-06,1.68714704,1,CCM,0.100000001,3.0999999,CCM,0.030917141,3.1,165,0,1837571098
object,18375711396891,53.1102251,-27.559147,27.1867599,galaxySED/Inst.16E09.04Z.spec.gz,1.34,0,0,0,0,0,sersic2d,4.27168756e-06,3.36529444e-06,1.68714704,1,CCM,0.100000001,3.0999999,CCM,0.0309177815,3.1,165,1,1837571098
object,18375732842523,52.80041,-27.5623532,27.1867599,galaxySED/Inst.16E09.04Z.spec.gz,1.57,0,0,0,0,0,sersic2d,4.27168756e-06,3.36529444e-06,1.68714704,1,CCM,0.100000001,3.0999999,CCM,0.0307406088,3.1,401,0,1837573146
object,18375732843547,52.8004623,-27.5622107,27.1867599,galaxySED/Inst.16E09.04Z.spec.gz,1.57,0,0,0,0,0,sersic2d,4.27168756e-06,3.36529444e-06,1.68714704,1,CCM,0.100000001,3.0999999,CCM,0.0307444047,3.1,401,1,1837573146
object,19624450109467,52.8225137,-27.2814511,23.0809307,galaxySED/Const.50E09.25Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.23293305e-06,2.90283638e-07,1.9148818,1,CCM,0.899999976,3.0999999,CCM,0.0342386882,3.1,515,0,1962444826
object,19624450110491,52.8224257,-27.2812652,23.0809307,galaxySED/Const.50E09.25Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.23293305e-06,2.90283638e-07,1.9148818,1,CCM,0.899999976,3.0999999,CCM,0.0342452979,3.1,515,1,1962444826
object,19946035519515,53.2409444,-27.2254785,26.7031708,galaxySED/Const.10E10.25Z.spec.gz,1.97,0,0,0,0,0,sersic2d,3.3797865e-07,7.16656431e-08,5.63940659,1,CCM,0.899999976,3.0999999,CCM,0.0240337862,3.1,78,0,1994603546
object,19946035520539,53.2405574,-27.2251613,26.7031708,galaxySED/Const.10E10.25Z.spec.gz,1.97,0,0,0,0,0,sersic2d,3.3797865e-07,7.16656431e-08,5.63940659,1,CCM,0.899999976,3.0999999,CCM,0.024013425,3.1,78,1,1994603546
object,20034993156123,53.1680509,-27.703483,24.0765591,galaxySED/Exp.20E09.1Z.spec.gz,2.41,0,0,0,0,0,sersic2d,4.62820698e-06,3.78778778e-06,0.196436992,1,CCM,0.100000001,3.0999999,CCM,0.0285689671,3.1,751,0,2003499034
object,20034993157147,53.1681841,-27.7033324,24.0765591,galaxySED/Exp.20E09.1Z.spec.gz,2.41,0,0,0,0,0,sersic2d,4.62820698e-06,3.78778778e-06,0.196436992,1,CCM,0.100000001,3.0999999,CCM,0.028570124,3.1,751,1,2003499034
object,21586831884315,52.7474121,-27.26361,24.5166702,galaxySED/Burst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.95672645e-07,3.11104953e-07,4.18754198,1,CCM,0.300000012,3.0999999,CCM,0.0338503474,3.1,128,0,2158683162
object,21586831885339,52.747445,-27.2633775,24.5166702,galaxySED/Burst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,5.95672645e-07,3.11104953e-07,4.18754198,1,CCM,0.300000012,3.0999999,CCM,0.0338483039,3.1,128,1,2158683162
object,21686651007003,53.1740428,-27.6690131,24.4144001,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.88292222e-06,9.4853795e-07,5.06621177,1,CCM,0.300000012,3.0999999,CCM,0.0280416081,3.1,31,0,2168665114
object,21686651008027,53.1747317,-27.6687239,24.4144001,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.88292222e-06,9.4853795e-07,5.06621177,1,CCM,0.300000012,3.0999999,CCM,0.0280165084,3.1,31,1,2168665114
object,21686651009051,53.1747597,-27.6684099,24.4144001,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.88292222e-06,9.4853795e-07,5.06621177,1,CCM,0.300000012,3.0999999,CCM,0.0280177419,3.1,31,2,2168665114
object,21686651010075,53.1741176,-27.668315,24.4144001,galaxySED/Inst.40E09.04Z.spec.gz,0.62,0,0,0,0,0,sersic2d,1.88292222e-06,9.4853795e-07,5.06621177,1,CCM,0.300000012,3.0999999,CCM,0.0280438847,3.1,31,3,2168665114
object,21758535790619,52.9197729,-27.4277898,25.0078297,galaxySED/Inst.12E07.25Z.spec.gz,1.54,0,0,0,0,0,sersic2d,6.93994322e-07,1.61454593e-07,4.11559908,1,CCM,0.899999976,3.0999999,CCM,0.0338134239,3.1,27,0,2175853594
object,21758535791643,52.920295,-27.4269557,25.0078297,galaxySED/Inst.12E07.25Z.spec.gz,1.54,0,0,0,0,0,sersic2d,6.93994322e-07,1.61454593e-07,4.11559908,1,CCM,0.899999976,3.0999999,CCM,0.0337807961,3.1,27,1,2175853594
object,22156258639898,53.1450828,-27.218841,23.1862202,galaxySED/Inst.12E09.02Z.spec.gz,1.57,0,0,0,0,0,sersic2d,2.88875447e-06,2.7069524e-06,2.70865987,4,CCM,0.100000001,3.0999999,CCM,0.0202328201,3.1,332,0,2215625754
object,22156258640922,53.144914,-27.2185623,23.1862202,galaxySED/Inst.12E09.02Z.spec.gz,1.57,0,0,0,0,0,sersic2d,2.88875447e-06,2.7069524e-06,2.70865987,4,CCM,0.100000001,3.0999999,CCM,0.0202486622,3.1,332,1,2215625754
object,22832322617370,52.9606092,-27.6574468,24.9791908,galaxySED/Burst.20E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,1.70309079e-06,1.70208922e-06,5.93014655,4,CCM,0.0,3.0999999,CCM,0.0300984701,3.1,14,0,2283232282
object,22832322618394,52.9609771,-27.6575505,24.9791908,galaxySED/Burst.20E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,1.70309079e-06,1.70208922e-06,5.93014655,4,CCM,0.0,3.0999999,CCM,0.0301407138,3.1,14,1,2283232282
object,23078698098714,53.0257038,-27.6720605,23.8818302,galaxySED/Inst.16E09.04Z.spec.gz,1.59,0,0,0,0,0,sersic2d,4.89261472e-06,4.61348128e-06,6.0667827,4,CCM,0.200000003,3.0999999,CCM,0.0312342937,3.1,278,0,2307869722
object,23078698099738,53.0258456,-27.6718325,23.8818302,galaxySED/Inst.16E09.04Z.spec.gz,1.59,0,0,0,0,0,sersic2d,4.89261472e-06,4.61348128e-06,6.0667827,4,CCM,0.200000003,3.0999999,CCM,0.0312333158,3.1,278,1,2307869722
object,23265218875418,52.7490378,-27.3067562,24.5719204,galaxySED/Inst.25E09.04Z.spec.gz,1.52,0,0,0,0,0,sersic2d,1.47753946e-06,1.39798113e-06,3.88117539,4,CCM,0.300000012,3.0999999,CCM,0.0324962556,3.1,77,0,2326521882
object,23265218876442,52.7484631,-27.3065593,24.5719204,galaxySED/Inst.25E09.04Z.spec.gz,1.52,0,0,0,0,0,sersic2d,1.47753946e-06,1.39798113e-06,3.88117539,4,CCM,0.300000012,3.0999999,CCM,0.0325106987,3.1,77,1,2326521882
object,23753135505434,52.9783811,-27.6284821,24.21838,galaxySED/Burst.40E09.04Z.spec.gz,1.87,0,0,0,0,0,sersic2d,2.06479769e-06,2.0647711e-06,2.23215763,4,CCM,0.200000003,3.0999999,CCM,0.0274367655,3.1,348,0,2375313434
object,23753135506458,52.9779191,-27.6285241,24.21838,galaxySED/Burst.40E09.04Z.spec.gz,1.87,0,0,0,0,0,sersic2d,2.06479769e-06,2.0647711e-06,2.23215763,4,CCM,0.200000003,3.0999999,CCM,0.0274224991,3.1,348,1,2375313434
object,24537958580250,52.7099213,-27.4037782,24.9493504,galaxySED/Burst.32E09.02Z.spec.gz,0.8,0,0,0,0,0,sersic2d,1.96128074e-06,1.73797615e-06,0.207685036,4,CCM,0.400000006,3.0999999,CCM,0.0277443543,3.1,44,0,2453795866
object,24537958581274,52.7101438,-27.4035004,24.9493504,galaxySED/Burst.32E09.02Z.spec.gz,0.8,0,0,0,0,0,sersic2d,1.96128074e-06,1.73797615e-06,0.207685036,4,CCM,0.400000006,3.0999999,CCM,0.0277534071,3.1,44,1,2453795866
object,25132237119514,53.2572842,-27.237825,27.9174099,galaxySED/Burst.25E09.02Z.spec.gz,1.97,0,0,0,0,0,sersic2d,8.82580067e-07,8.72696159e-07,0.14559773,4,CCM,0.200000003,3.0999999,CCM,0.024916641,3.1,78,0,2513223706
object,25132237120538,53.2568972,-27.2375078,27.9174099,galaxySED/Burst.25E09.02Z.spec.gz,1.97,0,0,0,0,0,sersic2d,8.82580067e-07,8.72696159e-07,0.14559773,4,CCM,0.200000003,3.0999999,CCM,0.024895875,3.1,78,1,2513223706
object,25553121636378,53.0839133,-27.1480723,25.7460709,galaxySED/Burst.32E09.02Z.spec.gz,0.82,0,0,0,0,0,sersic2d,5.16329495e-07,4.19266867e-07,3.87606372,4,CCM,0.300000012,3.0999999,CCM,0.0231825803,3.1,87,0,2555312154
object,25553121637402,53.0840649,-27.148124,25.7460709,galaxySED/Burst.32E09.02Z.spec.gz,0.82,0,0,0,0,0,sersic2d,5.16329495e-07,4.19266867e-07,3.87606372,4,CCM,0.300000012,3.0999999,CCM,0.0231821277,3.1,87,1,2555312154
object,25751247556634,53.3076683,-27.3212151,27.5289402,galaxySED/Burst.25E09.02Z.spec.gz,2.06,0,0,0,0,0,sersic2d,1.75653043e-06,1.66650152e-06,2.76589173,4,CCM,0.400000006,3.0999999,CCM,0.023838835,3.1,673,0,2575124506
object,25751247557658,53.3078756,-27.321282,27.5289402,galaxySED/Burst.25E09.02Z.spec.gz,2.06,0,0,0,0,0,sersic2d,1.75653043e-06,1.66650152e-06,2.76589173,4,CCM,0.400000006,3.0999999,CCM,0.0238399825,3.1,673,1,2575124506
object,25753336651802,53.0157589,-27.2841278,29.5272598,galaxySED/Inst.20E09.02Z.spec.gz,2.71,0,0,0,0,0,sersic2d,7.15231052e-07,5.68375208e-07,5.82939278,4,CCM,0.100000001,3.0999999,CCM,0.024675197,3.1,706,0,2575333402
object,25753336652826,53.015476,-27.2836291,29.5272598,galaxySED/Inst.20E09.02Z.spec.gz,2.71,0,0,0,0,0,sersic2d,7.15231052e-07,5.68375208e-07,5.82939278,4,CCM,0.100000001,3.0999999,CCM,0.024668642,3.1,706,1,2575333402
object,25753336653850,53.0161049,-27.2838133,29.5272598,galaxySED/Inst.20E09.02Z.spec.gz,2.71,0,0,0,0,0,sersic2d,7.15231052e-07,5.68375208e-07,5.82939278,4,CCM,0.100000001,3.0999999,CCM,0.024664672,3.1,706,2,2575333402
object,25753336654874,53.0160393,-27.2835348,29.5272598,galaxySED/Inst.20E09.02Z.spec.gz,2.71,0,0,0,0,0,sersic2d,7.15231052e-07,5.68375208e-07,5.82939278,4,CCM,0.100000001,3.0999999,CCM,0.024659879,3.1,706,3,2575333402
object,26111785263130,53.1735777,-27.5808622,26.2336407,galaxySED/Inst.50E09.02Z.spec.gz,0.66,0,0,0,0,0,sersic2d,9.77289383e-07,9.67366681e-07,1.19670835,4,CCM,0.100000001,3.0999999,CCM,0.0286311218,3.1,74,0,2611178522
object,26111785264154,53.1738768,-27.5807403,26.2336407,galaxySED/Inst.50E09.02Z.spec.gz,0.66,0,0,0,0,0,sersic2d,9.77289383e-07,9.67366681e-07,1.19670835,4,CCM,0.100000001,3.0999999,CCM,0.0286169152,3.1,74,1,2611178522
object,26652744515610,53.0658829,-27.5865151,24.0251694,galaxySED/Burst.32E09.04Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.56729255e-06,1.56400695e-06,5.60363075,4,CCM,0.100000001,3.0999999,CCM,0.0296165182,3.1,204,0,2665274394
object,26652744516634,53.0662591,-27.586316,24.0251694,galaxySED/Burst.32E09.04Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.56729255e-06,1.56400695e-06,5.60363075,4,CCM,0.100000001,3.0999999,CCM,0.0296244185,3.1,204,1,2665274394
object,26652744517658,53.0657211,-27.5862982,24.0251694,galaxySED/Burst.32E09.04Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.56729255e-06,1.56400695e-06,5.60363075,4,CCM,0.100000001,3.0999999,CCM,0.029608174,3.1,204,2,2665274394
object,26652744518682,53.0659897,-27.5860235,24.0251694,galaxySED/Burst.32E09.04Z.spec.gz,1.44,0,0,0,0,0,sersic2d,1.56729255e-06,1.56400695e-06,5.60363075,4,CCM,0.100000001,3.0999999,CCM,0.0296116468,3.1,204,3,2665274394
object,27245824720922,53.2410139,-27.6061522,24.5586891,galaxySED/Inst.16E09.04Z.spec.gz,0.74,0,0,0,0,0,sersic2d,1.44429098e-06,1.19513508e-06,5.80103224,4,CCM,0.0,3.0999999,CCM,0.0221808075,3.1,176,0,2724582426
object,27245824721946,53.2406611,-27.605978,24.5586891,galaxySED/Inst.16E09.04Z.spec.gz,0.74,0,0,0,0,0,sersic2d,1.44429098e-06,1.19513508e-06,5.80103224,4,CCM,0.0,3.0999999,CCM,0.0222148317,3.1,176,1,2724582426
object,27246421110810,52.9342719,-27.7033598,23.64641,galaxySED/Exp.32E09.04Z.spec.gz,2.62,0,0,0,0,0,sersic2d,7.22113124e-06,6.41332421e-06,1.76394768,4,CCM,0.100000001,3.0999999,CCM,0.0256356797,3.1,779,0,2724641818
object,27246421111834,52.93439,-27.7032655,23.64641,galaxySED/Exp.32E09.04Z.spec.gz,2.62,0,0,0,0,0,sersic2d,7.22113124e-06,6.41332421e-06,1.76394768,4,CCM,0.100000001,3.0999999,CCM,0.025643957,3.1,779,1,2724641818
object,27246421112858,52.9341996,-27.7032403,23.64641,galaxySED/Exp.32E09.04Z.spec.gz,2.62,0,0,0,0,0,sersic2d,7.22113124e-06,6.41332421e-06,1.76394768,4,CCM,0.100000001,3.0999999,CCM,0.0256358619,3.1,779,2,2724641818
object,27246421113882,52.9343188,-27.7030716,23.64641,galaxySED/Exp.32E09.04Z.spec.gz,2.62,0,0,0,0,0,sersic2d,7.22113124e-06,6.41332421e-06,1.76394768,4,CCM,0.100000001,3.0999999,CCM,0.0256463695,3.1,779,3,2724641818
object,27307101425690,53.0567765,-27.3510343,23.8721294,galaxySED/Exp.25E09.04Z.spec.gz,2.62,0,0,0,0,0,sersic2d,3.18248126e-06,3.14825779e-06,6.1382955,4,CCM,0.100000001,3.0999999,CCM,0.0230191649,3.1,309,0,2730710042
object,27307101426714,53.0567683,-27.3506283,23.8721294,galaxySED/Exp.25E09.04Z.spec.gz,2.62,0,0,0,0,0,sersic2d,3.18248126e-06,3.14825779e-06,6.1382955,4,CCM,0.100000001,3.0999999,CCM,0.0230083519,3.1,309,1,2730710042
object,28184117391386,52.8282861,-27.3338661,23.7290592,galaxySED/Inst.16E09.04Z.spec.gz,1.51,0,0,0,0,0,sersic2d,4.41931182e-06,4.4186388e-06,1.95825471,4,CCM,0.200000003,3.0999999,CCM,0.0311123603,3.1,535,0,2818411546
object,28184117392410,52.8280472,-27.3336142,23.7290592,galaxySED/Inst.16E09.04Z.spec.gz,1.51,0,0,0,0,0,sersic2d,4.41931182e-06,4.4186388e-06,1.95825471,4,CCM,0.200000003,3.0999999,CCM,0.031125467,3.1,535,1,2818411546
object,28184117393434,52.8284973,-27.333573,23.7290592,galaxySED/Inst.16E09.04Z.spec.gz,1.51,0,0,0,0,0,sersic2d,4.41931182e-06,4.4186388e-06,1.95825471,4,CCM,0.200000003,3.0999999,CCM,0.0311305829,3.1,535,2,2818411546
object,28184117394458,52.828282,-27.333399,23.7290592,galaxySED/Inst.16E09.04Z.spec.gz,1.51,0,0,0,0,0,sersic2d,4.41931182e-06,4.4186388e-06,1.95825471,4,CCM,0.200000003,3.0999999,CCM,0.0311393252,3.1,535,3,2818411546
object,28292977983514,52.7221448,-27.3857372,25.7837296,galaxySED/Burst.25E09.02Z.spec.gz,1.57,0,0,0,0,0,sersic2d,8.9783422e-07,7.88206174e-07,1.74568851,4,CCM,0.400000006,3.0999999,CCM,0.028973847,3.1,328,0,2829297690
object,28292977984538,52.7221181,-27.3853966,25.7837296,galaxySED/Burst.25E09.02Z.spec.gz,1.57,0,0,0,0,0,sersic2d,8.9783422e-07,7.88206174e-07,1.74568851,4,CCM,0.400000006,3.0999999,CCM,0.0289819805,3.1,328,1,2829297690
object,28355155324954,52.9363739,-27.4057273,24.4473896,galaxySED/Inst.25E09.04Z.spec.gz,1.97,0,0,0,0,0,sersic2d,1.53977943e-06,1.40673827e-06,4.08154497,4,CCM,0.300000012,3.0999999,CCM,0.0329986275,3.1,343,0,2835515418
object,28355155325978,52.9358287,-27.4055925,24.4473896,galaxySED/Inst.25E09.04Z.spec.gz,1.97,0,0,0,0,0,sersic2d,1.53977943e-06,1.40673827e-06,4.08154497,4,CCM,0.300000012,3.0999999,CCM,0.0329942931,3.1,343,1,2835515418
object,28765801148442,52.8344449,-27.6271076,24.9672203,galaxySED/Burst.25E09.04Z.spec.gz,1.92,0,0,0,0,0,sersic2d,1.35412928e-06,1.33747542e-06,3.86791684,4,CCM,0.5,3.0999999,CCM,0.0287147597,3.1,671,0,2876579866
object,28765801149466,52.8346596,-27.6269693,24.9672203,galaxySED/Burst.25E09.04Z.spec.gz,1.92,0,0,0,0,0,sersic2d,1.35412928e-06,1.33747542e-06,3.86791684,4,CCM,0.5,3.0999999,CCM,0.0287238193,3.1,671,1,2876579866
object,28765801150490,52.8342865,-27.626941,24.9672203,galaxySED/Burst.25E09.04Z.spec.gz,1.92,0,0,0,0,0,sersic2d,1.35412928e-06,1.33747542e-06,3.86791684,4,CCM,0.5,3.0999999,CCM,0.0287219303,3.1,671,2,2876579866
object,28765801151514,52.8344682,-27.626768,24.9672203,galaxySED/Burst.25E09.04Z.spec.gz,1.92,0,0,0,0,0,sersic2d,1.35412928e-06,1.33747542e-06,3.86791684,4,CCM,0.5,3.0999999,CCM,0.0287324635,3.1,671,3,2876579866
object,29077793632282,52.7616933,-27.2731157,26.5384903,galaxySED/Inst.16E09.04Z.spec.gz,2.35,0,0,0,0,0,sersic2d,2.44465791e-06,2.31571017e-06,5.65926579,4,CCM,0.0,3.0999999,CCM,0.0344328179,3.1,711,0,2907779098
object,29077793633306,52.7619014,-27.2729787,26.5384903,galaxySED/Inst.16E09.04Z.spec.gz,2.35,0,0,0,0,0,sersic2d,2.44465791e-06,2.31571017e-06,5.65926579,4,CCM,0.0,3.0999999,CCM,0.0344384199,3.1,711,1,2907779098
object,29077793634330,52.7615353,-27.2729012,26.5384903,galaxySED/Inst.16E09.04Z.spec.gz,2.35,0,0,0,0,0,sersic2d,2.44465791e-06,2.31571017e-06,5.65926579,4,CCM,0.0,3.0999999,CCM,0.0344252455,3.1,711,2,2907779098
object,29077793635354,52.7617747,-27.2727255,26.5384903,galaxySED/Inst.16E09.04Z.spec.gz,2.35,0,0,0,0,0,sersic2d,2.44465791e-06,2.31571017e-06,5.65926579,4,CCM,0.0,3.0999999,CCM,0.0344314927,3.1,711,3,2907779098
object,22156258639899,53.1450828,-27.218841,26.2209606,galaxySED/Inst.19E07.25Z.spec.gz,1.57,0,0,0,0,0,sersic2d,3.06057055e-07,6.48511043e-08,2.70865987,1,CCM,0.899999976,3.0999999,CCM,0.0202328201,3.1,332,0,2215625754
object,22156258640923,53.144914,-27.2185623,26.2209606,galaxySED/Inst.19E07.25Z.spec.gz,1.57,0,0,0,0,0,sersic2d,3.06057055e-07,6.48511043e-08,2.70865987,1,CCM,0.899999976,3.0999999,CCM,0.0202486622,3.1,332,1,2215625754
object,22832322617371,52.9606092,-27.6574468,24.2820492,galaxySED/Burst.20E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,2.65411975e-06,2.25561408e-06,5.93014655,1,CCM,0.0,3.0999999,CCM,0.0300984701,3.1,14,0,2283232282
object,22832322618395,52.9609771,-27.6575505,24.2820492,galaxySED/Burst.20E09.04Z.spec.gz,1.33,0,0,0,0,0,sersic2d,2.65411975e-06,2.25561408e-06,5.93014655,1,CCM,0.0,3.0999999,CCM,0.0301407138,3.1,14,1,2283232282
object,23078698098715,53.0257038,-27.6720605,23.3984909,galaxySED/Const.32E09.25Z.spec.gz,1.59,0,0,0,0,0,sersic2d,1.42644843e-06,3.17638273e-07,6.0667827,1,CCM,0.899999976,3.0999999,CCM,0.0312342937,3.1,278,0,2307869722
