prefix,uniqueId,raPhoSim,decPhoSim,phoSimMagNorm,sedFilepath,redshift,shear1,shear2,kappa,raOffset,decOffset,spatialmodel,internalExtinctionModel,galacticExtinctionModel,galacticAv,galacticRv,twinkles_system,twinkles_img_num,lens_galaxy_uID
object,27245824720924,53.2410139,-27.6061522,22.6958443,agnSED/agn.spec.gz,0.74,0,0,0,0,0,point,none,CCM,0.0221808075,3.1,176,0,2724582426
object,27245824721948,53.2406611,-27.605978,23.4687448,agnSED/agn.spec.gz,0.74,0,0,0,0,0,point,none,CCM,0.0222148317,3.1,176,1,2724582426
object,27246421110812,52.9342719,-27.7033598,21.6095804,agnSED/agn.spec.gz,2.62,0,0,0,0,0,point,none,CCM,0.0256356797,3.1,779,0,2724641818
object,27246421111836,52.93439,-27.7032655,22.7369078,agnSED/agn.spec.gz,2.62,0,0,0,0,0,point,none,CCM,0.025643957,3.1,779,1,2724641818
object,27246421112860,52.9341996,-27.7032403,22.4772017,agnSED/agn.spec.gz,2.62,0,0,0,0,0,point,none,CCM,0.0256358619,3.1,779,2,2724641818
object,27246421113884,52.9343188,-27.7030716,21.9280788,agnSED/agn.spec.gz,2.62,0,0,0,0,0,point,none,CCM,0.0256463695,3.1,779,3,2724641818
object,27307101425692,53.0567765,-27.3510343,20.8976629,agnSED/agn.spec.gz,2.62,0,0,0,0,0,point,none,CCM,0.0230191649,3.1,309,0,2730710042
object,27307101426716,53.0567683,-27.3506283,20.1793736,agnSED/agn.spec.gz,2.62,0,0,0,0,0,point,none,CCM,0.0230083519,3.1,309,1,2730710042
object,28184117391388,52.8282861,-27.3338661,21.6115295,agnSED/agn.spec.gz,1.51,0,0,0,0,0,point,none,CCM,0.0311123603,3.1,535,0,2818411546
object,28184117392412,52.8280472,-27.3336142,21.9017804,agnSED/agn.spec.gz,1.51,0,0,0,0,0,point,none,CCM,0.031125467,3.1,535,1,2818411546
object,28184117393436,52.8284973,-27.333573,21.7943244,agnSED/agn.spec.gz,1.51,0,0,0,0,0,point,none,CCM,0.0311305829,3.1,535,2,2818411546
object,28184117394460,52.828282,-27.333399,21.4534554,agnSED/agn.spec.gz,1.51,0,0,0,0,0,point,none,CCM,0.0311393252,3.1,535,3,2818411546
object,28292977983516,52.7221448,-27.3857372,24.1324805,agnSED/agn.spec.gz,1.57,0,0,0,0,0,point,none,CCM,0.028973847,3.1,328,0,2829297690
object,28292977984540,52.7221181,-27.3853966,21.9618432,agnSED/agn.spec.gz,1.57,0,0,0,0,0,point,none,CCM,0.0289819805,3.1,328,1,2829297690
object,28355155324956,52.9363739,-27.4057273,22.5844501,agnSED/agn.spec.gz,1.97,0,0,0,0,0,point,none,CCM,0.0329986275,3.1,343,0,2835515418
object,28355155325980,52.9358287,-27.4055925,23.4272709,agnSED/agn.spec.gz,1.97,0,0,0,0,0,point,none,CCM,0.0329942931,3.1,343,1,2835515418
object,28765801148444,52.8344449,-27.6271076,23.6334642,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0287147597,3.1,671,0,2876579866
object,28765801149468,52.8346596,-27.6269693,24.0409512,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0287238193,3.1,671,1,2876579866
object,28765801150492,52.8342865,-27.626941,23.8176168,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0287219303,3.1,671,2,2876579866
object,28765801151516,52.8344682,-27.626768,23.886386,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0287324635,3.1,671,3,2876579866
object,29077793632284,52.7616933,-27.2731157,23.1669555,agnSED/agn.spec.gz,2.35,0,0,0,0,0,point,none,CCM,0.0344328179,3.1,711,0,2907779098
object,29077793633308,52.7619014,-27.2729787,23.579272,agnSED/agn.spec.gz,2.35,0,0,0,0,0,point,none,CCM,0.0344384199,3.1,711,1,2907779098
object,29077793634332,52.7615353,-27.2729012,23.7347648,agnSED/agn.spec.gz,2.35,0,0,0,0,0,point,none,CCM,0.0344252455,3.1,711,2,2907779098
object,29077793635356,52.7617747,-27.2727255,23.4120197,agnSED/agn.spec.gz,2.35,0,0,0,0,0,point,none,CCM,0.0344314927,3.1,711,3,2907779098
object,29488395182108,52.9515981,-27.5139344,23.5716948,agnSED/agn.spec.gz,3.44,0,0,0,0,0,point,none,CCM,0.0260963718,3.1,230,0,2948839450
object,29488395183132,52.9520451,-27.5136024,22.5717812,agnSED/agn.spec.gz,3.44,0,0,0,0,0,point,none,CCM,0.0260954774,3.1,230,1,2948839450
object,29651416145948,52.988248,-27.3977544,23.4862144,agnSED/agn.spec.gz,2.26,0,0,0,0,0,point,none,CCM,0.0282943385,3.1,270,0,2965141530
object,29651416146972,52.9878914,-27.3968299,22.6318146,agnSED/agn.spec.gz,2.26,0,0,0,0,0,point,none,CCM,0.0282947766,3.1,270,1,2965141530
object,29909893857308,52.864483,-27.2594685,22.991997,agnSED/agn.spec.gz,1.63,0,0,0,0,0,point,none,CCM,0.0293682046,3.1,180,0,2990989338
object,29909893858332,52.8649357,-27.2593786,22.5460455,agnSED/agn.spec.gz,1.63,0,0,0,0,0,point,none,CCM,0.0293460643,3.1,180,1,2990989338
object,29919785594908,52.8237295,-27.4268208,22.6211073,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0328711941,3.1,155,0,2991978522
object,29919785595932,52.8230441,-27.4267371,22.5718448,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0328121586,3.1,155,1,2991978522
object,29919785596956,52.8236051,-27.4263408,20.5387476,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0328475709,3.1,155,2,2991978522
object,29919785597980,52.8237071,-27.4263777,20.404218,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0328570512,3.1,155,3,2991978522
object,30781379153948,53.0427517,-27.3046755,22.9203245,agnSED/agn.spec.gz,2.69,0,0,0,0,0,point,none,CCM,0.0234193324,3.1,145,0,3078137882
object,30781379154972,53.0428175,-27.3045052,22.5297933,agnSED/agn.spec.gz,2.69,0,0,0,0,0,point,none,CCM,0.0234164313,3.1,145,1,3078137882
object,32073279549468,52.9706732,-27.5548517,23.1369403,agnSED/agn.spec.gz,1.44,0,0,0,0,0,point,none,CCM,0.0235655011,3.1,515,0,3207327770
object,32073279550492,52.970585,-27.5546658,23.64826,agnSED/agn.spec.gz,1.44,0,0,0,0,0,point,none,CCM,0.0235801828,3.1,515,1,3207327770
object,32540838379548,52.9321356,-27.2870747,24.3220553,agnSED/agn.spec.gz,1.97,0,0,0,0,0,point,none,CCM,0.0253990065,3.1,620,0,3254083610
object,32540838380572,52.93195,-27.2869452,22.7889935,agnSED/agn.spec.gz,1.97,0,0,0,0,0,point,none,CCM,0.0254055543,3.1,620,1,3254083610
object,32540838381596,52.9323757,-27.2868769,23.2715255,agnSED/agn.spec.gz,1.97,0,0,0,0,0,point,none,CCM,0.0253827832,3.1,620,2,3254083610
object,32540838382620,52.9320691,-27.286822,23.5631685,agnSED/agn.spec.gz,1.97,0,0,0,0,0,point,none,CCM,0.0253969455,3.1,620,3,3254083610
object,32659395588124,52.7828023,-27.2877756,23.4192387,agnSED/agn.spec.gz,2.04,0,0,0,0,0,point,none,CCM,0.0333654955,3.1,251,0,3265939482
object,32659395589148,52.7822919,-27.2872777,23.6094391,agnSED/agn.spec.gz,2.04,0,0,0,0,0,point,none,CCM,0.033386265,3.1,251,1,3265939482
object,32904880582684,53.0122394,-27.2385216,21.7912475,agnSED/agn.spec.gz,1.36,0,0,0,0,0,point,none,CCM,0.0238927788,3.1,611,0,3290487834
object,32904880583708,53.0123284,-27.2384764,22.2130029,agnSED/agn.spec.gz,1.36,0,0,0,0,0,point,none,CCM,0.0238918392,3.1,611,1,3290487834
object,32904880584732,53.0122362,-27.2384255,22.5572853,agnSED/agn.spec.gz,1.36,0,0,0,0,0,point,none,CCM,0.0238900105,3.1,611,2,3290487834
object,32904880585756,53.0123229,-27.2384031,21.5101904,agnSED/agn.spec.gz,1.36,0,0,0,0,0,point,none,CCM,0.0238897152,3.1,611,3,3290487834
object,32932589236252,52.9230715,-27.4565029,19.4927153,agnSED/agn.spec.gz,1.19,0,0,0,0,0,point,none,CCM,0.0315186557,3.1,419,0,3293258778
object,32932589237276,52.9232423,-27.4561696,20.9250646,agnSED/agn.spec.gz,1.19,0,0,0,0,0,point,none,CCM,0.0315305003,3.1,419,1,3293258778
object,32932598698012,52.9257973,-27.6835744,20.7294651,agnSED/agn.spec.gz,1.12,0,0,0,0,0,point,none,CCM,0.025712014,3.1,229,0,3293259802
object,32932598699036,52.9255111,-27.6834689,19.5607004,agnSED/agn.spec.gz,1.12,0,0,0,0,0,point,none,CCM,0.0257008191,3.1,229,1,3293259802
object,33246005190684,53.0989866,-27.56713,23.6524141,agnSED/agn.spec.gz,2.0,0,0,0,0,0,point,none,CCM,0.0306572369,3.1,486,0,3324600346
object,33246005191708,53.0987825,-27.5670239,23.9986111,agnSED/agn.spec.gz,2.0,0,0,0,0,0,point,none,CCM,0.0306528199,3.1,486,1,3324600346
object,33246005192732,53.0990771,-27.5669447,24.1287767,agnSED/agn.spec.gz,2.0,0,0,0,0,0,point,none,CCM,0.0306596883,3.1,486,2,3324600346
object,33246005193756,53.0988523,-27.5668183,23.7640036,agnSED/agn.spec.gz,2.0,0,0,0,0,0,point,none,CCM,0.030654863,3.1,486,3,3324600346
object,35088722219036,53.0795495,-27.3142769,22.530785,agnSED/agn.spec.gz,1.14,0,0,0,0,0,point,none,CCM,0.0207385036,3.1,73,0,3508872218
object,35088722220060,53.0798955,-27.3142646,23.1552308,agnSED/agn.spec.gz,1.14,0,0,0,0,0,point,none,CCM,0.0207097329,3.1,73,1,3508872218
object,35658744147996,53.0267578,-27.5120721,22.9220446,agnSED/agn.spec.gz,1.99,0,0,0,0,0,point,none,CCM,0.0278748992,3.1,583,0,3565874202
object,35658744149020,53.0271122,-27.5120554,24.963988,agnSED/agn.spec.gz,1.99,0,0,0,0,0,point,none,CCM,0.027885784,3.1,583,1,3565874202
object,35658744150044,53.0267945,-27.5118772,22.9349543,agnSED/agn.spec.gz,1.99,0,0,0,0,0,point,none,CCM,0.0278784146,3.1,583,2,3565874202
object,35658744151068,53.0269747,-27.5117565,22.9983548,agnSED/agn.spec.gz,1.99,0,0,0,0,0,point,none,CCM,0.0278853454,3.1,583,3,3565874202
object,35727575994396,52.9926418,-27.5860926,21.3244487,agnSED/agn.spec.gz,2.42,0,0,0,0,0,point,none,CCM,0.0257517979,3.1,233,0,3572757530
object,35727575995420,52.9928553,-27.585979,19.9773369,agnSED/agn.spec.gz,2.42,0,0,0,0,0,point,none,CCM,0.0257538004,3.1,233,1,3572757530
object,35737142558748,53.1839574,-27.5279617,22.5644493,agnSED/agn.spec.gz,2.6,0,0,0,0,0,point,none,CCM,0.0263689866,3.1,820,0,3573713946
object,35737142559772,53.1840825,-27.5279609,23.8351723,agnSED/agn.spec.gz,2.6,0,0,0,0,0,point,none,CCM,0.0263603005,3.1,820,1,3573713946
object,35737142560796,53.1840152,-27.5278722,22.9197292,agnSED/agn.spec.gz,2.6,0,0,0,0,0,point,none,CCM,0.0263623835,3.1,820,2,3573713946
object,35737142561820,53.1840943,-27.527868,22.2731432,agnSED/agn.spec.gz,2.6,0,0,0,0,0,point,none,CCM,0.0263567856,3.1,820,3,3573713946
object,35990561460252,52.9677807,-27.3505275,22.3943352,agnSED/agn.spec.gz,1.71,0,0,0,0,0,point,none,CCM,0.0276237833,3.1,669,0,3599055898
object,35990561461276,52.9678788,-27.3507018,23.5960372,agnSED/agn.spec.gz,1.71,0,0,0,0,0,point,none,CCM,0.0276292558,3.1,669,1,3599055898
object,36498360844316,53.3030735,-27.5216939,22.5985437,agnSED/agn.spec.gz,0.62,0,0,0,0,0,point,none,CCM,0.022216086,3.1,128,0,3649836058
object,36498360845340,53.3031064,-27.5214615,23.5269654,agnSED/agn.spec.gz,0.62,0,0,0,0,0,point,none,CCM,0.0222166065,3.1,128,1,3649836058
object,39013120065564,52.8807071,-27.6503881,22.895748,agnSED/agn.spec.gz,2.77,0,0,0,0,0,point,none,CCM,0.0250947579,3.1,16,0,3901312026
object,39013120066588,52.8804307,-27.6498583,22.8352655,agnSED/agn.spec.gz,2.77,0,0,0,0,0,point,none,CCM,0.0251071943,3.1,16,1,3901312026
object,39123407831068,53.2216431,-27.3560945,23.8104494,agnSED/agn.spec.gz,4.13,0,0,0,0,0,point,none,CCM,0.0220415934,3.1,740,0,3912340506
object,39123407832092,53.221467,-27.3563806,22.60291,agnSED/agn.spec.gz,4.13,0,0,0,0,0,point,none,CCM,0.0220497737,3.1,740,1,3912340506
object,40078737387548,52.9530385,-27.4847474,23.2396691,agnSED/agn.spec.gz,3.26,0,0,0,0,0,point,none,CCM,0.0280761538,3.1,495,0,4007873562
object,40078737388572,52.9528956,-27.4845348,23.3865336,agnSED/agn.spec.gz,3.26,0,0,0,0,0,point,none,CCM,0.0280978194,3.1,495,1,4007873562
object,40384594456604,53.0939124,-27.6203189,22.568895,agnSED/agn.spec.gz,1.75,0,0,0,0,0,point,none,CCM,0.0299885425,3.1,131,0,4038459418
object,40384594457628,53.0936079,-27.6199883,23.0671331,agnSED/agn.spec.gz,1.75,0,0,0,0,0,point,none,CCM,0.0299904955,3.1,131,1,4038459418
object,42598165856284,52.8570995,-27.2864192,21.12261,agnSED/agn.spec.gz,0.9,0,0,0,0,0,point,none,CCM,0.0301410728,3.1,336,0,4259816474
object,42598165857308,52.8570383,-27.2862034,21.4143307,agnSED/agn.spec.gz,0.9,0,0,0,0,0,point,none,CCM,0.0301421466,3.1,336,1,4259816474
object,42728920137756,53.0659335,-27.2869823,21.6747175,agnSED/agn.spec.gz,1.06,0,0,0,0,0,point,none,CCM,0.0219958927,3.1,268,0,4272891930
object,42728920138780,53.0657024,-27.2869956,23.3186391,agnSED/agn.spec.gz,1.06,0,0,0,0,0,point,none,CCM,0.0220140579,3.1,268,1,4272891930
object,43943209652252,52.9274955,-27.5505347,21.0152155,agnSED/agn.spec.gz,1.18,0,0,0,0,0,point,none,CCM,0.0251511563,3.1,169,0,4394320922
object,43943209653276,52.9269386,-27.5502887,21.3629197,agnSED/agn.spec.gz,1.18,0,0,0,0,0,point,none,CCM,0.025191751,3.1,169,1,4394320922
object,43943209654300,52.9276146,-27.5499313,21.6706953,agnSED/agn.spec.gz,1.18,0,0,0,0,0,point,none,CCM,0.0251765133,3.1,169,2,4394320922
object,43943209655324,52.9269618,-27.5497123,21.0433618,agnSED/agn.spec.gz,1.18,0,0,0,0,0,point,none,CCM,0.0252206607,3.1,169,3,4394320922
object,44005399924764,53.3233537,-27.5176149,22.8658774,agnSED/agn.spec.gz,2.98,0,0,0,0,0,point,none,CCM,0.023122783,3.1,841,0,4400539674
object,44005399925788,53.3233296,-27.5174603,23.164091,agnSED/agn.spec.gz,2.98,0,0,0,0,0,point,none,CCM,0.0231210544,3.1,841,1,4400539674
object,44132056678428,53.0680895,-27.4820585,23.8838975,agnSED/agn.spec.gz,2.88,0,0,0,0,0,point,none,CCM,0.0289355512,3.1,400,0,4413205530
object,44132056679452,53.0677132,-27.4824328,23.3690811,agnSED/agn.spec.gz,2.88,0,0,0,0,0,point,none,CCM,0.0289249022,3.1,400,1,4413205530
object,44593419374620,53.086662,-27.3974423,22.7706348,agnSED/agn.spec.gz,1.55,0,0,0,0,0,point,none,CCM,0.0239233047,3.1,277,0,4459341850
object,44593419375644,53.0871755,-27.3972645,23.2389313,agnSED/agn.spec.gz,1.55,0,0,0,0,0,point,none,CCM,0.0238993675,3.1,277,1,4459341850
object,44593419376668,53.0866523,-27.396923,23.9309493,agnSED/agn.spec.gz,1.55,0,0,0,0,0,point,none,CCM,0.0239023035,3.1,277,2,4459341850
object,44593419377692,53.0872316,-27.3968407,22.7369441,agnSED/agn.spec.gz,1.55,0,0,0,0,0,point,none,CCM,0.0238801528,3.1,277,3,4459341850
object,45146074071068,53.0006601,-27.3003611,23.9468884,agnSED/agn.spec.gz,4.13,0,0,0,0,0,point,none,CCM,0.024952052,3.1,740,0,4514607130
object,45146074072092,53.0004841,-27.3006473,22.8345226,agnSED/agn.spec.gz,4.13,0,0,0,0,0,point,none,CCM,0.0249661955,3.1,740,1,4514607130
object,45850553671708,52.7624144,-27.480493,20.3700119,agnSED/agn.spec.gz,1.25,0,0,0,0,0,point,none,CCM,0.0294986216,3.1,330,0,4585055258
object,45850553672732,52.7622862,-27.4801524,20.9592891,agnSED/agn.spec.gz,1.25,0,0,0,0,0,point,none,CCM,0.0297847181,3.1,330,1,4585055258
object,47790284922908,53.0046846,-27.6536322,20.4371231,agnSED/agn.spec.gz,1.11,0,0,0,0,0,point,none,CCM,0.0296561637,3.1,30,0,4779028506
object,47790284923932,53.0046193,-27.6534348,21.228521,agnSED/agn.spec.gz,1.11,0,0,0,0,0,point,none,CCM,0.0296450807,3.1,30,1,4779028506
object,47807601397788,53.2458203,-27.459009,20.7943181,agnSED/agn.spec.gz,1.76,0,0,0,0,0,point,none,CCM,0.0205605795,3.1,185,0,4780760090
object,47807601398812,53.2457599,-27.4586006,22.0590498,agnSED/agn.spec.gz,1.76,0,0,0,0,0,point,none,CCM,0.0205537913,3.1,185,1,4780760090
object,49406668812316,52.7894981,-27.4046056,21.7186843,agnSED/agn.spec.gz,1.89,0,0,0,0,0,point,none,CCM,0.0296675465,3.1,3,0,4940666906
object,49406668813340,52.7890722,-27.4042836,21.5981293,agnSED/agn.spec.gz,1.89,0,0,0,0,0,point,none,CCM,0.0296493335,3.1,3,1,4940666906
object,49492941434908,52.8104441,-27.6653133,23.4678348,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0254085971,3.1,155,0,4949294106
object,49492941435932,52.8097572,-27.6652295,22.9784316,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0254401884,3.1,155,1,4949294106
object,49492941436956,52.8103195,-27.6648333,21.1954214,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0254368429,3.1,155,2,4949294106
object,49492941437980,52.8104216,-27.6648701,21.0608478,agnSED/agn.spec.gz,0.86,0,0,0,0,0,point,none,CCM,0.0254309502,3.1,155,3,4949294106
object,50908621512732,53.0992725,-27.6238949,23.6303432,agnSED/agn.spec.gz,1.64,0,0,0,0,0,point,none,CCM,0.0299737392,3.1,174,0,5090862106
object,50908621513756,53.0988012,-27.6239854,23.180782,agnSED/agn.spec.gz,1.64,0,0,0,0,0,point,none,CCM,0.0299715541,3.1,174,1,5090862106
object,51454915465244,53.3366439,-27.5084124,19.9743484,agnSED/agn.spec.gz,1.69,0,0,0,0,0,point,none,CCM,0.0238942354,3.1,221,0,5145491482
object,51454915466268,53.3367008,-27.5081609,22.2180503,agnSED/agn.spec.gz,1.69,0,0,0,0,0,point,none,CCM,0.0238952115,3.1,221,1,5145491482
object,51454966525980,52.8950287,-27.1656385,19.1353192,agnSED/agn.spec.gz,2.26,0,0,0,0,0,point,none,CCM,0.0246242507,3.1,187,0,5145496602
object,51454966527004,52.8948633,-27.1653089,20.6731899,agnSED/agn.spec.gz,2.26,0,0,0,0,0,point,none,CCM,0.0246244035,3.1,187,1,5145496602
object,52009881600028,53.0789407,-27.4634678,22.2532294,agnSED/agn.spec.gz,1.19,0,0,0,0,0,point,none,CCM,0.0277460428,3.1,0,0,5200988186
object,52009881601052,53.0793869,-27.4636394,23.6250218,agnSED/agn.spec.gz,1.19,0,0,0,0,0,point,none,CCM,0.0277553133,3.1,0,1,5200988186
object,52009902485532,53.2116764,-27.4574842,23.653982,agnSED/agn.spec.gz,1.18,0,0,0,0,0,point,none,CCM,0.0221655062,3.1,99,0,5200990234
object,52009902486556,53.2118824,-27.4574598,21.8457189,agnSED/agn.spec.gz,1.18,0,0,0,0,0,point,none,CCM,0.022149767,3.1,99,1,5200990234
object,53936774864924,52.9178097,-27.6099044,22.3719013,agnSED/agn.spec.gz,3.26,0,0,0,0,0,point,none,CCM,0.0236239899,3.1,426,0,5393677338
object,53936774865948,52.9181891,-27.6097353,23.8491849,agnSED/agn.spec.gz,3.26,0,0,0,0,0,point,none,CCM,0.0236121376,3.1,426,1,5393677338
object,54727703228444,52.8341686,-27.5330521,23.1454016,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0303868849,3.1,671,0,5472770074
object,54727703229468,52.8343831,-27.5329137,23.7335167,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0303848712,3.1,671,1,5472770074
object,54727703230492,52.8340104,-27.5328855,23.4517431,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.03039422,3.1,671,2,5472770074
object,54727703231516,52.8341919,-27.5327125,23.3571407,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0303937607,3.1,671,3,5472770074
object,58180097388572,52.762559,-27.3877542,23.4543885,agnSED/agn.spec.gz,2.2,0,0,0,0,0,point,none,CCM,0.0281646067,3.1,339,0,5818009626
object,58180097389596,52.7621568,-27.3876556,24.405278,agnSED/agn.spec.gz,2.2,0,0,0,0,0,point,none,CCM,0.0281738938,3.1,339,1,5818009626
object,58180097390620,52.7625409,-27.3874624,23.5696917,agnSED/agn.spec.gz,2.2,0,0,0,0,0,point,none,CCM,0.028173954,3.1,339,2,5818009626
object,58180097391644,52.7622438,-27.387324,23.4017894,agnSED/agn.spec.gz,2.2,0,0,0,0,0,point,none,CCM,0.0281829002,3.1,339,3,5818009626
object,58574173376540,53.1372014,-27.5588435,19.6119044,agnSED/agn.spec.gz,1.03,0,0,0,0,0,point,none,CCM,0.0305210698,3.1,297,0,5857417242
object,58574173377564,53.1372858,-27.5586894,21.0055867,agnSED/agn.spec.gz,1.03,0,0,0,0,0,point,none,CCM,0.0305173236,3.1,297,1,5857417242
object,58767105159196,53.2413765,-27.4281661,22.3844127,agnSED/agn.spec.gz,1.04,0,0,0,0,0,point,none,CCM,0.0209838401,3.1,283,0,5876710426
object,58767105160220,53.241656,-27.4281385,22.1382234,agnSED/agn.spec.gz,1.04,0,0,0,0,0,point,none,CCM,0.0209726447,3.1,283,1,5876710426
object,58770473316380,52.8953922,-27.4536376,20.9113672,agnSED/agn.spec.gz,0.82,0,0,0,0,0,point,none,CCM,0.0325190546,3.1,87,0,5877047322
object,58770473317404,52.8955442,-27.4536892,22.66446,agnSED/agn.spec.gz,0.82,0,0,0,0,0,point,none,CCM,0.0325115274,3.1,87,1,5877047322
object,60880743206940,52.8438685,-27.5267465,23.2591076,agnSED/agn.spec.gz,2.47,0,0,0,0,0,point,none,CCM,0.0304580783,3.1,197,0,6088074266
object,60880743207964,52.8438744,-27.5266028,23.6421959,agnSED/agn.spec.gz,2.47,0,0,0,0,0,point,none,CCM,0.0304621049,3.1,197,1,6088074266
object,60880743208988,52.8441524,-27.5263035,23.8018824,agnSED/agn.spec.gz,2.47,0,0,0,0,0,point,none,CCM,0.0304645408,3.1,197,2,6088074266
object,60880743210012,52.8443303,-27.5266969,26.4627234,agnSED/agn.spec.gz,2.47,0,0,0,0,0,point,none,CCM,0.0304491152,3.1,197,3,6088074266
object,61163551825948,52.7343464,-27.5239484,23.4564805,agnSED/agn.spec.gz,2.26,0,0,0,0,0,point,none,CCM,0.0292522282,3.1,270,0,6116355098
object,61163551826972,52.7339894,-27.5230238,22.6033385,agnSED/agn.spec.gz,2.26,0,0,0,0,0,point,none,CCM,0.0292041167,3.1,270,1,6116355098
object,63041474859036,52.9428271,-27.5905926,22.8681542,agnSED/agn.spec.gz,1.14,0,0,0,0,0,point,none,CCM,0.0249240519,3.1,73,0,6304147482
object,63041474860060,52.9431739,-27.5905804,23.5222294,agnSED/agn.spec.gz,1.14,0,0,0,0,0,point,none,CCM,0.0249295811,3.1,73,1,6304147482
object,64003052765212,52.9607581,-27.4867728,22.9713935,agnSED/agn.spec.gz,1.15,0,0,0,0,0,point,none,CCM,0.0275589726,3.1,304,0,6400305178
object,64003052766236,52.9606189,-27.4864529,22.412812,agnSED/agn.spec.gz,1.15,0,0,0,0,0,point,none,CCM,0.0275878638,3.1,304,1,6400305178
object,65451141750812,52.7732282,-27.422999,21.7673991,agnSED/agn.spec.gz,1.07,0,0,0,0,0,point,none,CCM,0.0292720509,3.1,154,0,6545114138
object,65451141751836,52.7726284,-27.4228501,21.0362691,agnSED/agn.spec.gz,1.07,0,0,0,0,0,point,none,CCM,0.0292503725,3.1,154,1,6545114138
object,65746883047452,52.8928072,-27.1675661,22.8122503,agnSED/agn.spec.gz,1.56,0,0,0,0,0,point,none,CCM,0.0247398791,3.1,119,0,6574688282
object,65746883048476,52.8933915,-27.1671913,22.8136997,agnSED/agn.spec.gz,1.56,0,0,0,0,0,point,none,CCM,0.0247118306,3.1,119,1,6574688282
object,65842239094812,52.8618358,-27.614322,23.352999,agnSED/agn.spec.gz,2.03,0,0,0,0,0,point,none,CCM,0.0265066133,3.1,404,0,6584223770
object,65842239095836,52.8619951,-27.6141476,22.9905298,agnSED/agn.spec.gz,2.03,0,0,0,0,0,point,none,CCM,0.0265069426,3.1,404,1,6584223770
object,70827715072028,53.167972,-27.6836605,21.0726915,agnSED/agn.spec.gz,2.2,0,0,0,0,0,point,none,CCM,0.0282214353,3.1,125,0,7082771482
object,70827715073052,53.1677466,-27.6838039,23.4886193,agnSED/agn.spec.gz,2.2,0,0,0,0,0,point,none,CCM,0.0282294825,3.1,125,1,7082771482
object,74022032519196,53.2163456,-27.2605466,22.4439421,agnSED/agn.spec.gz,1.04,0,0,0,0,0,point,none,CCM,0.0219204846,3.1,283,0,7402203162
object,74022032520220,53.2166246,-27.2605189,22.225393,agnSED/agn.spec.gz,1.04,0,0,0,0,0,point,none,CCM,0.0219404691,3.1,283,1,7402203162
object,76910859014172,53.0013286,-27.5937879,21.8082258,agnSED/agn.spec.gz,1.35,0,0,0,0,0,point,none,CCM,0.0272237876,3.1,189,0,7691085850
object,76910859015196,53.0014695,-27.5933964,21.0819627,agnSED/agn.spec.gz,1.35,0,0,0,0,0,point,none,CCM,0.0272126791,3.1,189,1,7691085850
object,80809095868444,52.7680756,-27.4314403,22.8354352,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0291666873,3.1,671,0,8080909338
object,80809095869468,52.7682899,-27.4313019,23.3234667,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0291728056,3.1,671,1,8080909338
object,80809095870492,52.7679175,-27.4312737,23.1382119,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0291600707,3.1,671,2,8080909338
object,80809095871516,52.7680989,-27.4311007,23.0725794,agnSED/agn.spec.gz,1.92,0,0,0,0,0,point,none,CCM,0.0291648042,3.1,671,3,8080909338
object,81032049954844,52.848389,-27.3930629,21.8102646,agnSED/agn.spec.gz,1.1,0,0,0,0,0,point,none,CCM,0.0313125365,3.1,321,0,8103204890
object,81032049955868,52.848234,-27.3929746,19.7846728,agnSED/agn.spec.gz,1.1,0,0,0,0,0,point,none,CCM,0.0313042173,3.1,321,1,8103204890
object,84516424925212,53.1814307,-27.6721634,22.6265515,agnSED/agn.spec.gz,1.15,0,0,0,0,0,point,none,CCM,0.0277231879,3.1,304,0,8451642394
object,84516424926236,53.1812913,-27.6718434,22.1284886,agnSED/agn.spec.gz,1.15,0,0,0,0,0,point,none,CCM,0.0277304691,3.1,304,1,8451642394
object,86215045607452,52.8234921,-27.3035056,23.6757144,agnSED/agn.spec.gz,1.56,0,0,0,0,0,point,none,CCM,0.0319446147,3.1,119,0,8621504538
