# AGN_ID, AGN_RA, AGN_DEC, AGN_ABMAG, AGN_SED, AGN_RedShift, AGN_CatSim_ID, AGN_Twinkles_ID, AGN_IMG_NUM, AGN_SRC_y1, AGN_SRC_y2, AGN_IMG_MAG, LENS_IMG_SED, AGN_LensGal_ID
124710073589788 53.194787 -27.3572952 22.9224498 agnSED/agn.spec.gz 3.35 121787181240 310 0 -0.01506804 0.4128118 1.4827 Inst.50E09.04Z.spec 12471007258
125977406083100 53.0609413 -27.5895877 22.1025482 agnSED/agn.spec.gz 1.38 123024810628 157 0 0.02145819 -0.0006295405 4.4216 Inst.50E09.04Z.spec 12597740570
126159751606300 53.1948845 -27.6142412 22.2740357 agnSED/agn.spec.gz 1.46 123202882428 607 0 0.2104887 -0.3039685 2.1962 Burst.25E09.04Z.spec 12615974938
131172321755164 53.2628789 -27.2784687 23.4846477 agnSED/agn.spec.gz 1.31 128097970464 116 0 0.3380546 0.0781854 3.3019 Inst.25E09.02Z.spec 13117232154
131890463604764 52.9422243 -27.1813974 21.17365 agnSED/agn.spec.gz 1.49 128799280864 216 0 -0.1912047 -0.269578 2.6053 Burst.50E09.04Z.spec 13189046298
132935998562332 53.0330959 -27.1522864 22.6670538 agnSED/agn.spec.gz 1.57 129820311096 274 0 0.1452087 -0.56915 2.2748 Inst.25E09.04Z.spec 13293599770
133211127869468 53.1203976 -27.6698545 23.0527888 agnSED/agn.spec.gz 1.44 130088992060 515 0 0.201569 -0.1457025 3.658 Inst.20E09.02Z.spec 13321112602
138902847549468 52.7852827 -27.4268645 23.3970902 agnSED/agn.spec.gz 1.44 135647312060 515 0 0.201569 -0.1457025 3.658 Inst.20E09.02Z.spec 13890284570
141768028647452 53.1715731 -27.1833527 23.6475847 agnSED/agn.spec.gz 1.56 138445340476 119 0 -0.455074 0.1068422 1.8504 Inst.50E09.04Z.spec 14176802842
144466309607452 52.7963598 -27.2665006 23.154508 agnSED/agn.spec.gz 1.56 141080380476 119 0 -0.455074 0.1068422 1.8504 Inst.50E09.04Z.spec 14446630938
145443666014236 53.2277329 -27.4630247 21.398719 agnSED/agn.spec.gz 1.23 142034830092 23 0 0.6252091 -0.4861495 2.0811 Inst.25E09.02Z.spec 14544366618
149641298862108 52.8765057 -27.2716454 23.2640274 agnSED/agn.spec.gz 3.44 146134080920 230 0 -0.3777128 0.2953038 1.2489 Inst.40E09.04Z.spec 14964129818
150889544654876 52.9689487 -27.6410683 22.6809728 agnSED/agn.spec.gz 1.37 147353070952 238 0 0.2282317 0.2932626 0.7798 Burst.32E09.04Z.spec 15088954394
153965959839772 52.9364024 -27.6453783 23.7277742 agnSED/agn.spec.gz 5.41 150357382656 664 0 0.2569533 -0.0751954 2.3653 Inst.32E09.04Z.spec 15396595738
154985217032220 53.0681307 -27.2232235 21.2711619 agnSED/agn.spec.gz 0.89 151352751008 252 0 0.1076087 -0.5305629 1.8448 Burst.32E09.02Z.spec 15498521626
159991399436316 53.0384911 -27.521074 20.892392 agnSED/agn.spec.gz 2.28 156241601012 253 0 -0.01938394 -0.3025866 2.8968 Burst.62E09.04Z.spec 15999139866
160945040359452 53.072219 -27.3762286 21.3449969 agnSED/agn.spec.gz 1.74 157172890976 244 0 -0.308892 0.2360401 1.6104 Inst.25E09.02Z.spec 16094503962
161040025980956 52.8424002 -27.4623477 21.9540787 agnSED/agn.spec.gz 1.27 157265650372 93 0 -0.3947517 0.1652625 1.446 Inst.25E09.02Z.spec 16104002586
161051556495388 53.2047783 -27.4108506 23.0731963 agnSED/agn.spec.gz 1.81 157276910640 160 0 0.2111744 0.391864 1.2205 Inst.20E09.02Z.spec 16105155610
165109474336796 52.9603994 -27.6715232 21.0439544 agnSED/agn.spec.gz 1.86 161239721032 258 0 -0.01634012 0.2364341 2.6706 Inst.20E09.02Z.spec 16510947354
166744771297308 52.9540771 -27.5469622 23.4491021 agnSED/agn.spec.gz 1.63 162836690720 180 0 -0.1895766 -0.05705702 2.697 Burst.32E09.04Z.spec 16674477082
167196550471708 52.9668738 -27.1664439 20.6144561 agnSED/agn.spec.gz 1.25 163277881320 330 0 0.0550985 -0.127509 3.2777 Inst.25E09.02Z.spec 16719654938
169407695691804 53.2989966 -27.325062 23.2570911 agnSED/agn.spec.gz 2.71 165437202824 706 0 -0.06513589 -0.000368558 2.8435 Burst.50E09.04Z.spec 16940769306
171688625274908 53.1149294 -27.4875321 22.7229513 agnSED/agn.spec.gz 4.68 167664673120 780 0 -0.04204567 0.1140743 3.4815 Inst.40E09.04Z.spec 17168862234
174349292019740 52.8487044 -27.2930912 22.6249035 agnSED/agn.spec.gz 1.42 170262980488 122 0 0.07975704 -0.7288819 1.5844 Inst.25E09.02Z.spec 17434929178
176018904162332 53.0994411 -27.2696286 22.2879162 agnSED/agn.spec.gz 1.57 171893461096 274 0 0.1452087 -0.56915 2.2748 Inst.25E09.04Z.spec 17601890330
176504803450908 52.9877243 -27.1900495 20.7160856 agnSED/agn.spec.gz 2.34 172367972120 530 0 0.2213732 -0.1240525 2.3425 Burst.50E09.04Z.spec 17650480154
177389578547228 53.0463631 -27.6003484 22.0557034 agnSED/agn.spec.gz 2.4 173232010300 75 0 -0.1514578 -0.6904607 2.6574 Burst.62E09.04Z.spec 17738957850
177712499732508 52.9972114 -27.6128262 23.3961081 agnSED/agn.spec.gz 2.37 173547363020 755 0 -0.1959671 -0.1813984 1.9007 Burst.50E09.04Z.spec 17771249690
177821594337308 53.1370599 -27.6597166 22.9903672 agnSED/agn.spec.gz 1.63 173653900720 180 0 -0.1895766 -0.05705702 2.697 Burst.32E09.04Z.spec 17782159386
178117408071708 53.0515818 -27.5091962 20.6825643 agnSED/agn.spec.gz 1.25 173942781320 330 0 0.0550985 -0.127509 3.2777 Inst.25E09.02Z.spec 17811740698
178118290722844 53.0827408 -27.4320864 19.545329 agnSED/agn.spec.gz 2.73 173943643284 821 0 -0.1591942 0.2211703 1.7738 Inst.25E09.04Z.spec 17811828762
178187275890716 52.9781375 -27.275857 22.7621159 agnSED/agn.spec.gz 3.3 174011011612 403 0 0.1414227 -0.1957994 2.4566 Burst.32E09.04Z.spec 17818727450
178197309653020 52.765546 -27.2393009 23.4781067 agnSED/agn.spec.gz 2.01 174020810208 52 0 0.3216824 -0.1645769 3.1076 Burst.32E09.02Z.spec 17819730970
178226780418076 53.0995474 -27.6783625 22.0937584 agnSED/agn.spec.gz 4.13 174049590252 63 0 -0.2253113 0.07834218 2.3553 Inst.40E09.02Z.spec 17822678042
178233396305948 53.292025 -27.5619895 23.2609912 agnSED/agn.spec.gz 2.26 174056051080 270 0 -0.04480235 0.3600624 4.5023 Burst.25E09.02Z.spec 17823339546
178233426133020 52.7224054 -27.2956008 23.4327246 agnSED/agn.spec.gz 2.01 174056080208 52 0 0.3216824 -0.1645769 3.1076 Burst.32E09.02Z.spec 17823342618
178291763413020 52.9352637 -27.4290547 23.5020602 agnSED/agn.spec.gz 2.01 174113050208 52 0 0.3216824 -0.1645769 3.1076 Burst.32E09.02Z.spec 17829176346
178320868311068 52.7285738 -27.3343952 23.8188849 agnSED/agn.spec.gz 4.13 174141472960 740 0 -0.02351528 0.07637408 1.6214 Burst.50E09.04Z.spec 17832086554
178345718829084 53.0116475 -27.5605428 22.2583156 agnSED/agn.spec.gz 1.76 174165741044 261 0 -0.3296685 0.1853223 2.7235 Inst.25E09.02Z.spec 17834571802
178353685905436 53.0156458 -27.3640977 18.9425294 agnSED/agn.spec.gz 1.87 174173521392 348 0 0.2585587 0.1088733 2.601 Inst.50E09.04Z.spec 17835368474
178373039185948 53.3131392 -27.3920663 23.4920929 agnSED/agn.spec.gz 2.26 174192421080 270 0 -0.04480235 0.3600624 4.5023 Burst.25E09.02Z.spec 17837303834
178409524486172 53.0439173 -27.6210008 21.1319588 agnSED/agn.spec.gz 2.47 174228051256 314 0 -0.01195926 0.09386142 1.2261 Burst.25E09.02Z.spec 17840952346
178446623199260 52.7593869 -27.3684755 22.9356143 agnSED/agn.spec.gz 2.39 174264280468 117 0 -0.03978228 0.1750319 1.0315 Burst.32E09.02Z.spec 17844662298
178446665371676 53.1696124 -27.3927103 24.7713193 agnSED/agn.spec.gz 2.45 174264321652 413 0 0.04445673 0.2799842 1.6081 Inst.32E09.04Z.spec 17844666394
